method,seed,scenario_key,campaign_size,coordination_strength,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,weak_malicious_recovered,weak_benign_promoted,vehicle_precision,vehicle_recall,vehicle_f1,attacked_vehicles_recovered,benign_vehicles_incorrectly_included,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_alert_rate,n_detected_campaign_clusters,n_ground_truth_campaigns,incorrect_campaign_merging,coordinated_events,runtime_graph_construction_sec,runtime_gnn_inference_sec,runtime_clustering_sec,runtime_total_sec,runtime_local_ids_sec
standard_gnn,23,S3_strong_campaign,10,1.0,3,0,0,0,0.9375,1.0,0.967741935483871,1.0,0.0,0.9479166666666666,0.9961354851779148,0,47,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,437,0.1162400419998448,0.1168832079856656,0.00673658400774,2.6989658750244416,
fcgnn,41,S3_strong_campaign,10,1.0,3,0,0,0,0.9538950715421304,1.0,0.9764035801464606,1.0,0.0,0.947492816091954,0.9972183208925272,0,32,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,359,0.1197142499731853,0.1358172499749343,0.0069232499809004,2.7712880420149304,
fcgnn,53,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8917916666666668,0.95317938360953,0,187,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,6,1,0,130,0.0908235420065466,0.0935772499942686,0.0052223750099074,1.492339334014105,
local_ids,11,S3_strong_campaign,5,1.0,2,1,0,0,0.5454545454545454,1.0,0.7058823529411765,1.0,0.0,0.9446944444444444,0.9573122474936316,0,176,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.6204921250173356,0.0
local_ids,11,S3_strong_campaign,10,1.0,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9761155913978496,0.9986875025531742,0,44,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.5874522920057643,0.0
standard_gnn,11,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,6,1,0,113,0.0885738329961896,0.0716025419824291,0.0047301670128945,1.4510852079838514,
standard_gnn,53,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7817083333333332,0.7706781466964057,0,172,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,6,1,0,74,0.0560322919918689,0.0586319580033887,0.0059254160150885,0.7292569589917548,
standard_gnn,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,6,1,0,115,0.1163697919982951,0.1104682500008493,0.0069810420100111,2.803189458005363,
standard_gnn,71,S3_strong_campaign,10,1.0,3,0,0,0,0.946372239747634,1.0,0.9724473257698542,1.0,0.0,0.95515931372549,0.997267607935126,0,41,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,536,0.1160622080205939,0.1160364579991437,0.0076410000037867,2.721330916014267,
descriptor_clustering,53,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8917916666666668,0.95317938360953,0,187,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,367,0.0855507499945815,,0.0036642499908339,1.398066292022122,
descriptor_clustering,67,S3_strong_campaign,10,0.75,3,0,0,0,0.9584664536741214,1.0,0.9787928221859706,1.0,0.0,0.962227564102564,0.9982306652765454,0,29,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,16,0.1112293750047683,,0.0067286250123288,2.6008130419941153,
standard_gnn,53,S3_strong_campaign,10,1.0,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.9624178403755868,0.9976379384274864,0,40,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,421,0.1160948750039096,0.1186220000090543,0.0074854160193353,2.7125928750028834,
local_ids,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9444027777777776,0.9394668658466336,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5638181669928599,0.0
local_ids,67,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9429930555555556,0.940034269612237,0,177,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5547833750024438,0.0
standard_gnn,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,6,1,0,115,0.1307304160145577,0.1189536669990047,0.0075202499865554,3.026432709011715,
local_ids,97,S3_strong_campaign,10,1.0,3,0,0,0,0.9486166007905138,1.0,0.973630831643002,1.0,0.0,0.9752948717948716,0.9985805748633606,0,45,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.454560791986296,0.0
local_ids,71,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9414930555555556,0.9356526122992848,0,193,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5558666250144597,0.0
standard_gnn,41,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7864861111111113,0.7806971617113507,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,6,1,0,84,0.055502333008917,0.0583633340138476,0.0050464579835534,0.7321174159878865,
standard_gnn,53,S3_strong_campaign,10,0.75,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.9624178403755868,0.9976379384274864,0,40,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,117,0.1118304579867981,0.095121124992147,0.0062267920002341,2.6857958339969628,
descriptor_clustering,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,192,0.1192784589948132,,0.0056078750058077,2.8100267499976326,
local_ids,71,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9386666666666666,0.9694792336931204,0,166,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.284927708999021,0.0
descriptor_clustering,71,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7715902777777778,0.7595810342902711,0,193,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0551572499971371,,0.0028382499876897,0.6709355420025531,
standard_gnn,11,S3_strong_campaign,10,1.0,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,516,0.1243820840027183,0.129196875001071,0.0076684160158038,2.8460164169955533,
fcgnn,101,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8869166666666667,0.948721753166402,0,180,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,224,0.0840946249954868,0.0835732079867739,0.0049901250167749,1.4803088750049938,
local_ids,67,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9429930555555556,0.940034269612237,0,177,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.55656033300329,0.0
local_ids,37,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9524722222222224,0.9773751388173088,0,170,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.219540624995716,0.0
standard_gnn,11,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,88,0.0993581670045387,0.1039825410116463,0.0056797500001266,1.6372164170024917,
standard_gnn,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,27,0.0561659579980187,0.073206790984841,0.0046569579862989,0.7184893749945331,
fcgnn,23,S3_strong_campaign,10,1.0,3,0,0,0,0.9375,1.0,0.967741935483871,1.0,0.0,0.9479166666666666,0.9961354851779148,0,47,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,359,0.1168324580066837,0.1255320829804986,0.0066299170139245,2.762919208005769,
local_ids,11,S3_strong_campaign,10,0.75,2,1,0,0,0.7058823529411765,1.0,0.8275862068965517,1.0,0.0,0.9629699074074074,0.9849115399606538,0,180,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.190838041016832,0.0
standard_gnn,101,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8869166666666667,0.948721753166402,0,180,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,41,0.0897593749978113,0.0810278749850113,0.0044061250227969,1.4163169170205947,
standard_gnn,97,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7767430555555556,0.7687796751108529,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,3,1,0,36,0.0559507079888135,0.0572580409934744,0.003449832991464,0.7243558340123855,
fcgnn,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,11,1,0,363,0.137006625009235,0.1506144169834442,0.0091020000108983,3.278845791006461,
local_ids,101,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9436805555555556,0.9413853377115414,0,175,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5553294999990612,0.0
local_ids,83,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9623138888888888,0.981720354545891,0,183,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2113134170067497,0.0
fcgnn,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0523947080073412,0.0717363750154618,0.0041418329929001,0.7097385830129497,
descriptor_clustering,41,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7864861111111113,0.7806971617113507,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,33,0.0536904580076225,,0.0026025830011349,0.6368925830174703,
descriptor_clustering,101,S3_strong_campaign,10,0.75,3,0,0,0,0.947119179163378,1.0,0.9728415079043372,1.0,0.0,0.9588930348258706,0.997487404736333,0,39,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,8,1,0,391,0.1088400000007823,,0.0054834590118844,2.8367967090161983,
standard_gnn,23,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7754305555555556,0.7510556067716118,0,174,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,6,1,0,65,0.0557160829775966,0.0581924589932896,0.0041435419989284,0.7305992909823544,
descriptor_clustering,37,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8937833333333333,0.9537919513908824,0,170,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,362,0.0847372090211138,,0.0036686249950435,1.3889939169748686,
descriptor_clustering,23,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8862861111111111,0.949255460640153,0,166,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,257,0.0817601669987198,,0.003661958995508,1.3822952919872478,
standard_gnn,11,S3_strong_campaign,2,1.0,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.5089722222222222,0.3678490008808908,0,161,0.3333333333333333,1.0,0.5,1,2,1.0,1.0,1.0,1.0,1.0,1,1,0,27,0.0429018329887185,0.0462542499881237,0.0031387080089189,0.3631942080100998,
local_ids,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9761155913978496,0.9986875025531742,0,44,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.4506402499973774,0.0
descriptor_clustering,83,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7886944444444445,0.7720315783965097,0,186,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0565500410157255,,0.0025954589946195,0.6424191670084838,
descriptor_clustering,83,S3_strong_campaign,10,1.0,3,0,0,0,0.9478672985781992,1.0,0.97323600973236,1.0,0.0,0.9625757575757576,0.9977910227501862,0,40,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1225133339758031,,0.0072207080083899,2.6718110000074375,
local_ids,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9761155913978496,0.9986875025531742,0,44,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.4959202499885578,0.0
descriptor_clustering,23,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8862861111111111,0.949255460640153,0,166,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,348,0.0847987500019371,,0.0040948330133687,1.3831716249987949,
local_ids,37,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9524722222222224,0.9773751388173088,0,170,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2617657499795314,0.0
descriptor_clustering,71,S3_strong_campaign,10,0.75,3,0,0,0,0.946372239747634,1.0,0.9724473257698542,1.0,0.0,0.95515931372549,0.997267607935126,0,41,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,6,1,0,274,0.1119419999886304,,0.0052129590185359,2.5850909580185544,
fcgnn,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0527173750160727,0.0669290829973761,0.0042412499897181,0.7014077909989282,
descriptor_clustering,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0553560839907731,,0.0027491250075399,0.6569791249930859,
fcgnn,97,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7767430555555556,0.7687796751108529,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,4,1,0,69,0.0514258750190492,0.0602035829797387,0.0041997499938588,0.7681090830010362,
descriptor_clustering,11,S3_strong_campaign,10,1.0,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,1061,0.1253394579980522,,0.0077539579942822,2.8481571660086047,
local_ids,11,S3_strong_campaign,10,1.0,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9761155913978496,0.9986875025531742,0,44,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.5064681669755373,0.0
local_ids,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9444027777777776,0.9394668658466336,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5813184159924276,0.0
standard_gnn,53,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7817083333333332,0.7706781466964057,0,172,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,67,0.0524623749952297,0.0567519579781219,0.0045029579778201,0.7478505830222275,
local_ids,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9444027777777776,0.9394668658466336,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5768969579949044,0.0
fcgnn,83,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8946305555555556,0.954415623077292,0,183,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,196,0.0832823330129031,0.0826901250111404,0.0050206659943796,1.473426875018049,
fcgnn,53,S3_strong_campaign,10,1.0,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.9624178403755868,0.9976379384274864,0,40,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,395,0.1157467500015627,0.1260140000085812,0.0062594589835498,2.7739877089916263,
fcgnn,11,S3_strong_campaign,2,0.75,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.5089722222222222,0.3678490008808908,0,161,0.3333333333333333,1.0,0.5,1,2,1.0,1.0,1.0,1.0,1.0,1,1,0,15,0.0448614170018117,0.0356034579745028,0.0026623750163707,0.3665182080003433,
descriptor_clustering,71,S3_strong_campaign,10,1.0,3,0,0,0,0.946372239747634,1.0,0.9724473257698542,1.0,0.0,0.95515931372549,0.997267607935126,0,41,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1166617079870775,,0.006817667017458,2.661301625019405,
fcgnn,97,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8878777777777779,0.9505608622042628,0,184,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,229,0.0925458749989047,0.0990603750105947,0.0051847909926436,1.4811090840084944,
descriptor_clustering,11,S3_strong_campaign,5,1.0,2,1,0,0,0.5454545454545454,1.0,0.7058823529411765,1.0,0.0,0.668574074074074,0.7096990036117488,0,176,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,121,0.0645847919804509,,0.0032522910041734,0.7666665829892736,
local_ids,71,S3_strong_campaign,10,0.75,3,0,0,0,0.946372239747634,1.0,0.9724473257698542,1.0,0.0,0.9623774509803922,0.9977389808262308,0,41,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.4077292919973843,0.0
descriptor_clustering,37,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8937833333333333,0.9537919513908824,0,170,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,268,0.0896316250145901,,0.0038157080125529,1.3747501670150086,
standard_gnn,23,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8862861111111111,0.949255460640153,0,166,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,17,0.09002012500423,0.0996099170006346,0.0053180410177446,1.4794046659953892,
standard_gnn,101,S3_strong_campaign,10,0.75,3,0,0,0,0.947119179163378,1.0,0.9728415079043372,1.0,0.0,0.9588930348258706,0.997487404736333,0,39,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,75,0.1147244579915423,0.0998186250217258,0.0060317919997032,2.7419254169799387,
descriptor_clustering,11,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,365,0.0862325000052806,,0.0039179170271381,1.3685695409949403,
local_ids,53,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9625694444444446,0.9820030638917372,0,187,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2920167919946834,0.0
descriptor_clustering,53,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7817083333333332,0.7706781466964057,0,172,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,54,0.0532047500018961,,0.0027334580081515,0.6490140410023741,
local_ids,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9444027777777776,0.9394668658466336,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.58779383302317,0.0
descriptor_clustering,41,S3_strong_campaign,10,1.0,3,0,0,0,0.9538950715421304,1.0,0.9764035801464606,1.0,0.0,0.947492816091954,0.9972183208925272,0,32,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1151790829899255,,0.0081734590057749,2.629281416011509,
fcgnn,101,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8869166666666667,0.948721753166402,0,180,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,7,1,0,206,0.0832909170130733,0.0761858749901875,0.0054588339990004,1.5092847500054631,
standard_gnn,101,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7817500000000001,0.774935130344403,0,175,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,44,0.0570104579965118,0.0643911660008598,0.0044108339934609,0.7392176669964101,
local_ids,53,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9625694444444446,0.9820030638917372,0,187,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2430285000009462,0.0
local_ids,11,S3_strong_campaign,2,1.0,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.9035,0.8320112820157075,0,161,0.3333333333333333,1.0,0.5,1,2,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.269860708998749,0.0
local_ids,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9444027777777776,0.9394668658466336,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5539337499940302,0.0
local_ids,23,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.953375,0.9775904211732256,0,166,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2230014999804553,0.0
descriptor_clustering,37,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7781736111111112,0.7650360762556104,0,178,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0550781249767169,,0.0024589999811723,0.6756877079897095,
fcgnn,11,S3_strong_campaign,2,1.0,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.5089722222222222,0.3678490008808908,0,161,0.3333333333333333,1.0,0.5,1,2,1.0,0.0,1.0,0.0,1.0,2,1,0,50,0.0467978750239126,0.0607895830180496,0.003167916991515,0.3977117920003366,
fcgnn,53,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8917916666666668,0.95317938360953,0,187,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,253,0.0836407919996418,0.0851616669970098,0.0046472499961964,1.42767962499056,
fcgnn,101,S3_strong_campaign,10,0.75,3,0,0,0,0.947119179163378,1.0,0.9728415079043372,1.0,0.0,0.9588930348258706,0.997487404736333,0,39,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,7,1,0,191,0.1128383339964784,0.1076300420099869,0.0082260410126764,2.719458375009708,
local_ids,11,S3_strong_campaign,10,1.0,2,1,0,0,0.7058823529411765,1.0,0.8275862068965517,1.0,0.0,0.9629699074074074,0.9849115399606538,0,180,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2094663750031032,0.0
standard_gnn,37,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8937833333333333,0.9537919513908824,0,170,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,15,0.0919805830053519,0.0903741660004016,0.0049931250105146,1.4607794580224436,
standard_gnn,83,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7886944444444445,0.7720315783965097,0,186,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,5,1,0,54,0.0555130839929915,0.0573956250154878,0.0043172920122742,0.7294040419801604,
descriptor_clustering,71,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8796416666666668,0.9466659755934178,0,166,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,413,0.0910437080019619,,0.0040022920002229,1.3624387909949291,
local_ids,53,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9563055555555556,0.9539449887069368,0,172,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5696349579957314,0.0
