method,seed,scenario_key,campaign_size,coordination_strength,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,weak_malicious_recovered,weak_benign_promoted,vehicle_precision,vehicle_recall,vehicle_f1,attacked_vehicles_recovered,benign_vehicles_incorrectly_included,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_alert_rate,n_detected_campaign_clusters,n_ground_truth_campaigns,incorrect_campaign_merging,coordinated_events,runtime_graph_construction_sec,runtime_gnn_inference_sec,runtime_clustering_sec,runtime_total_sec,runtime_local_ids_sec
fcgnn,71,S3_strong_campaign,10,1.0,3,0,0,0,0.946372239747634,1.0,0.9724473257698542,1.0,0.0,0.95515931372549,0.997267607935126,0,41,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,135,0.1184984999999869,0.1290177089977078,0.007239375001518,2.7806957909779157,
local_ids,37,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9515,0.9449114032505184,0,178,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5782217920059338,0.0
fcgnn,11,S3_strong_campaign,5,0.75,2,1,0,0,0.5454545454545454,1.0,0.7058823529411765,1.0,0.0,0.668574074074074,0.7096990036117488,0,176,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,4,1,0,107,0.0597325830021873,0.0658120420121122,0.0037454580015037,0.7809485420002602,
descriptor_clustering,83,S3_strong_campaign,10,0.75,3,0,0,0,0.9478672985781992,1.0,0.97323600973236,1.0,0.0,0.9625757575757576,0.9977910227501862,0,40,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,10,0.1126266669889446,,0.0051913750066887,2.6314905420003925,
local_ids,23,S3_strong_campaign,10,0.75,3,0,0,0,0.9375,1.0,0.967741935483871,1.0,0.0,0.9608541666666668,0.9972495706539314,0,47,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.4755758750252426,0.0
standard_gnn,37,S3_strong_campaign,10,1.0,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.952699530516432,0.9968627692751572,0,51,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,229,0.1143459579907357,0.1198607079859357,0.006780499999877,2.7274887500097975,
descriptor_clustering,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,56,0.0524054169945884,,0.0025957500038202,0.6504321249958593,
local_ids,97,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9389722222222224,0.9311981924314374,0,177,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5529722500068601,0.0
standard_gnn,41,S3_strong_campaign,10,0.75,3,0,0,0,0.9538950715421304,1.0,0.9764035801464606,1.0,0.0,0.947492816091954,0.9972183208925272,0,32,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,7,1,0,161,0.1101167910092044,0.096151917008683,0.0064734170155134,2.6693662499892525,
local_ids,41,S3_strong_campaign,10,1.0,3,0,0,0,0.9538950715421304,1.0,0.9764035801464606,1.0,0.0,0.9550933908045977,0.9976912746058796,0,32,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.429974166007014,0.0
standard_gnn,67,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7765902777777778,0.764068914757473,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,31,0.0558924580109305,0.0576599999913014,0.0037099589826539,0.7292051250115037,
descriptor_clustering,67,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7765902777777778,0.764068914757473,0,177,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0545303749968297,,0.0025458330055698,0.6425312499923166,
descriptor_clustering,11,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,400,0.1203631660027895,,0.0049544159846846,1.6034570419869851,
local_ids,41,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9386666666666664,0.9362895276540932,0,178,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5496207500109449,0.0
fcgnn,11,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,128,0.1029289169819094,0.1066199999768287,0.0051957500108983,1.7299285839835647,
standard_gnn,11,S3_strong_campaign,5,1.0,2,1,0,0,0.5454545454545454,1.0,0.7058823529411765,1.0,0.0,0.668574074074074,0.7096990036117488,0,176,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0643229169945698,0.0690455420117359,0.0038997909869067,0.7814063749974594,
standard_gnn,83,S3_strong_campaign,10,1.0,3,0,0,0,0.9478672985781992,1.0,0.97323600973236,1.0,0.0,0.9625757575757576,0.9977910227501862,0,40,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,346,0.1189412499952595,0.1192144169763196,0.0067698750062845,2.728096666978672,
fcgnn,67,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8926861111111111,0.9535175970602048,0,188,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,7,1,0,182,0.0888897500117309,0.0903840000100899,0.0056723750021774,1.450735167018138,
fcgnn,83,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7886944444444445,0.7720315783965097,0,186,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,45,0.0527127080131322,0.0620780829922296,0.0040230000158771,0.7213540409866255,
standard_gnn,23,S3_strong_campaign,10,0.75,3,0,0,0,0.9375,1.0,0.967741935483871,1.0,0.0,0.9479166666666666,0.9961354851779148,0,47,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,10,1,0,221,0.1116355830163229,0.0968759169918485,0.0067463339946698,2.71152929199161,
local_ids,71,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9414930555555556,0.9356526122992848,0,193,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5729198329790961,0.0
fcgnn,97,S3_strong_campaign,10,0.75,3,0,0,0,0.9486166007905138,1.0,0.973630831643002,1.0,0.0,0.9615897435897436,0.9977003086254695,0,45,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,8,1,0,372,0.119851916009793,0.1082006659999024,0.0071496249875053,2.771265375020448,
standard_gnn,53,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8917916666666668,0.95317938360953,0,187,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,39,0.0831924579979386,0.069178167002974,0.0045823749969713,1.4133863750030289,
standard_gnn,11,S3_strong_campaign,2,0.75,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.5089722222222222,0.3678490008808908,0,161,0.3333333333333333,1.0,0.5,1,2,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0418423329829238,0.0332162499835249,0.0016882500203792,0.3521925419918261,
local_ids,101,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9436805555555556,0.9413853377115414,0,175,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5575610419909935,0.0
fcgnn,67,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7765902777777778,0.764068914757473,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,37,0.0526991669903509,0.0636434159823693,0.0045785840193275,0.7588628749945201,
standard_gnn,41,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8898472222222222,0.9512033050460976,0,188,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,12,0.0841345000080764,0.0788574999896809,0.0049017500132322,1.450246958003845,
standard_gnn,67,S3_strong_campaign,10,0.75,3,0,0,0,0.9584664536741214,1.0,0.9787928221859706,1.0,0.0,0.962227564102564,0.9982306652765454,0,29,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,65,0.1126637920096982,0.0933939170208759,0.0057677500008139,2.7219359999871813,
local_ids,101,S3_strong_campaign,10,0.75,3,0,0,0,0.947119179163378,1.0,0.9728415079043372,1.0,0.0,0.9645149253731344,0.9979149859873744,0,39,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.4606539999949746,0.0
standard_gnn,101,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8869166666666667,0.948721753166402,0,180,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,101,0.0911479170026723,0.0879552919941488,0.0055943340121302,1.4246875419921707,
local_ids,83,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9623138888888888,0.981720354545891,0,183,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2695933750073891,0.0
fcgnn,53,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7817083333333332,0.7706781466964057,0,172,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,26,0.0510080420062877,0.0584611670055892,0.0041782089974731,0.7411792500060983,
standard_gnn,67,S3_strong_campaign,10,1.0,3,0,0,0,0.9584664536741214,1.0,0.9787928221859706,1.0,0.0,0.962227564102564,0.9982306652765454,0,29,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,445,0.1177737079851795,0.1200471250049304,0.0073342919931747,2.764962958986871,
standard_gnn,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,27,0.0560084999888204,0.0721562090038787,0.0041609590116422,0.7795541660161689,
local_ids,71,S3_strong_campaign,10,1.0,3,0,0,0,0.946372239747634,1.0,0.9724473257698542,1.0,0.0,0.9623774509803922,0.9977389808262308,0,41,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.453349417017307,0.0
local_ids,23,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9457916666666666,0.9419859717911384,0,174,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5991632500081323,0.0
standard_gnn,37,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7781736111111112,0.7650360762556104,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,27,0.0530033329850994,0.0578047080198302,0.0041200419946108,0.6832588750112336,
descriptor_clustering,53,S3_strong_campaign,10,1.0,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.9624178403755868,0.9976379384274864,0,40,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1150472089939285,,0.0074098749901168,2.6411884999834,
local_ids,11,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9625805555555556,0.9821372821780368,0,176,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.450883041979978,0.0
local_ids,67,S3_strong_campaign,10,0.75,3,0,0,0,0.9584664536741214,1.0,0.9787928221859706,1.0,0.0,0.9645833333333332,0.9983888213402003,0,29,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.5148465420061257,0.0
descriptor_clustering,11,S3_strong_campaign,10,1.0,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,1061,0.1242488749849144,,0.007585083018057,2.9390232079895213,
fcgnn,71,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8796416666666668,0.9466659755934178,0,166,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,172,0.0874281669966876,0.0934849169861991,0.0049885000044014,1.4323225829866717,
local_ids,67,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9572416666666668,0.9791286177635508,0,188,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2536487089819277,0.0
descriptor_clustering,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0542356249934528,,0.0028598330100066,0.6613132089842111,
descriptor_clustering,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,192,0.1152032919926568,,0.005509125010576,2.5676696250156965,
standard_gnn,41,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8898472222222222,0.9512033050460976,0,188,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,19,0.0859089579898864,0.0727802920155227,0.0037913749983999,1.486280875018565,
local_ids,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9444027777777776,0.9394668658466336,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.563615209015552,0.0
fcgnn,23,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7754305555555556,0.7510556067716118,0,174,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,34,0.0504232920065987,0.0586213750066235,0.0040763750148471,0.6810208749957383,
descriptor_clustering,11,S3_strong_campaign,10,1.0,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,1061,0.1213055830157827,,0.0074834160041064,2.615268791996641,
local_ids,23,S3_strong_campaign,10,1.0,3,0,0,0,0.9375,1.0,0.967741935483871,1.0,0.0,0.9608541666666668,0.9972495706539314,0,47,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.465120291977655,0.0
standard_gnn,67,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8926861111111111,0.9535175970602048,0,188,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,16,0.0852314159856177,0.0765308339905459,0.004470209009014,1.4573760000057518,
fcgnn,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,11,1,0,363,0.1344799170037731,0.1444952080200892,0.008604375005234,3.10424666601466,
local_ids,97,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9526333333333332,0.9766129312894536,0,184,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.3022113750048447,0.0
descriptor_clustering,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,192,0.1139518750132992,,0.0055109590175561,2.5719125000177883,
local_ids,41,S3_strong_campaign,10,0.75,3,0,0,0,0.9538950715421304,1.0,0.9764035801464606,1.0,0.0,0.9550933908045977,0.9976912746058796,0,32,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.509921499993652,0.0
local_ids,11,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9625805555555556,0.9821372821780368,0,176,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2228920409979764,0.0
descriptor_clustering,97,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7767430555555556,0.7687796751108529,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,62,0.0536372500064317,,0.0025349580100737,0.6346113750187214,
local_ids,23,S3_strong_campaign,2,1.0,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.92025,0.8518852938421985,0,176,0.3333333333333333,1.0,0.5,1,2,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.273994582996238,0.0
fcgnn,23,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8862861111111111,0.949255460640153,0,166,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,6,1,0,274,0.0849911250115837,0.0836124999914318,0.005311332992278,1.446158334001666,
fcgnn,23,S3_strong_campaign,2,1.0,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.5134444444444444,0.3739519415392758,0,176,0.3333333333333333,1.0,0.5,1,2,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0424957079812884,0.0105476670141797,0.0027721670048777,0.3250117500138003,
fcgnn,11,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,142,0.0881444579863455,0.0962697079812642,0.0052043750183656,1.545935083006043,
standard_gnn,53,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8917916666666668,0.95317938360953,0,187,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,84,0.0925641250214539,0.0889760839927475,0.0051263750065118,1.458740707981633,
descriptor_clustering,83,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8946305555555556,0.954415623077292,0,183,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,456,0.0837102499790489,,0.0035287500068079,1.415200666000601,
fcgnn,37,S3_strong_campaign,10,0.75,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.952699530516432,0.9968627692751572,0,51,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,10,1,0,345,0.1111377499764785,0.1090264999947976,0.0069945839932188,2.717669790989021,
fcgnn,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,56,0.0526237080048304,0.0707529170031193,0.0046408330090343,0.7225395840068813,
local_ids,97,S3_strong_campaign,10,0.75,3,0,0,0,0.9486166007905138,1.0,0.973630831643002,1.0,0.0,0.9752948717948716,0.9985805748633606,0,45,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.4482816660020035,0.0
descriptor_clustering,37,S3_strong_campaign,10,0.75,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.952699530516432,0.9968627692751572,0,51,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,321,0.1100528750102967,,0.0052166250243317,2.578365624998696,
fcgnn,23,S3_strong_campaign,10,0.75,3,0,0,0,0.9375,1.0,0.967741935483871,1.0,0.0,0.9479166666666666,0.9961354851779148,0,47,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,9,1,0,387,0.1120389999996405,0.1043312090041581,0.0075440000218804,2.679788915993413,
descriptor_clustering,67,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8926861111111111,0.9535175970602048,0,188,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,365,0.0900290420104283,,0.0037406669871415,1.4123991669912357,
local_ids,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9444027777777776,0.9394668658466336,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5473542080144398,0.0
fcgnn,11,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,128,0.0857257080206181,0.1059075829980429,0.0051638330041896,1.4736589579842985,
descriptor_clustering,37,S3_strong_campaign,10,1.0,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.952699530516432,0.9968627692751572,0,51,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1152975000150036,,0.0078963749983813,2.579826958011836,
fcgnn,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,11,1,0,363,0.1169343749934341,0.1200249590037856,0.0077957919856999,2.7120318750094157,
fcgnn,11,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,142,0.0868143749830778,0.0978637499792967,0.0049997500027529,1.4883479160198476,
descriptor_clustering,41,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8898472222222222,0.9512033050460976,0,188,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,28,0.0925787090091034,,0.0041455420141573,1.3323545000166632,
standard_gnn,11,S3_strong_campaign,10,1.0,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,516,0.1376479169994127,0.1617315839976072,0.0084983750130049,2.8858748330094386,
descriptor_clustering,41,S3_strong_campaign,10,0.75,3,0,0,0,0.9538950715421304,1.0,0.9764035801464606,1.0,0.0,0.947492816091954,0.9972183208925272,0,32,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,164,0.10990620899247,,0.0057717080053407,2.572260874992935,
local_ids,23,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9457916666666666,0.9419859717911384,0,174,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5464791250124108,0.0
standard_gnn,11,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,88,0.0881939590035472,0.0980567920196335,0.0048906250158324,1.447944000014104,
descriptor_clustering,97,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8878777777777779,0.9505608622042628,0,184,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,375,0.0825877499883063,,0.0035719169827643,1.409904792002635,
standard_gnn,37,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8937833333333333,0.9537919513908824,0,170,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,54,0.0899021659861318,0.0825037499889731,0.0044951669988222,1.4558061250136234,
fcgnn,67,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8926861111111111,0.9535175970602048,0,188,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,201,0.0922670419968199,0.097808749997057,0.0052866670012008,1.482353542000055,
local_ids,41,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.955102777777778,0.9770249409371276,0,188,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.256300959008513,0.0
local_ids,53,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9563055555555556,0.9539449887069368,0,172,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5659575419849716,0.0
local_ids,37,S3_strong_campaign,10,1.0,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.969800469483568,0.9980967494405444,0,51,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.4350623749778606,0.0
fcgnn,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,56,0.0548012500221375,0.0662053750129416,0.0044279159919824,0.7092948339995928,
local_ids,83,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9538333333333332,0.9510564750740436,0,186,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5550503749982454,0.0
