run_id,seed,campaign_size,fleet_size,total_nodes,experiment_group,method,framework_config,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,n_true_campaign_clusters,n_predicted_campaign_clusters,false_campaign_cluster_count,missed_campaign_count,membership_precision,membership_recall,membership_f1,membership_purity,completeness,attacked_vehicles_correctly_included,attacked_vehicles_missed,benign_vehicles_included,predicted_campaign_size,true_campaign_size,fragmentation_rate,fragments_per_true_campaign,incorrect_merging_rate,unrelated_clusters_merged,dbscan_noise_percentage,largest_cluster_size,connected_component_count,unique_edges,pyg_stored_edges,average_degree,median_degree,graph_density,isolated_node_percentage,cross_vehicle_edges,cross_vehicle_edge_percentage,largest_connected_component,graph_build_time,gnn_inference_time,clustering_time,end_to_end_latency,peak_memory,total_descriptors,candidate_nodes,malicious_candidates,benign_candidates,weak_malicious_candidates,strong_malicious_candidates,benign_below_threshold,candidate_precision,candidate_recall,correctly_filtered_benign,benign_incorrectly_promoted,source_windows,malicious_source_windows,benign_source_windows,clearly_benign_filtered,scenario_id,attack_strength,expect_campaign,graph_nodes,candidate_transmission_rate,transmission_percentage,strong_candidates,weak_candidates,same_vehicle_edges,incorrect_merging,false_campaign_rate,local_detection_rate,malicious_cross_vehicle_edge_purity,test_condition,scenario_key
strong_campaign_cs2_seed11_20260614T201950,11,2,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,0.0,1.0,0.0,0,57.99999999999999,17,72,314.0,,3.14,,0.015778894472361808,26.5,82.0,26.11464968152866,39,0.11691374995280057,0.07243920804467052,0.03523333300836384,0.26071262499317527,1.2093133926391602,200,200,10,190,0,20,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,20,0,232.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed11_20260614T201952,11,5,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,0.0,1.0,0.0,0,45.0,42,73,422.0,,4.22,,0.021206030150753768,24.0,145.0,34.360189573459714,50,0.1133938750717789,0.07372320909053087,0.03644012496806681,0.25885912496596575,1.238905906677246,200,200,25,175,0,50,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,50,0,277.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed11_20260614T201954,11,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.9,0.9473684210526316,1.0,1.0,9,1,0,9,10,0.0,1.0,0.0,0,61.5,45,65,696.0,,6.96,,0.034974874371859296,25.0,365.0,52.44252873563219,100,0.20875945792067796,0.07907474995590746,0.0391408329596743,0.3613897920586169,1.310567855834961,200,200,50,150,5,95,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,95,5,331.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs2_seed23_20260614T201955,23,2,20,200,Strong Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,53.5,9,89,235.0,,2.35,,0.011809045226130653,30.5,24.0,10.212765957446809,20,0.11605241696815938,0.072571084019728,0.03552254196256399,0.2589869999792427,1.1924562454223633,200,200,10,190,5,15,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,15,5,211.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed23_20260614T201957,23,5,20,200,Strong Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,5,0,0,5,0.0,0.0,0.0,0,73.5,6,81,330.0,,3.3,,0.016582914572864323,28.5,116.0,35.15151515151515,50,0.12756895902566612,0.09164562495425344,0.03356604208238423,0.28944033302832395,1.216339111328125,200,200,25,175,9,41,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,41,9,214.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed23_20260614T201959,23,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.5,0.6666666666666666,1.0,1.0,5,5,0,5,10,0.0,1.0,0.0,0,70.5,15,64,562.0,,5.62,,0.028241206030150755,24.0,203.0,36.120996441281136,100,0.11330062500201166,0.08163520903326571,0.034654208924621344,0.26472224993631244,1.2726678848266602,200,200,50,150,12,88,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,88,12,359.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs2_seed37_20260614T202001,37,2,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,0.0,1.0,0.0,0,44.0,18,60,369.0,,3.69,,0.018542713567839195,20.5,75.0,20.32520325203252,59,0.11045979103073478,0.0732334170024842,0.04203762498218566,0.2620531660504639,1.2250862121582031,200,200,10,190,0,20,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,20,0,294.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed37_20260614T202002,37,5,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,0.0,1.0,0.0,0,49.0,33,57,501.0,,5.01,,0.025175879396984926,18.0,184.0,36.72654690618762,50,0.11037733301054686,0.07524391706101596,0.04000779101625085,0.2607466250192374,1.2585334777832031,200,200,25,175,5,45,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,45,5,317.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed37_20260614T202004,37,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.9,0.9473684210526316,1.0,1.0,9,1,0,9,10,0.0,1.0,0.0,0,45.0,71,47,684.0,,6.84,,0.03437185929648241,14.5,342.0,50.0,100,0.1140189579455182,0.08059033297467977,0.042989499983377755,0.27713616692926735,1.306936264038086,200,200,50,150,6,94,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,94,6,342.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs2_seed41_20260614T202006,41,2,20,200,Strong Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,65.5,10,72,260.0,,2.6,,0.01306532663316583,24.5,69.0,26.53846153846154,40,0.21808495791628957,0.0718775000423193,0.030414790962822735,0.35423491697292775,1.196333885192871,200,200,10,190,2,18,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,18,2,191.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed41_20260614T202008,41,5,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,1.0,5,0,1,6,5,0.0,1.0,0.0,0,56.49999999999999,34,83,402.0,,4.02,,0.02020100502512563,31.5,86.0,21.393034825870647,50,0.11262279201764613,0.07371416699606925,0.03278725000564009,0.25353279197588563,1.2325468063354492,200,200,25,175,3,47,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,47,3,316.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed41_20260614T202009,41,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,0.0,1.0,0.0,0,36.5,83,62,695.0,,6.95,,0.03492462311557789,23.5,400.0,57.55395683453237,100,0.11345824995078146,0.07967899995855987,0.040234999964013696,0.27051333303097636,1.3097562789916992,200,200,50,150,3,97,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,97,3,295.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs2_seed53_20260614T202011,53,2,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,0.0,1.0,0.0,0,45.5,15,88,273.0,,2.73,,0.01371859296482412,30.0,77.0,28.205128205128204,20,0.10867095901630819,0.07092870806809515,0.03350437502376735,0.2505796250188723,1.1997365951538086,200,200,10,190,4,16,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,16,4,196.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed53_20260614T202013,53,5,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,0.4166666666666667,1.0,0.5882352941176471,0.4166666666666667,1.0,5,0,7,12,5,1.0,2.0,0.0,0,43.0,27,75,434.0,,4.34,,0.021809045226130655,27.5,155.0,35.714285714285715,50,0.2322378340177238,0.07410912506747991,0.03822833299636841,0.380457291030325,1.239492416381836,200,200,25,175,8,42,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,42,8,279.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed53_20260614T202015,53,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,0.0,1.0,0.0,0,37.5,63,59,665.0,,6.65,,0.03341708542713568,24.0,291.0,43.7593984962406,100,0.11037604103330523,0.07924783311318606,0.043700459063984454,0.2701925419969484,1.300002098083496,200,200,50,150,13,87,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,87,13,374.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs2_seed67_20260614T202016,67,2,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,0.4,1.0,0.5714285714285715,0.4,1.0,2,0,3,5,2,1.0,2.0,0.0,0,53.0,18,74,393.0,,3.93,,0.019748743718592966,25.5,76.0,19.338422391857506,46,0.11145004199352115,0.0753989580553025,0.03217287501320243,0.25458895810879767,1.2326412200927734,200,200,10,190,0,20,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,20,0,317.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed67_20260614T202018,67,5,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.6,0.7499999999999999,1.0,1.0,3,2,0,3,5,0.0,1.0,0.0,0,71.0,12,79,338.0,,3.38,,0.01698492462311558,29.0,128.0,37.8698224852071,50,0.1072754580527544,0.07119870802853256,0.029713790980167687,0.24123087502084672,1.214705467224121,200,200,25,175,9,41,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,41,9,210.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed67_20260614T202020,67,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.7,0.8235294117647058,1.0,1.0,7,3,0,7,10,0.0,1.0,0.0,0,69.5,17,70,558.0,,5.58,,0.028040201005025127,27.5,183.0,32.795698924731184,100,0.11263679107651114,0.08077762497123331,0.03351429104804993,0.2592000829754397,1.271845817565918,200,200,50,150,16,84,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,84,16,375.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs2_seed71_20260614T202022,71,2,20,200,Strong Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,63.0,10,76,256.0,,2.56,,0.012864321608040201,25.5,51.0,19.921875,20,0.11366695899050683,0.07375479198526591,0.0276199170621112,0.2499041249975562,1.1948442459106445,200,200,10,190,2,18,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,18,2,205.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed71_20260614T202023,71,5,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,0.0,1.0,0.0,0,51.5,30,71,412.0,,4.12,,0.020703517587939698,24.0,92.0,22.33009708737864,50,0.11184241599403322,0.07549166597891599,0.0367274999152869,0.2588771249866113,1.2362089157104492,200,200,25,175,4,46,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,46,4,320.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed71_20260614T202025,71,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,0.0,1.0,0.0,0,42.0,79,59,685.0,,6.85,,0.03442211055276382,22.0,227.0,33.13868613138686,100,0.11335837503429502,0.07874825003091246,0.035693416954018176,0.26384754094760865,1.307718276977539,200,200,50,150,9,91,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,91,9,458.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs2_seed83_20260614T202027,83,2,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,2,0,0,2,2,0.0,1.0,0.0,0,43.5,18,82,375.0,,3.75,,0.018844221105527637,30.5,78.0,20.8,37,0.11615204100962728,0.07294375007040799,0.03768933401443064,0.26473637495655566,1.2289552688598633,200,200,10,190,0,20,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,20,0,297.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed83_20260614T202028,83,5,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,0.0,1.0,0.0,0,49.0,42,59,506.0,,5.06,,0.02542713567839196,20.5,140.0,27.66798418972332,50,0.10724991699680686,0.07173241698183119,0.038664542022161186,0.25282758299726993,1.2612228393554688,200,200,25,175,0,50,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,50,0,366.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed83_20260614T202030,83,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.9,0.9473684210526316,1.0,1.0,9,1,0,9,10,0.0,1.0,0.0,0,39.5,75,44,731.0,,7.31,,0.03673366834170854,16.0,292.0,39.945280437756495,100,0.11637166701257229,0.08200216596014798,0.04717625002376735,0.28427120903506875,1.3253393173217773,200,200,50,150,2,98,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,98,2,439.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs2_seed97_20260614T202032,97,2,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,0.2,1.0,0.33333333333333337,0.2,1.0,2,0,8,10,2,1.0,2.0,0.0,0,51.0,17,93,250.0,,2.5,,0.01256281407035176,30.5,89.0,35.6,20,0.10690979100763798,0.07062491599936038,0.03172320802696049,0.2452580409590155,1.1999168395996094,200,200,10,190,0,20,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,20,0,161.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed97_20260614T202034,97,5,20,200,Strong Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,5,0,0,5,0.0,0.0,0.0,0,44.0,43,60,435.0,,4.35,,0.021859296482412062,19.0,186.0,42.758620689655174,50,0.1387132079107687,0.0743789590196684,0.037779832957312465,0.29682666691951454,1.248295783996582,200,200,25,175,2,48,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,48,2,249.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed97_20260614T202035,97,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,0.0,1.0,0.0,0,30.5,78,47,653.0,,6.53,,0.032814070351758796,14.0,318.0,48.69831546707504,100,0.1143472499679774,0.08669170900247991,0.04560387507081032,0.2851552079664543,1.301630973815918,200,200,50,150,4,96,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,96,4,335.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs2_seed101_20260614T202037,101,2,20,200,Strong Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,64.5,9,76,236.0,,2.36,,0.01185929648241206,25.0,47.0,19.915254237288135,28,0.10848716692999005,0.07046537497080863,0.02939458389300853,0.24112333299126476,1.191431999206543,200,200,10,190,2,18,0,0.05,1.0,0,190,200,10,190,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,18,2,189.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs5_seed101_20260614T202039,101,5,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,1.0,2.0,0.0,0,42.5,27,62,482.0,,4.82,,0.02422110552763819,22.0,119.0,24.688796680497926,50,0.11050237494055182,0.0744587080553174,0.03787837491836399,0.26077341695781797,1.2562551498413086,200,200,25,175,5,45,0,0.125,1.0,0,175,200,25,175,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,45,5,363.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
strong_campaign_cs10_seed101_20260614T202041,101,10,20,200,Strong Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.9,0.9473684210526316,1.0,1.0,9,1,0,9,10,0.0,1.0,0.0,0,54.0,46,53,683.0,,6.83,,0.034321608040201006,18.0,311.0,45.534407027818446,100,0.1215238330187276,0.07787058397661895,0.039216416073031723,0.2733442080207169,1.3084564208984375,200,200,50,150,5,95,0,0.25,1.0,0,150,200,50,150,0,Strong Coordinated Campaign,strong,1,200,1.0,100.0,95,5,372.0,0.0,,1.0,,Strong Coordinated Campaign,strong_campaign
weak_campaign_cs2_seed11_20260614T202042,11,2,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,71.0,5,72,250.0,,2.5,,0.01256281407035176,26.5,44.0,17.6,39,0.1116952080046758,0.0751208330038935,0.03031766600906849,0.25060120795387775,1.196396827697754,200,200,10,190,12,8,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,8,12,206.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed11_20260614T202044,11,5,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,0.0,1.0,0.0,0,70.0,16,71,346.0,,3.46,,0.017386934673366834,27.5,91.0,26.30057803468208,50,0.11468283296562731,0.07385954190976918,0.0311819160124287,0.25434029195457697,1.2162914276123047,200,200,25,175,28,22,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,22,28,255.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed11_20260614T202046,11,10,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,0.3333333333333333,1.0,0.5,1,3,2,0,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,1.0,3.0,0.0,0,70.5,13,61,474.0,,4.74,,0.023819095477386934,23.0,171.0,36.075949367088604,100,0.11157983297016472,0.07493870810139924,0.03316762496251613,0.25385441607795656,1.2490158081054688,200,200,50,150,58,42,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,42,58,303.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs2_seed23_20260614T202048,23,2,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,59.0,7,87,234.0,,2.34,,0.011758793969849246,30.0,38.0,16.23931623931624,20,0.12149029108695686,0.07565866690129042,0.03321091702673584,0.26588395901490003,1.1896438598632812,200,200,10,190,12,8,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,8,12,196.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed23_20260614T202049,23,5,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,5,0,0,5,0.0,0.0,0.0,0,65.5,9,79,315.0,,3.15,,0.015829145728643215,27.5,91.0,28.88888888888889,50,0.10895345802418888,0.07197595899924636,0.03225070796906948,0.24738879106007516,1.2081422805786133,200,200,25,175,32,18,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,18,32,224.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed23_20260614T202051,23,10,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.6,0.7499999999999999,1.0,1.0,6,4,0,6,10,0.0,1.0,0.0,0,81.0,12,65,458.0,,4.58,,0.023015075376884422,26.0,178.0,38.8646288209607,100,0.11070445796940476,0.07311916700564325,0.03167645796202123,0.2472284169634804,1.248673439025879,200,200,50,150,64,36,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,36,64,280.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs2_seed37_20260614T202053,37,2,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,46.0,8,60,327.0,,3.27,,0.0164321608040201,20.5,38.0,11.62079510703364,59,0.10993229097221047,0.07585224998183548,0.0398712920723483,0.2967463330132887,1.216374397277832,200,200,10,190,11,9,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,9,11,289.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed37_20260614T202054,37,5,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,5,0,0,5,0.0,0.0,0.0,0,61.0,6,58,404.0,,4.04,,0.020301507537688442,20.0,80.0,19.801980198019802,50,0.11660149996168911,0.07714304199907929,0.03795354091562331,0.26695983298122883,1.2323274612426758,200,200,25,175,29,21,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,21,29,324.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed37_20260614T202056,37,10,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.8,0.888888888888889,1.0,1.0,8,2,0,8,10,0.0,1.0,0.0,0,68.5,15,47,538.0,,5.38,,0.027035175879396984,17.0,159.0,29.55390334572491,100,0.11408795893657953,0.08115075004752725,0.039471875061281025,0.2693439159775153,1.2646541595458984,200,200,50,150,58,42,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,42,58,379.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs2_seed41_20260614T202058,41,2,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,69.0,6,72,225.0,,2.25,,0.011306532663316583,24.5,49.0,21.77777777777778,40,0.11354933399707079,0.07569887500721961,0.03236316703259945,0.2560690420214087,1.1927423477172852,200,200,10,190,11,9,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,9,11,176.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed41_20260614T202100,41,5,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,0.0,1.0,0.0,0,59.0,35,75,324.0,,3.24,,0.01628140703517588,26.0,102.0,31.48148148148148,50,0.21783995896112174,0.07319324999116361,0.03164829104207456,0.3594790829811245,1.2140130996704102,200,200,25,175,27,23,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,23,27,222.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed41_20260614T202101,41,10,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,1.0,2.0,0.0,0,72.5,13,53,497.0,,4.97,,0.024974874371859298,18.0,168.0,33.80281690140845,100,0.11322320799808949,0.07661508396267891,0.03219395794440061,0.25571070797741413,1.2577238082885742,200,200,50,150,54,46,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,46,54,329.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
