method,seed,scenario_key,campaign_size,coordination_strength,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,weak_malicious_recovered,weak_benign_promoted,vehicle_precision,vehicle_recall,vehicle_f1,attacked_vehicles_recovered,benign_vehicles_incorrectly_included,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_alert_rate,n_detected_campaign_clusters,n_ground_truth_campaigns,incorrect_campaign_merging,coordinated_events,runtime_graph_construction_sec,runtime_gnn_inference_sec,runtime_clustering_sec,runtime_total_sec,experiment,attack_strength,attacked_model_diversity,total_fleet_size,expected_total_nodes,descriptors_per_vehicle,graph_nodes,attacked_vehicle_count,platform_composition,within_model_attack_similarity,cross_model_attack_similarity,campaign_similarity,benign_cross_model_similarity,malicious_minus_benign_cross_sim,cross_model_edges,same_model_edges,cross_model_edge_percentage,graph_unique_undirected_edges,graph_pyg_stored_edges,graph_directed_status,graph_average_degree,graph_median_degree,graph_graph_density,graph_isolated_nodes,graph_isolated_node_percentage,graph_connected_components,graph_largest_component_size,graph_cross_vehicle_edges,graph_same_vehicle_edges,graph_cross_vehicle_edge_percentage,graph_similarity_threshold,graph_top_k_same_vehicle,graph_top_k_cross_vehicle,graph_graph_construction_time_sec,run_id,runtime_local_ids_sec
local_ids,71,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2478947368421052,0.034460707147154,10,99,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.9980854169698432,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",9.852656863554136,9.911616656131978,9.090831562128855,1.998754313469808,7.912862342662169,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n2_local_ids_seed71_20260611T122943_9843e444,0.0
standard_gnn,53,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.9021052631578949,0.3962335235823607,0,109,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0295080830110237,0.0320896250195801,0.0014992080396041,1.1453637499944307,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Hyundai=1",13.883804354276862,13.69398790585964,12.703435685105442,1.0948293984929915,12.59915850736665,0,0,0.0,480.0,960.0,undirected_nx_bidirectional_pyg,4.8,4.0,0.0241206,19.0,9.5,28.0,114.0,40.0,440.0,8.3333,0.95,10.0,5.0,0.029145,campaign_size_corrected_strong_n2_standard_gnn_seed53_20260611T122719_b3acdeca,
standard_gnn,97,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.1652631578947368,0.0317057744194939,10,102,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0311060409876517,0.0331191250006668,0.0016819590236991,1.1735079999780282,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",9.947574003615111,9.974432801889252,8.972159776561565,1.9734136068175676,8.001019195071684,0,0,0.0,502.0,1004.0,undirected_nx_bidirectional_pyg,5.02,4.0,0.02522613,27.0,13.5,36.0,131.0,47.0,455.0,9.3625,0.95,10.0,5.0,0.03053,campaign_size_corrected_weak_n2_standard_gnn_seed97_20260611T122954_c4d58189,
standard_gnn,23,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2316666666666666,0.1659103562038741,50,65,0.5,1.0,0.6666666666666666,10,10,1.0,1.0,1.0,1.0,1.0,1,1,0,14,0.0313319999841041,0.0355282920063473,0.0022208340233191,1.1707282090210356,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.117818312680438,13.118152962657916,12.457697601395758,3.0723765800507903,10.045776382607125,0,0,0.0,663.0,1326.0,undirected_nx_bidirectional_pyg,6.63,7.0,0.03331658,22.0,11.0,33.0,100.0,174.0,489.0,26.2443,0.95,10.0,5.0,0.030925,campaign_size_corrected_weak_n10_standard_gnn_seed23_20260611T123054_e063eb05,
standard_gnn,101,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2612666666666666,0.1704125161234083,50,72,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.032951541012153,0.0314960830146446,0.0015713750035502,1.1681017079972662,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.09294152713618,13.093946695975726,12.44213097243523,2.050125295165484,11.04382140081024,0,0,0.0,762.0,1524.0,undirected_nx_bidirectional_pyg,7.62,9.0,0.03829146,13.0,6.5,22.0,100.0,158.0,604.0,20.7349,0.95,10.0,5.0,0.032562,campaign_size_corrected_weak_n10_standard_gnn_seed101_20260611T123132_56526652,
standard_gnn,41,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8084666666666667,0.47719269389912,0,84,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,40,0.0300824999576434,0.0401682090014219,0.0029497090145014,1.2108878750004806,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.1696122475096,201.01300621728203,200.157414501968,96.43707101297672,104.57593520430532,0,0,0.0,997.0,1994.0,undirected_nx_bidirectional_pyg,9.97,12.0,0.0501005,18.0,9.0,26.0,100.0,277.0,720.0,27.7834,0.95,10.0,5.0,0.029693,campaign_size_corrected_strong_n10_standard_gnn_seed41_20260611T122846_61660cff,
fcgnn,101,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.3212571428571428,0.0907830361663849,25,89,0.25,1.0,0.4,5,15,1.0,0.0,1.0,0.0,1.0,3,1,0,47,0.0294424589956179,0.0396864580106921,0.0026752079720608,1.1037349589751102,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.886079566618402,12.909917258143391,12.415492399783146,0.549302621583435,12.36061463655996,0,0,0.0,674.0,1348.0,undirected_nx_bidirectional_pyg,6.74,7.0,0.03386935,14.0,7.0,21.0,114.0,93.0,581.0,13.7982,0.95,10.0,5.0,0.029074,campaign_size_corrected_weak_n5_fcgnn_seed101_20260611T123046_ca9eea20,
local_ids,11,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8860526315789474,0.3331095974281385,0,103,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0150926660280677,campaign_size_corrected,strong,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.288728436736523,12.145340650280485,11.549667328595309,-3.91842761607186,16.063768266352344,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n2_local_ids_seed11_20260611T122659_6634eea1,0.0
local_ids,23,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2316666666666666,0.1659103562038741,50,65,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.141632417042274,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.117818312680438,13.118152962657916,12.457697601395758,3.0723765800507903,10.045776382607125,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n10_local_ids_seed23_20260611T123051_796b0048,0.0
local_ids,53,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8221333333333334,0.4964392413962396,0,84,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0800563330412842,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.1815705228839,201.05420110897157,199.9850604883173,95.5217945436035,105.53240656536806,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n10_local_ids_seed53_20260611T122848_354daa29,0.0
standard_gnn,97,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.9692105263157896,0.4672037510656436,0,98,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0335962919634766,0.0310334170353598,0.0026784579968079,1.0981468340032734,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Kia=1",13.028963176362057,13.028970584406906,13.028341756880936,4.076047219482176,8.952923364924729,0,0,0.0,571.0,1142.0,undirected_nx_bidirectional_pyg,5.71,4.0,0.02869347,27.0,13.5,36.0,131.0,75.0,496.0,13.1349,0.95,10.0,5.0,0.033223,campaign_size_corrected_strong_n2_standard_gnn_seed97_20260611T122737_1e8faf0e,
fcgnn,41,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8584,0.4076445581490716,0,102,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,13,0.0342047500307671,0.0373341669910587,0.0027171249967068,1.2156853749766017,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.15890567045031,12.037550658865475,11.10952789978871,4.171348681988056,7.866201976877419,0,0,0.0,718.0,1436.0,undirected_nx_bidirectional_pyg,7.18,6.0,0.0360804,19.0,9.5,27.0,106.0,139.0,579.0,19.3593,0.95,10.0,5.0,0.033836,campaign_size_corrected_strong_n5_fcgnn_seed41_20260611T122801_2bdd7d44,
descriptor_clustering,83,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2187428571428571,0.0797369465209327,25,85,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,26,0.0293809580034576,,0.0013632499612867,1.0750472079962492,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.36218445469922,12.362272021498612,11.52454902048306,1.671054650727764,10.69121737077085,0,0,0.0,614.0,1228.0,undirected_nx_bidirectional_pyg,6.14,6.0,0.03085427,15.0,7.5,26.0,109.0,98.0,516.0,15.9609,0.95,10.0,5.0,0.028995,campaign_size_corrected_weak_n5_descriptor_clustering_seed83_20260611T123034_655c1e81,
fcgnn,11,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8749714285714286,0.4247126117425795,0,98,0.25,1.0,0.4,5,15,1.0,0.0,1.0,0.0,1.0,3,1,0,48,0.0329897499759681,0.0404484159662388,0.0034154170425608,1.1591498340130784,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.197488820795687,12.11701145654036,11.3509526349948,3.947597029741532,8.169414426798827,0,0,0.0,672.0,1344.0,undirected_nx_bidirectional_pyg,6.72,5.0,0.03376884,26.0,13.0,33.0,112.0,140.0,532.0,20.8333,0.95,10.0,5.0,0.032579,campaign_size_corrected_strong_n5_fcgnn_seed11_20260611T122747_3e587134,
fcgnn,97,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.1652631578947368,0.0317057744194939,10,102,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,12,0.0345689160167239,0.0338401250191964,0.0024724170216359,1.0735200839699246,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",9.947574003615111,9.974432801889252,8.972159776561565,1.9734136068175676,8.001019195071684,0,0,0.0,502.0,1004.0,undirected_nx_bidirectional_pyg,5.02,4.0,0.02522613,27.0,13.5,36.0,131.0,47.0,455.0,9.3625,0.95,10.0,5.0,0.034191,campaign_size_corrected_weak_n2_fcgnn_seed97_20260611T122955_b2f38bed,
local_ids,101,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.3212571428571428,0.0907830361663849,25,89,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.036105500010308,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.886079566618402,12.909917258143391,12.415492399783146,0.549302621583435,12.36061463655996,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n5_local_ids_seed101_20260611T123042_8bb415a9,0.0
standard_gnn,11,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2221052631578947,0.0335479721137107,10,105,0.1,1.0,0.1818181818181818,2,18,1.0,0.0,1.0,0.0,1.0,2,1,0,45,0.0312300419900566,0.0310479170293547,0.0025283329887315,1.083904916013125,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.228042721977316,10.281975245026306,9.514143206496636,-0.9309420575739384,11.212917302600244,0,0,0.0,473.0,946.0,undirected_nx_bidirectional_pyg,4.73,4.0,0.02376884,28.0,14.0,39.0,124.0,52.0,421.0,10.9937,0.95,10.0,5.0,0.030865,campaign_size_corrected_weak_n2_standard_gnn_seed11_20260611T122919_7ab6442b,
standard_gnn,11,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8290666666666666,0.5090944093934857,0,72,0.5,1.0,0.6666666666666666,10,10,1.0,1.0,1.0,1.0,1.0,1,1,0,28,0.0303173339925706,0.0393862909986637,0.0024145420175045,1.1907988340244628,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.35096056664227,201.25255463048595,200.46338950324716,97.09293229615388,104.15962233433208,0,0,0.0,962.0,1924.0,undirected_nx_bidirectional_pyg,9.62,12.0,0.04834171,21.0,10.5,32.0,100.0,239.0,723.0,24.8441,0.95,10.0,5.0,0.02993,campaign_size_corrected_strong_n10_standard_gnn_seed11_20260611T122831_6c6812d8,
descriptor_clustering,41,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.1848,0.1580798727285411,50,69,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,60,0.0334627910051494,,0.0016999579966068,1.1572057500015944,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",12.473520986246406,12.47813860128402,11.761515312688548,2.617366397999746,9.860772203284274,0,0,0.0,705.0,1410.0,undirected_nx_bidirectional_pyg,7.05,8.5,0.03542714,17.0,8.5,30.0,100.0,161.0,544.0,22.8369,0.95,10.0,5.0,0.033015,campaign_size_corrected_weak_n10_descriptor_clustering_seed41_20260611T123102_c163a981,
standard_gnn,53,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2454857142857143,0.0819944654740873,25,94,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0322312919888645,0.032724708027672,0.0015005829627625,1.2082716249860823,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",13.238127259113469,13.214908639168645,12.500384868188746,1.8064680935622277,11.408440545606416,0,0,0.0,539.0,1078.0,undirected_nx_bidirectional_pyg,5.39,4.5,0.02708543,22.0,11.0,31.0,90.0,80.0,459.0,14.8423,0.95,10.0,5.0,0.031858,campaign_size_corrected_weak_n5_standard_gnn_seed53_20260611T123022_5a1e4692,
standard_gnn,67,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.973421052631579,0.5,0,104,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.029828583006747,0.0318533329991623,0.0023993329959921,1.0888522079912946,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Kia=1",13.040025968868637,13.04002596886864,13.040959938052966,4.149774510352262,8.890251458516378,0,0,0.0,587.0,1174.0,undirected_nx_bidirectional_pyg,5.87,5.0,0.02949749,18.0,9.0,27.0,114.0,75.0,512.0,12.7768,0.95,10.0,5.0,0.029396,campaign_size_corrected_strong_n2_standard_gnn_seed67_20260611T122723_9b078827,
local_ids,101,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.4005263157894737,0.0432562615120597,10,103,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0099822909687646,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.587485232733332,12.638847909907463,12.421811613492094,-0.0089511030200272,12.647799012927493,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n2_local_ids_seed101_20260611T122957_03983abe,0.0
descriptor_clustering,71,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2478947368421052,0.034460707147154,10,99,0.1,1.0,0.1818181818181818,2,18,1.0,0.0,1.0,0.0,1.0,2,1,0,24,0.0314971250481903,,0.0016606670105829,1.1229074579896403,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",9.852656863554136,9.911616656131978,9.090831562128855,1.998754313469808,7.912862342662169,0,0,0.0,436.0,872.0,undirected_nx_bidirectional_pyg,4.36,4.0,0.02190955,16.0,8.0,27.0,129.0,46.0,390.0,10.5505,0.95,10.0,5.0,0.03113,campaign_size_corrected_weak_n2_descriptor_clustering_seed71_20260611T122944_f16cc106,
descriptor_clustering,11,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8860526315789474,0.3331095974281385,0,103,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,30,0.0374083330389112,,0.0080855000414885,1.067578542046249,campaign_size_corrected,strong,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.288728436736523,12.145340650280485,11.549667328595309,-3.91842761607186,16.063768266352344,0,0,0.0,535.0,1070.0,undirected_nx_bidirectional_pyg,5.35,4.5,0.02688442,28.0,14.0,39.0,124.0,75.0,460.0,14.0187,0.95,10.0,5.0,0.036509,campaign_size_corrected_strong_n2_descriptor_clustering_seed11_20260611T122700_3a1222cf,
fcgnn,97,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.9692105263157896,0.4672037510656436,0,98,0.1,1.0,0.1818181818181818,2,18,1.0,0.0,1.0,0.0,1.0,4,1,0,49,0.0293669999809935,0.0394854579935781,0.0031474169809371,1.0866941250278614,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Kia=1",13.028963176362057,13.028970584406906,13.028341756880936,4.076047219482176,8.952923364924729,0,0,0.0,571.0,1142.0,undirected_nx_bidirectional_pyg,5.71,4.0,0.02869347,27.0,13.5,36.0,131.0,75.0,496.0,13.1349,0.95,10.0,5.0,0.029002,campaign_size_corrected_strong_n2_fcgnn_seed97_20260611T122738_81d5a213,
descriptor_clustering,67,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2296,0.1639389887953379,50,77,0.5,1.0,0.6666666666666666,10,10,1.0,1.0,1.0,1.0,1.0,1,1,0,49,0.0349718340439721,,0.001543499995023,1.1325637080008164,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.10855817751316,13.119967832446047,12.433803239746602,3.2313382595564835,9.888629572889563,0,0,0.0,749.0,1498.0,undirected_nx_bidirectional_pyg,7.49,8.0,0.03763819,11.0,5.5,18.0,100.0,179.0,570.0,23.8985,0.95,10.0,5.0,0.034561,campaign_size_corrected_weak_n10_descriptor_clustering_seed67_20260611T123112_247afb7b,
fcgnn,71,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2505142857142857,0.0827910976804808,25,86,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,13,0.0315815840149298,0.0396504589589312,0.0024016670067794,1.1384396669454873,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",11.989688453079046,12.002255438136189,11.300424434436165,2.051220329969326,9.951035108166865,0,0,0.0,519.0,1038.0,undirected_nx_bidirectional_pyg,5.19,4.0,0.0260804,16.0,8.0,27.0,102.0,98.0,421.0,18.8825,0.95,10.0,5.0,0.031218,campaign_size_corrected_weak_n5_fcgnn_seed71_20260611T123032_5611f939,
local_ids,11,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8290666666666666,0.5090944093934857,0,72,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.1805831249803305,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.35096056664227,201.25255463048595,200.46338950324716,97.09293229615388,104.15962233433208,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n10_local_ids_seed11_20260611T122829_280f4f68,0.0
standard_gnn,97,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.1935333333333333,0.1587331160432976,50,65,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.031387791968882,0.0321189580135978,0.0015068330103531,1.1497356670442969,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.101742262832232,13.10650584943028,12.473171348940545,4.171104053455096,8.935401795975183,0,0,0.0,694.0,1388.0,undirected_nx_bidirectional_pyg,6.94,8.0,0.03487437,24.0,12.0,32.0,100.0,166.0,528.0,23.9193,0.95,10.0,5.0,0.030977,campaign_size_corrected_weak_n10_standard_gnn_seed97_20260611T123127_eb3559c2,
fcgnn,97,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.818,0.5144007693967566,0,82,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,3,1,0,104,0.0308987079770304,0.0397673340048641,0.0025813340325839,1.237722790974658,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.10644689874417,200.92453164240467,200.092705352627,95.86401492294328,105.0605167194614,0,0,0.0,944.0,1888.0,undirected_nx_bidirectional_pyg,9.44,11.5,0.04743719,17.0,8.5,31.0,100.0,268.0,676.0,28.3898,0.95,10.0,5.0,0.030515,campaign_size_corrected_strong_n10_fcgnn_seed97_20260611T122911_f6e5a38f,
standard_gnn,41,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8584,0.4076445581490716,0,102,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,12,0.0324879169929772,0.0341478750342503,0.0026572080096229,1.1172775839804672,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.15890567045031,12.037550658865475,11.10952789978871,4.171348681988056,7.866201976877419,0,0,0.0,718.0,1436.0,undirected_nx_bidirectional_pyg,7.18,6.0,0.0360804,19.0,9.5,27.0,106.0,139.0,579.0,19.3593,0.95,10.0,5.0,0.032076,campaign_size_corrected_strong_n5_standard_gnn_seed41_20260611T122759_6127a6d9,
fcgnn,53,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2136842105263157,0.0330705357870486,10,106,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,10,0.0288186249672435,0.0339637500001117,0.0024269169662147,1.093971916998271,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.298829153860158,12.195079160523823,11.167675578252236,1.1695601455029252,11.0255190150209,0,0,0.0,467.0,934.0,undirected_nx_bidirectional_pyg,4.67,4.5,0.02346734,19.0,9.5,28.0,114.0,47.0,420.0,10.0642,0.95,10.0,5.0,0.028459,campaign_size_corrected_weak_n2_fcgnn_seed53_20260611T122938_317eb40e,
local_ids,23,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2436571428571428,0.0827801187040071,25,86,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0289230000344105,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",13.105678737444496,13.1168229937943,12.392908592248665,1.736617762131846,11.380205231662456,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n5_local_ids_seed23_20260611T123006_8815ae29,0.0
standard_gnn,53,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2281333333333333,0.1640278908480361,50,77,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,25,0.0313273749779909,0.0337242920068092,0.0026118750101886,1.1782168340287171,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.30875861169964,13.319754079255214,12.51809227431575,3.030275351728691,10.289478727526522,0,0,0.0,720.0,1440.0,undirected_nx_bidirectional_pyg,7.2,8.0,0.0361809,21.0,10.5,31.0,100.0,179.0,541.0,24.8611,0.95,10.0,5.0,0.030928,campaign_size_corrected_weak_n10_standard_gnn_seed53_20260611T123108_ecd86da3,
fcgnn,23,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2316666666666666,0.1659103562038741,50,65,0.5,1.0,0.6666666666666666,10,10,1.0,1.0,1.0,1.0,1.0,1,1,0,38,0.0331094580469653,0.0403789579868316,0.00258945801761,1.1666377920191735,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.117818312680438,13.118152962657916,12.457697601395758,3.0723765800507903,10.045776382607125,0,0,0.0,663.0,1326.0,undirected_nx_bidirectional_pyg,6.63,7.0,0.03331658,22.0,11.0,33.0,100.0,174.0,489.0,26.2443,0.95,10.0,5.0,0.032706,campaign_size_corrected_weak_n10_fcgnn_seed23_20260611T123055_84541cff,
descriptor_clustering,101,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8953142857142857,0.4488686057556883,0,112,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.030266624991782,,0.0013815829879604,1.1547914579859937,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.42486883296382,12.27271181481214,11.294034723481715,3.6404572909885378,8.632254523823603,0,0,0.0,763.0,1526.0,undirected_nx_bidirectional_pyg,7.63,5.0,0.03834171,14.0,7.0,22.0,93.0,75.0,688.0,9.8296,0.95,10.0,5.0,0.029884,campaign_size_corrected_strong_n5_descriptor_clustering_seed101_20260611T122825_c8abec22,
local_ids,37,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.1806666666666666,0.1574229482933574,50,62,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.1518296250142157,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",23.98820826296644,24.00167122821971,23.36327377691249,6.837963915569376,17.163707312650335,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n10_local_ids_seed37_20260611T123056_a2031e3b,0.0
