method,seed,scenario_key,campaign_size,coordination_strength,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,weak_malicious_recovered,weak_benign_promoted,vehicle_precision,vehicle_recall,vehicle_f1,attacked_vehicles_recovered,benign_vehicles_incorrectly_included,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_alert_rate,n_detected_campaign_clusters,n_ground_truth_campaigns,incorrect_campaign_merging,coordinated_events,runtime_graph_construction_sec,runtime_gnn_inference_sec,runtime_clustering_sec,runtime_total_sec,experiment,attack_strength,attacked_model_diversity,total_fleet_size,expected_total_nodes,descriptors_per_vehicle,graph_nodes,attacked_vehicle_count,platform_composition,within_model_attack_similarity,cross_model_attack_similarity,campaign_similarity,benign_cross_model_similarity,malicious_minus_benign_cross_sim,cross_model_edges,same_model_edges,cross_model_edge_percentage,graph_unique_undirected_edges,graph_pyg_stored_edges,graph_directed_status,graph_average_degree,graph_median_degree,graph_graph_density,graph_isolated_nodes,graph_isolated_node_percentage,graph_connected_components,graph_largest_component_size,graph_cross_vehicle_edges,graph_same_vehicle_edges,graph_cross_vehicle_edge_percentage,graph_similarity_threshold,graph_top_k_same_vehicle,graph_top_k_cross_vehicle,graph_graph_construction_time_sec,run_id,runtime_local_ids_sec
fcgnn,101,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8613157894736843,0.3254737121361162,0,107,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,12,0.0309142500045709,0.0398371249902993,0.0026990420301444,1.1547292500035835,campaign_size_corrected,strong,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.369549933513431,12.079147443627583,11.574232703145825,-1.8023048399422936,13.881452283569878,0,0,0.0,625.0,1250.0,undirected_nx_bidirectional_pyg,6.25,5.0,0.03140704,19.0,9.5,27.0,132.0,75.0,550.0,12.0,0.95,10.0,5.0,0.030544,campaign_size_corrected_strong_n2_fcgnn_seed101_20260611T122742_7c6777b4,
local_ids,101,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8613157894736843,0.3254737121361162,0,107,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.1040052919997834,campaign_size_corrected,strong,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.369549933513431,12.079147443627583,11.574232703145825,-1.8023048399422936,13.881452283569878,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n2_local_ids_seed101_20260611T122739_5e2c93f1,0.0
fcgnn,53,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.9021052631578949,0.3962335235823607,0,109,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,11,0.029848416976165,0.034669250017032,0.0024469170020893,1.0900946659967303,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Hyundai=1",13.883804354276862,13.69398790585964,12.703435685105442,1.0948293984929915,12.59915850736665,0,0,0.0,480.0,960.0,undirected_nx_bidirectional_pyg,4.8,4.0,0.0241206,19.0,9.5,28.0,114.0,40.0,440.0,8.3333,0.95,10.0,5.0,0.029489,campaign_size_corrected_strong_n2_fcgnn_seed53_20260611T122720_5b7a15d2,
fcgnn,83,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8689473684210527,0.304183487140822,0,96,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,11,0.0306975840358063,0.0386294170166365,0.00226879195543,1.0952616249560378,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Hyundai=1",14.228530883306508,13.964095052061104,13.005793319912932,0.9273654322362308,13.036729619824872,0,0,0.0,532.0,1064.0,undirected_nx_bidirectional_pyg,5.32,5.0,0.02673367,18.0,9.0,28.0,129.0,50.0,482.0,9.3985,0.95,10.0,5.0,0.030331,campaign_size_corrected_strong_n2_fcgnn_seed83_20260611T122733_77545f7d,
standard_gnn,67,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.321578947368421,0.0379706711644926,10,105,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0306252919835969,0.0326175829977728,0.0015034159878268,1.0676682500052266,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",8.353593915602634,8.150180853053037,7.842739250205886,2.144343540072538,6.005837312980499,0,0,0.0,511.0,1022.0,undirected_nx_bidirectional_pyg,5.11,5.0,0.02567839,18.0,9.0,27.0,114.0,46.0,465.0,9.002,0.95,10.0,5.0,0.030264,campaign_size_corrected_weak_n2_standard_gnn_seed67_20260611T122941_7e44f208,
local_ids,71,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.84,0.3614170976272448,0,100,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0477045419975184,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.096648986226468,11.859705264203177,10.837709968945346,3.612906508536364,8.246798755666813,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n5_local_ids_seed71_20260611T122811_0174a65f,0.0
local_ids,71,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.7965333333333333,0.4659443395107318,0,80,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.072243749978952,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.10265562792725,200.8174652733805,200.05782591359116,95.12576722130238,105.69169805207808,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n10_local_ids_seed71_20260611T122858_81233189,0.0
fcgnn,53,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8221333333333334,0.4964392413962396,0,84,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,102,0.0303808340104296,0.0424154999782331,0.0029704999760724,1.1694452919764444,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.1815705228839,201.05420110897157,199.9850604883173,95.5217945436035,105.53240656536806,0,0,0.0,987.0,1974.0,undirected_nx_bidirectional_pyg,9.87,11.5,0.04959799,17.0,8.5,25.0,100.0,231.0,756.0,23.4043,0.95,10.0,5.0,0.029999,campaign_size_corrected_strong_n10_fcgnn_seed53_20260611T122852_b9be219b,
descriptor_clustering,23,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2471052631578947,0.0346128464163839,10,100,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,11,0.0305905829882249,,0.0017272080294787,1.1308407909818925,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.50284517284831,12.525065458770936,11.772579213120627,1.2090452117917447,11.316020246979193,0,0,0.0,502.0,1004.0,undirected_nx_bidirectional_pyg,5.02,5.0,0.02522613,14.0,7.0,22.0,133.0,55.0,447.0,10.9562,0.95,10.0,5.0,0.030234,campaign_size_corrected_weak_n2_descriptor_clustering_seed23_20260611T122922_cb9ed629,
standard_gnn,37,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2326315789473684,0.0337142526566534,10,96,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0303452090010978,0.0301939999917522,0.0014179159770719,1.1572745419689454,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.016484132724536,10.112565158436094,9.454478206905083,1.288933997277148,8.823631161158946,0,0,0.0,489.0,978.0,undirected_nx_bidirectional_pyg,4.89,4.0,0.02457286,25.0,12.5,38.0,125.0,52.0,437.0,10.6339,0.95,10.0,5.0,0.029968,campaign_size_corrected_weak_n2_standard_gnn_seed37_20260611T122928_1c56d247,
descriptor_clustering,37,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8984210526315789,0.404537100609327,0,99,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0299952499917708,,0.0014278330490924,1.046331542020198,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Kia=1",8.103724895060395,7.949565900709347,7.200049253926502,-0.3216198008189117,8.271185701528259,0,0,0.0,489.0,978.0,undirected_nx_bidirectional_pyg,4.89,4.0,0.02457286,25.0,12.5,38.0,125.0,30.0,459.0,6.135,0.95,10.0,5.0,0.029632,campaign_size_corrected_strong_n2_descriptor_clustering_seed37_20260611T122709_c48fd273,
fcgnn,71,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.84,0.3614170976272448,0,100,0.25,1.0,0.4,5,15,1.0,0.0,1.0,0.0,1.0,2,1,0,34,0.0290415000054053,0.0398930420051328,0.0026418750057928,1.115111499966588,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.096648986226468,11.859705264203177,10.837709968945346,3.612906508536364,8.246798755666813,0,0,0.0,689.0,1378.0,undirected_nx_bidirectional_pyg,6.89,5.0,0.03462312,13.0,6.5,22.0,107.0,121.0,568.0,17.5617,0.95,10.0,5.0,0.02867,campaign_size_corrected_strong_n5_fcgnn_seed71_20260611T122814_ed072d60,
local_ids,53,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.9021052631578949,0.3962335235823607,0,109,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0119226250099018,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Hyundai=1",13.883804354276862,13.69398790585964,12.703435685105442,1.0948293984929915,12.59915850736665,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n2_local_ids_seed53_20260611T122717_73ef2ca3,0.0
descriptor_clustering,11,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8749714285714286,0.4247126117425795,0,98,0.25,1.0,0.4,5,15,1.0,0.0,1.0,0.0,1.0,2,1,0,40,0.0315730000147596,,0.0014419999788515,1.1618703749845736,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.197488820795687,12.11701145654036,11.3509526349948,3.947597029741532,8.169414426798827,0,0,0.0,672.0,1344.0,undirected_nx_bidirectional_pyg,6.72,5.0,0.03376884,26.0,13.0,33.0,112.0,140.0,532.0,20.8333,0.95,10.0,5.0,0.031176,campaign_size_corrected_strong_n5_descriptor_clustering_seed11_20260611T122744_ebac02fe,
standard_gnn,23,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2471052631578947,0.0346128464163839,10,100,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.029524500016123,0.0301398330484516,0.0014646669733338,1.065668665978592,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.50284517284831,12.525065458770936,11.772579213120627,1.2090452117917447,11.316020246979193,0,0,0.0,502.0,1004.0,undirected_nx_bidirectional_pyg,5.02,5.0,0.02522613,14.0,7.0,22.0,133.0,55.0,447.0,10.9562,0.95,10.0,5.0,0.029159,campaign_size_corrected_weak_n2_standard_gnn_seed23_20260611T122923_e008e394,
standard_gnn,41,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.821578947368421,0.160685344067697,0,115,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0309188329847529,0.0337678330251947,0.0016710829804651,1.1646295419777744,campaign_size_corrected,strong,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.658437656972271,10.688848146330953,9.815711322621578,2.0572420854072044,8.631606060923747,0,0,0.0,538.0,1076.0,undirected_nx_bidirectional_pyg,5.38,4.0,0.02703518,14.0,7.0,24.0,74.0,54.0,484.0,10.0372,0.95,10.0,5.0,0.030549,campaign_size_corrected_strong_n2_standard_gnn_seed41_20260611T122715_ceb5c063,
standard_gnn,67,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2296,0.1639389887953379,50,77,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0302592919906601,0.0346024999744258,0.0014582080184482,1.235230749996845,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.10855817751316,13.119967832446047,12.433803239746602,3.2313382595564835,9.888629572889563,0,0,0.0,749.0,1498.0,undirected_nx_bidirectional_pyg,7.49,8.0,0.03763819,11.0,5.5,18.0,100.0,179.0,570.0,23.8985,0.95,10.0,5.0,0.029894,campaign_size_corrected_weak_n10_standard_gnn_seed67_20260611T123113_c830b820,
descriptor_clustering,41,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8084666666666667,0.47719269389912,0,84,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,89,0.0329540829989127,,0.001414583006408,1.1386740829912014,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.1696122475096,201.01300621728203,200.157414501968,96.43707101297672,104.57593520430532,0,0,0.0,997.0,1994.0,undirected_nx_bidirectional_pyg,9.97,12.0,0.0501005,18.0,9.0,26.0,100.0,277.0,720.0,27.7834,0.95,10.0,5.0,0.03243,campaign_size_corrected_strong_n10_descriptor_clustering_seed41_20260611T122844_784f96d1,
fcgnn,41,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8084666666666667,0.47719269389912,0,84,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,97,0.0329196669626981,0.0417420000303536,0.003019374969881,1.178577208018396,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.1696122475096,201.01300621728203,200.157414501968,96.43707101297672,104.57593520430532,0,0,0.0,997.0,1994.0,undirected_nx_bidirectional_pyg,9.97,12.0,0.0501005,18.0,9.0,26.0,100.0,277.0,720.0,27.7834,0.95,10.0,5.0,0.032509,campaign_size_corrected_strong_n10_fcgnn_seed41_20260611T122847_4cdafffb,
local_ids,11,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2221052631578947,0.0335479721137107,10,105,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.083677374990657,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.228042721977316,10.281975245026306,9.514143206496636,-0.9309420575739384,11.212917302600244,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n2_local_ids_seed11_20260611T122917_2aa090a1,0.0
standard_gnn,97,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.818,0.5144007693967566,0,82,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,3,1,0,50,0.0313460829784162,0.0380623749806545,0.0029084999696351,1.1614336249767805,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.10644689874417,200.92453164240467,200.092705352627,95.86401492294328,105.0605167194614,0,0,0.0,944.0,1888.0,undirected_nx_bidirectional_pyg,9.44,11.5,0.04743719,17.0,8.5,31.0,100.0,268.0,676.0,28.3898,0.95,10.0,5.0,0.03096,campaign_size_corrected_strong_n10_standard_gnn_seed97_20260611T122909_953881da,
standard_gnn,41,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.1926315789473684,0.0321302910713802,10,107,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0290610000374726,0.0325593330198898,0.0017134160152636,1.0778198329498991,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.848683087662442,10.92916384209878,9.7178021090789,0.8527219366919816,10.076441905406798,0,0,0.0,516.0,1032.0,undirected_nx_bidirectional_pyg,5.16,4.0,0.02592965,14.0,7.0,24.0,74.0,46.0,470.0,8.9147,0.95,10.0,5.0,0.028693,campaign_size_corrected_weak_n2_standard_gnn_seed41_20260611T122932_c4645d3c,
descriptor_clustering,53,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8221333333333334,0.4964392413962396,0,84,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,89,0.0316105410456657,,0.0013670839834958,1.1701241249684244,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.1815705228839,201.05420110897157,199.9850604883173,95.5217945436035,105.53240656536806,0,0,0.0,987.0,1974.0,undirected_nx_bidirectional_pyg,9.87,11.5,0.04959799,17.0,8.5,25.0,100.0,231.0,756.0,23.4043,0.95,10.0,5.0,0.031186,campaign_size_corrected_strong_n10_descriptor_clustering_seed53_20260611T122849_8dbc82d2,
descriptor_clustering,97,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.9692105263157896,0.4672037510656436,0,98,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0300837919930927,,0.0013527499977499,1.1169817500049248,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Kia=1",13.028963176362057,13.028970584406906,13.028341756880936,4.076047219482176,8.952923364924729,0,0,0.0,571.0,1142.0,undirected_nx_bidirectional_pyg,5.71,4.0,0.02869347,27.0,13.5,36.0,131.0,75.0,496.0,13.1349,0.95,10.0,5.0,0.029715,campaign_size_corrected_strong_n2_descriptor_clustering_seed97_20260611T122736_b40bda2f,
standard_gnn,101,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8613157894736843,0.3254737121361162,0,107,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0296282090130262,0.0334323329734616,0.0022563340025953,1.0771512080100365,campaign_size_corrected,strong,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.369549933513431,12.079147443627583,11.574232703145825,-1.8023048399422936,13.881452283569878,0,0,0.0,625.0,1250.0,undirected_nx_bidirectional_pyg,6.25,5.0,0.03140704,19.0,9.5,27.0,132.0,75.0,550.0,12.0,0.95,10.0,5.0,0.029261,campaign_size_corrected_strong_n2_standard_gnn_seed101_20260611T122741_94194bd2,
fcgnn,23,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8073684210526315,0.2304732630436855,0,100,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,11,0.030795999977272,0.0332631670171394,0.0023832500446587,1.08175991702592,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Hyundai=1",13.062333131708334,12.444172538076211,12.488658095525814,1.215649706027496,11.228522832048718,0,0,0.0,507.0,1014.0,undirected_nx_bidirectional_pyg,5.07,5.0,0.02547739,14.0,7.0,22.0,133.0,40.0,467.0,7.8895,0.95,10.0,5.0,0.030411,campaign_size_corrected_strong_n2_fcgnn_seed23_20260611T122707_37652a58,
local_ids,67,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.321578947368421,0.0379706711644926,10,105,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0955723749939352,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",8.353593915602634,8.150180853053037,7.842739250205886,2.144343540072538,6.005837312980499,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n2_local_ids_seed67_20260611T122939_d5852dc0,0.0
descriptor_clustering,71,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2505142857142857,0.0827910976804808,25,86,0.25,1.0,0.4,5,15,1.0,0.0,1.0,0.0,1.0,3,1,0,45,0.0311909589800052,,0.001651375030633,1.1642344580031931,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",11.989688453079046,12.002255438136189,11.300424434436165,2.051220329969326,9.951035108166865,0,0,0.0,519.0,1038.0,undirected_nx_bidirectional_pyg,5.19,4.0,0.0260804,16.0,8.0,27.0,102.0,98.0,421.0,18.8825,0.95,10.0,5.0,0.030826,campaign_size_corrected_weak_n5_descriptor_clustering_seed71_20260611T123030_4ed2b8a7,
local_ids,97,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.1652631578947368,0.0317057744194939,10,102,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0316748750046827,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",9.947574003615111,9.974432801889252,8.972159776561565,1.9734136068175676,8.001019195071684,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n2_local_ids_seed97_20260611T122952_c1cae5cf,0.0
descriptor_clustering,11,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2553142857142857,0.0840237284465641,25,96,0.25,1.0,0.4,5,15,1.0,0.0,1.0,0.0,1.0,3,1,0,48,0.0304004580248147,,0.0014052499900572,1.0762831249739977,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",11.509406597816447,11.47920173848584,10.79184717755024,1.7969597561986288,9.682241982287213,0,0,0.0,562.0,1124.0,undirected_nx_bidirectional_pyg,5.62,5.0,0.02824121,30.0,15.0,40.0,98.0,94.0,468.0,16.726,0.95,10.0,5.0,0.030026,campaign_size_corrected_weak_n5_descriptor_clustering_seed11_20260611T123002_02162920,
descriptor_clustering,83,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8689473684210527,0.304183487140822,0,96,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0300407079630531,,0.0014278749586082,1.1115943749900907,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Hyundai=1",14.228530883306508,13.964095052061104,13.005793319912932,0.9273654322362308,13.036729619824872,0,0,0.0,532.0,1064.0,undirected_nx_bidirectional_pyg,5.32,5.0,0.02673367,18.0,9.0,28.0,129.0,50.0,482.0,9.3985,0.95,10.0,5.0,0.029659,campaign_size_corrected_strong_n2_descriptor_clustering_seed83_20260611T122731_2fb8cd0c,
local_ids,71,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2431333333333333,0.1674488139027956,50,67,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.1674722090247087,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",12.244051599492176,12.22088042127893,11.542741457836236,2.9879784688153346,9.232901952463594,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n10_local_ids_seed71_20260611T123115_f35a884c,0.0
local_ids,37,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2020571428571428,0.0783426232845703,25,83,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0694252499961294,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.122043213998053,12.151412612538005,11.405416240566282,1.7069595613117632,10.444453051226242,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n5_local_ids_seed37_20260611T123010_899a6b44,0.0
fcgnn,41,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.1926315789473684,0.0321302910713802,10,107,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,10,0.0308233749819919,0.0390698339906521,0.0025640419917181,1.155164333002176,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.848683087662442,10.92916384209878,9.7178021090789,0.8527219366919816,10.076441905406798,0,0,0.0,516.0,1032.0,undirected_nx_bidirectional_pyg,5.16,4.0,0.02592965,14.0,7.0,24.0,74.0,46.0,470.0,8.9147,0.95,10.0,5.0,0.02997,campaign_size_corrected_weak_n2_fcgnn_seed41_20260611T122933_349a78e8,
standard_gnn,97,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2269714285714285,0.0807123414715392,25,85,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0301677500247024,0.0330484579899348,0.0016017089947126,1.1026741659734398,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.165109991387045,12.055579541933549,11.53161519640866,2.5406151971914266,9.514964344742122,0,0,0.0,610.0,1220.0,undirected_nx_bidirectional_pyg,6.1,6.0,0.03065327,21.0,10.5,35.0,80.0,88.0,522.0,14.4262,0.95,10.0,5.0,0.0298,campaign_size_corrected_weak_n5_standard_gnn_seed97_20260611T123040_6c2330b2,
descriptor_clustering,101,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2612666666666666,0.1704125161234083,50,72,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,65,0.037776707962621,,0.001788833993487,1.2353243750403635,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.09294152713618,13.093946695975726,12.44213097243523,2.050125295165484,11.04382140081024,0,0,0.0,762.0,1524.0,undirected_nx_bidirectional_pyg,7.62,9.0,0.03829146,13.0,6.5,22.0,100.0,158.0,604.0,20.7349,0.95,10.0,5.0,0.037004,campaign_size_corrected_weak_n10_descriptor_clustering_seed101_20260611T123131_db90d095,
fcgnn,83,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2187428571428571,0.0797369465209327,25,85,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,21,0.0315780409728176,0.0419452919741161,0.002688999986276,1.124268082960043,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.36218445469922,12.362272021498612,11.52454902048306,1.671054650727764,10.69121737077085,0,0,0.0,614.0,1228.0,undirected_nx_bidirectional_pyg,6.14,6.0,0.03085427,15.0,7.5,26.0,109.0,98.0,516.0,15.9609,0.95,10.0,5.0,0.031205,campaign_size_corrected_weak_n5_fcgnn_seed83_20260611T123036_9ae7536c,
