nodes,unique_undirected_edges,pyg_stored_edges,directed_status,average_degree,median_degree,graph_density,isolated_nodes,isolated_node_percentage,connected_components,largest_component_size,cross_vehicle_edges,same_vehicle_edges,cross_vehicle_edge_percentage,similarity_threshold,top_k_same_vehicle,top_k_cross_vehicle,graph_construction_time_sec,run_id
200,674,1348,undirected_nx_bidirectional_pyg,6.74,7.0,0.03386935,14,7.0,21,114,93,581,13.7982,0.95,10,5,0.030686,campaign_size_corrected_weak_n5_descriptor_clustering_seed101_20260611T123043_70578370
200,562,1124,undirected_nx_bidirectional_pyg,5.62,5.0,0.02824121,30,15.0,40,98,94,468,16.726,0.95,10,5,0.030026,campaign_size_corrected_weak_n5_descriptor_clustering_seed11_20260611T123002_02162920
200,550,1100,undirected_nx_bidirectional_pyg,5.5,4.0,0.02763819,17,8.5,27,105,90,460,16.3636,0.95,10,5,0.030688,campaign_size_corrected_weak_n5_descriptor_clustering_seed23_20260611T123007_00c588a8
200,563,1126,undirected_nx_bidirectional_pyg,5.63,5.0,0.02829146,20,10.0,33,98,85,478,15.0977,0.95,10,5,0.028605,campaign_size_corrected_weak_n5_descriptor_clustering_seed37_20260611T123011_991e030c
200,597,1194,undirected_nx_bidirectional_pyg,5.97,5.5,0.03,17,8.5,29,50,92,505,15.4104,0.95,10,5,0.030926,campaign_size_corrected_weak_n5_descriptor_clustering_seed41_20260611T123016_0f2da345
200,539,1078,undirected_nx_bidirectional_pyg,5.39,4.5,0.02708543,22,11.0,31,90,80,459,14.8423,0.95,10,5,0.031286,campaign_size_corrected_weak_n5_descriptor_clustering_seed53_20260611T123020_7c7c37af
200,565,1130,undirected_nx_bidirectional_pyg,5.65,5.0,0.02839196,18,9.0,27,86,85,480,15.0442,0.95,10,5,0.030496,campaign_size_corrected_weak_n5_descriptor_clustering_seed67_20260611T123025_7e454948
200,519,1038,undirected_nx_bidirectional_pyg,5.19,4.0,0.0260804,16,8.0,27,102,98,421,18.8825,0.95,10,5,0.030826,campaign_size_corrected_weak_n5_descriptor_clustering_seed71_20260611T123030_4ed2b8a7
200,614,1228,undirected_nx_bidirectional_pyg,6.14,6.0,0.03085427,15,7.5,26,109,98,516,15.9609,0.95,10,5,0.028995,campaign_size_corrected_weak_n5_descriptor_clustering_seed83_20260611T123034_655c1e81
200,610,1220,undirected_nx_bidirectional_pyg,6.1,6.0,0.03065327,21,10.5,35,80,88,522,14.4262,0.95,10,5,0.030659,campaign_size_corrected_weak_n5_descriptor_clustering_seed97_20260611T123039_b8c299f0
200,674,1348,undirected_nx_bidirectional_pyg,6.74,7.0,0.03386935,14,7.0,21,114,93,581,13.7982,0.95,10,5,0.029074,campaign_size_corrected_weak_n5_fcgnn_seed101_20260611T123046_ca9eea20
200,562,1124,undirected_nx_bidirectional_pyg,5.62,5.0,0.02824121,30,15.0,40,98,94,468,16.726,0.95,10,5,0.031771,campaign_size_corrected_weak_n5_fcgnn_seed11_20260611T123004_4b405120
200,550,1100,undirected_nx_bidirectional_pyg,5.5,4.0,0.02763819,17,8.5,27,105,90,460,16.3636,0.95,10,5,0.033334,campaign_size_corrected_weak_n5_fcgnn_seed23_20260611T123009_cd49b87b
200,563,1126,undirected_nx_bidirectional_pyg,5.63,5.0,0.02829146,20,10.0,33,98,85,478,15.0977,0.95,10,5,0.029799,campaign_size_corrected_weak_n5_fcgnn_seed37_20260611T123014_508a5d1c
200,597,1194,undirected_nx_bidirectional_pyg,5.97,5.5,0.03,17,8.5,29,50,92,505,15.4104,0.95,10,5,0.030154,campaign_size_corrected_weak_n5_fcgnn_seed41_20260611T123018_0e5462d3
200,539,1078,undirected_nx_bidirectional_pyg,5.39,4.5,0.02708543,22,11.0,31,90,80,459,14.8423,0.95,10,5,0.032447,campaign_size_corrected_weak_n5_fcgnn_seed53_20260611T123023_cc0e73c3
200,565,1130,undirected_nx_bidirectional_pyg,5.65,5.0,0.02839196,18,9.0,27,86,85,480,15.0442,0.95,10,5,0.029409,campaign_size_corrected_weak_n5_fcgnn_seed67_20260611T123027_1de465ea
200,519,1038,undirected_nx_bidirectional_pyg,5.19,4.0,0.0260804,16,8.0,27,102,98,421,18.8825,0.95,10,5,0.031218,campaign_size_corrected_weak_n5_fcgnn_seed71_20260611T123032_5611f939
200,614,1228,undirected_nx_bidirectional_pyg,6.14,6.0,0.03085427,15,7.5,26,109,98,516,15.9609,0.95,10,5,0.031205,campaign_size_corrected_weak_n5_fcgnn_seed83_20260611T123036_9ae7536c
200,610,1220,undirected_nx_bidirectional_pyg,6.1,6.0,0.03065327,21,10.5,35,80,88,522,14.4262,0.95,10,5,0.028697,campaign_size_corrected_weak_n5_fcgnn_seed97_20260611T123041_d0670617
200,674,1348,undirected_nx_bidirectional_pyg,6.74,7.0,0.03386935,14,7.0,21,114,93,581,13.7982,0.95,10,5,0.029874,campaign_size_corrected_weak_n5_standard_gnn_seed101_20260611T123044_2a394e7d
200,562,1124,undirected_nx_bidirectional_pyg,5.62,5.0,0.02824121,30,15.0,40,98,94,468,16.726,0.95,10,5,0.030607,campaign_size_corrected_weak_n5_standard_gnn_seed11_20260611T123003_0b8631a0
200,550,1100,undirected_nx_bidirectional_pyg,5.5,4.0,0.02763819,17,8.5,27,105,90,460,16.3636,0.95,10,5,0.030729,campaign_size_corrected_weak_n5_standard_gnn_seed23_20260611T123008_3f224725
200,563,1126,undirected_nx_bidirectional_pyg,5.63,5.0,0.02829146,20,10.0,33,98,85,478,15.0977,0.95,10,5,0.030705,campaign_size_corrected_weak_n5_standard_gnn_seed37_20260611T123012_147c7494
200,597,1194,undirected_nx_bidirectional_pyg,5.97,5.5,0.03,17,8.5,29,50,92,505,15.4104,0.95,10,5,0.030998,campaign_size_corrected_weak_n5_standard_gnn_seed41_20260611T123017_8d814b14
200,539,1078,undirected_nx_bidirectional_pyg,5.39,4.5,0.02708543,22,11.0,31,90,80,459,14.8423,0.95,10,5,0.031858,campaign_size_corrected_weak_n5_standard_gnn_seed53_20260611T123022_5a1e4692
200,565,1130,undirected_nx_bidirectional_pyg,5.65,5.0,0.02839196,18,9.0,27,86,85,480,15.0442,0.95,10,5,0.03356,campaign_size_corrected_weak_n5_standard_gnn_seed67_20260611T123026_152b100c
200,519,1038,undirected_nx_bidirectional_pyg,5.19,4.0,0.0260804,16,8.0,27,102,98,421,18.8825,0.95,10,5,0.030038,campaign_size_corrected_weak_n5_standard_gnn_seed71_20260611T123031_b2d7ff9c
200,614,1228,undirected_nx_bidirectional_pyg,6.14,6.0,0.03085427,15,7.5,26,109,98,516,15.9609,0.95,10,5,0.029878,campaign_size_corrected_weak_n5_standard_gnn_seed83_20260611T123035_331df0ff
200,610,1220,undirected_nx_bidirectional_pyg,6.1,6.0,0.03065327,21,10.5,35,80,88,522,14.4262,0.95,10,5,0.0298,campaign_size_corrected_weak_n5_standard_gnn_seed97_20260611T123040_6c2330b2
