event_id,vehicle_id,vehicle_token,vehicle_model,manufacturer,attack_type,label,anomaly_score,weak_prediction,strong_prediction,dataset_set,subset_name,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,id_transition_rate,id_repetition_rate,mean_inter_arrival_time,std_inter_arrival_time,min_inter_arrival_time,max_inter_arrival_time,message_rate,mean_dlc,std_dlc,dlc_mode_ratio,byte_mean_0,byte_mean_1,byte_mean_2,byte_mean_3,byte_mean_4,byte_mean_5,byte_mean_6,byte_mean_7,byte_std_0,byte_std_1,byte_std_2,byte_std_3,byte_std_4,byte_std_5,byte_std_6,byte_std_7,payload_change_rate,payload_static_ratio,local_alert,weak_signal,burstiness,payload_entropy,cluster_id,in_qualifying_campaign,is_noise
EVT-CHE-00000093,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,benign,0,2.33929889360844,1,0,set_01,test_01_known_vehicle_known_attack,0.0,20.0,-0.13512810217083351,0.0,0.5,0.5,-1.941685693067826,-1.0842021714013022e-19,1e-06,0.01,0.0,8.0,0.1,1.0,9.936226153663574,10.067795523778033,9.86059113016327,9.983783441240861,10.043428218539693,10.007161556978403,10.037739639800632,9.993437533381737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0,1,1.9668425047725988,-1.5406449384696193,-1,False,True
