classifier,mean_roc_auc,mean_f1,vehicle_agnostic_score,n_transfer_pairs
logistic_regression,0.5954928488797872,0.8677637165166155,0.7316282826982013,6
random_forest,0.7452537286379121,0.8962623783858669,0.8207580535118895,6
overall_mean_per_pair,0.6703732887588495,0.8820130474512412,0.7761931681050454,6
