cluster_method,mean_anomaly_score_threshold,strong_support_threshold,strong_support_percent,min_cohesion,min_cluster_size,min_vehicles,eligible_clusters,recovery_rate_percent,recall,precision,f1,false_positive_rate,recovered_weak_attacks,recovery_eligible_weak,tp,fp,fn,tn,local_recall,local_f1
dbscan,0.6,0.4,40.0,0.97,5,2,4,0.06689957630268342,0.0006689957630268341,0.07894736842105263,0.0013267487285324685,0.015548645046645935,9.0,114.0,9.0,105.0,13444.0,6648.0,0.0,0.0
