number_of_nodes,number_of_edges_before_pruning,graph_density_before_pruning,connected_components_before_pruning,number_of_edges_after_pruning,graph_density_after_pruning,number_of_edges,average_degree,graph_density,connected_components,largest_component_size,top_k_neighbors,similarity_threshold,minimum_vehicle_count,fleet_cluster_score_threshold
77233,814472,0.00027309010736162483,4,814472,0.00027309010736162483,814472,21.091295171753007,0.00027309010736162483,4,72464,15,0.95,3,0.7
