metric,local_value,fleet_value,gain_percent
detection_gain_percent,0.8455648100374275,0.8455648100374275,0.0
recall_gain_percent,0.7932724814063556,0.7932724814063556,0.0
f1_gain_percent,0.8455648100374275,0.8455648100374275,0.0
roc_auc_gain_percent,0.7951566281486973,0.7951566281486973,0.0
