avg_raw_window_bytes,avg_descriptor_bytes_transmit,avg_descriptor_gzip_bytes,compression_ratio,bandwidth_reduction_percent,payload_statistic_reconstruction_r2_raw_baseline,payload_statistic_reconstruction_r2_descriptor_attacker,payload_statistic_reconstruction_r2_random_baseline,vehicle_fingerprint_accuracy_raw,vehicle_fingerprint_accuracy_descriptor,vehicle_fingerprinting_reduction_percent,suspicious_window_rate,n_windows,n_descriptors
2075.745018321184,165.0785415560706,48.513627594422076,12.5743,92.05,1.0,0.4439,-0.0,0.9997,0.9997,-0.01,0.701117,110157,77233
