num_nodes,num_edges,average_degree,graph_density,num_cross_vehicle_edges,connected_components,before_num_nodes,before_num_edges,before_average_degree,before_graph_density,before_num_cross_vehicle_edges,before_connected_components,after_num_nodes,after_num_edges,after_average_degree,after_graph_density,after_num_cross_vehicle_edges,after_connected_components,top_k_same_vehicle,top_k_cross_vehicle,similarity_threshold,similarity_metric,cross_vehicle_cluster_count
77233.0,931770.0,24.128805044475808,0.00031241978771073917,384568.0,1.0,77233.0,931770.0,24.128805044475808,0.00031241978771073917,384568.0,1.0,77233.0,931770.0,24.128805044475808,0.00031241978771073917,384568.0,1.0,10.0,5.0,0.95,cosine,1.0
