total_events,total_strong_local_anomalies,total_weak_suspicious_signals,total_isolated_anomalies,total_weak_isolated_signals,total_fleet_level_patterns,percentage_events_fleet_level,percentage_weak_signals_upgraded
77233,57027,20206,55242,20014,1977,2.559787,0.950213
