descriptor_id,vehicle_id,rank,neighbour_descriptor_id,neighbour_vehicle_id,cosine_similarity,same_vehicle
EVT-CHV-003925,Chevrolet,14,EVT-CHV-003100,Chevrolet,0.999389,1
EVT-CHV-003925,Chevrolet,15,EVT-CHV-003008,Chevrolet,0.999381,1
EVT-CHV-003926,Chevrolet,1,EVT-CHV-004429,Chevrolet,0.999905,1
EVT-CHV-003926,Chevrolet,2,EVT-CHV-002755,Chevrolet,0.999844,1
EVT-CHV-003926,Chevrolet,3,EVT-CHV-002980,Chevrolet,0.999788,1
EVT-CHV-003926,Chevrolet,4,EVT-CHV-003039,Chevrolet,0.999775,1
EVT-CHV-003926,Chevrolet,5,EVT-CHV-003927,Chevrolet,0.999742,1
EVT-CHV-003926,Chevrolet,6,EVT-CHV-004384,Chevrolet,0.999741,1
EVT-CHV-003926,Chevrolet,7,EVT-CHV-003270,Chevrolet,0.999736,1
EVT-CHV-003926,Chevrolet,8,EVT-CHV-002865,Chevrolet,0.999734,1
EVT-CHV-003926,Chevrolet,9,EVT-CHV-003247,Chevrolet,0.99973,1
EVT-CHV-003926,Chevrolet,10,EVT-CHV-002910,Chevrolet,0.999725,1
EVT-CHV-003926,Chevrolet,11,EVT-CHV-004383,Chevrolet,0.999725,1
EVT-CHV-003926,Chevrolet,12,EVT-CHV-003209,Chevrolet,0.999717,1
EVT-CHV-003926,Chevrolet,13,EVT-CHV-002901,Chevrolet,0.99971,1
EVT-CHV-003926,Chevrolet,14,EVT-CHV-004415,Chevrolet,0.999709,1
EVT-CHV-003926,Chevrolet,15,EVT-CHV-003857,Chevrolet,0.999706,1
EVT-CHV-003927,Chevrolet,1,EVT-CHV-002755,Chevrolet,0.999891,1
EVT-CHV-003927,Chevrolet,2,EVT-CHV-002980,Chevrolet,0.999881,1
EVT-CHV-003927,Chevrolet,3,EVT-CHV-003968,Chevrolet,0.999867,1
EVT-CHV-003927,Chevrolet,4,EVT-CHV-002865,Chevrolet,0.999823,1
EVT-CHV-003927,Chevrolet,5,EVT-CHV-003784,Chevrolet,0.999807,1
EVT-CHV-003927,Chevrolet,6,EVT-CHV-004430,Chevrolet,0.999798,1
EVT-CHV-003927,Chevrolet,7,EVT-CHV-003178,Chevrolet,0.999798,1
EVT-CHV-003927,Chevrolet,8,EVT-CHV-003190,Chevrolet,0.999747,1
EVT-CHV-003927,Chevrolet,9,EVT-CHV-003880,Chevrolet,0.999743,1
EVT-CHV-003927,Chevrolet,10,EVT-CHV-003039,Chevrolet,0.999743,1
EVT-CHV-003927,Chevrolet,11,EVT-CHV-003926,Chevrolet,0.999742,1
EVT-CHV-003927,Chevrolet,12,EVT-CHV-002997,Chevrolet,0.999731,1
EVT-CHV-003927,Chevrolet,13,EVT-CHV-002773,Chevrolet,0.99973,1
EVT-CHV-003927,Chevrolet,14,EVT-CHV-003072,Chevrolet,0.999721,1
EVT-CHV-003927,Chevrolet,15,EVT-CHV-004383,Chevrolet,0.999712,1
EVT-CHV-003928,Chevrolet,1,EVT-CHV-003272,Chevrolet,0.999858,1
EVT-CHV-003928,Chevrolet,2,EVT-CHV-002849,Chevrolet,0.999853,1
EVT-CHV-003928,Chevrolet,3,EVT-CHV-003966,Chevrolet,0.999826,1
EVT-CHV-003928,Chevrolet,4,EVT-CHV-002941,Chevrolet,0.999821,1
EVT-CHV-003928,Chevrolet,5,EVT-CHV-004385,Chevrolet,0.99978,1
EVT-CHV-003928,Chevrolet,6,EVT-CHV-003882,Chevrolet,0.999773,1
EVT-CHV-003928,Chevrolet,7,EVT-CHV-003874,Chevrolet,0.999762,1
EVT-CHV-003928,Chevrolet,8,EVT-CHV-003318,Chevrolet,0.999752,1
EVT-CHV-003928,Chevrolet,9,EVT-CHV-004431,Chevrolet,0.999751,1
EVT-CHV-003928,Chevrolet,10,EVT-CHV-003033,Chevrolet,0.999724,1
EVT-CHV-003928,Chevrolet,11,EVT-CHV-003781,Chevrolet,0.99972,1
EVT-CHV-003928,Chevrolet,12,EVT-CHV-003818,Chevrolet,0.999717,1
EVT-CHV-003928,Chevrolet,13,EVT-CHV-003873,Chevrolet,0.999694,1
EVT-CHV-003928,Chevrolet,14,EVT-CHV-003217,Chevrolet,0.999689,1
EVT-CHV-003928,Chevrolet,15,EVT-CHV-003180,Chevrolet,0.999685,1
EVT-CHV-003929,Chevrolet,1,EVT-CHV-004432,Chevrolet,0.999822,1
EVT-CHV-003929,Chevrolet,2,EVT-CHV-003033,Chevrolet,0.999816,1
EVT-CHV-003929,Chevrolet,3,EVT-CHV-003782,Chevrolet,0.999813,1
EVT-CHV-003929,Chevrolet,4,EVT-CHV-002849,Chevrolet,0.999807,1
EVT-CHV-003929,Chevrolet,5,EVT-CHV-003189,Chevrolet,0.999785,1
EVT-CHV-003929,Chevrolet,6,EVT-CHV-003125,Chevrolet,0.999761,1
EVT-CHV-003929,Chevrolet,7,EVT-CHV-003910,Chevrolet,0.999757,1
EVT-CHV-003929,Chevrolet,8,EVT-CHV-002757,Chevrolet,0.999749,1
EVT-CHV-003929,Chevrolet,9,EVT-CHV-003032,Chevrolet,0.999727,1
EVT-CHV-003929,Chevrolet,10,EVT-CHV-003180,Chevrolet,0.999726,1
EVT-CHV-003929,Chevrolet,11,EVT-CHV-003364,Chevrolet,0.999696,1
EVT-CHV-003929,Chevrolet,12,EVT-CHV-003143,Chevrolet,0.999696,1
EVT-CHV-003929,Chevrolet,13,EVT-CHV-003272,Chevrolet,0.999695,1
EVT-CHV-003929,Chevrolet,14,EVT-CHV-003874,Chevrolet,0.999689,1
EVT-CHV-003929,Chevrolet,15,EVT-CHV-003051,Chevrolet,0.999688,1
EVT-CHV-003930,Chevrolet,1,EVT-CHV-004433,Chevrolet,0.999917,1
EVT-CHV-003930,Chevrolet,2,EVT-CHV-004387,Chevrolet,0.999854,1
EVT-CHV-003930,Chevrolet,3,EVT-CHV-003898,Chevrolet,0.999732,1
EVT-CHV-003930,Chevrolet,4,EVT-CHV-003838,Chevrolet,0.999704,1
EVT-CHV-003930,Chevrolet,5,EVT-CHV-003884,Chevrolet,0.999666,1
EVT-CHV-003930,Chevrolet,6,EVT-CHV-003875,Chevrolet,0.999655,1
EVT-CHV-003930,Chevrolet,7,EVT-CHV-003783,Chevrolet,0.999653,1
EVT-CHV-003930,Chevrolet,8,EVT-CHV-003165,Chevrolet,0.999612,1
EVT-CHV-003930,Chevrolet,9,EVT-CHV-003829,Chevrolet,0.999611,1
EVT-CHV-003930,Chevrolet,10,EVT-CHV-003907,Chevrolet,0.999592,1
EVT-CHV-003930,Chevrolet,11,EVT-CHV-003921,Chevrolet,0.999571,1
EVT-CHV-003930,Chevrolet,12,EVT-CHV-003976,Chevrolet,0.999552,1
EVT-CHV-003930,Chevrolet,13,EVT-CHV-004424,Chevrolet,0.99955,1
EVT-CHV-003930,Chevrolet,14,EVT-CHV-003328,Chevrolet,0.999535,1
EVT-CHV-003930,Chevrolet,15,EVT-CHV-003792,Chevrolet,0.999526,1
EVT-CHV-003931,Chevrolet,1,EVT-CHV-002994,Chevrolet,0.999821,1
EVT-CHV-003931,Chevrolet,2,EVT-CHV-003325,Chevrolet,0.999799,1
EVT-CHV-003931,Chevrolet,3,EVT-CHV-003274,Chevrolet,0.999776,1
EVT-CHV-003931,Chevrolet,4,EVT-CHV-003182,Chevrolet,0.999772,1
EVT-CHV-003931,Chevrolet,5,EVT-CHV-003039,Chevrolet,0.999767,1
EVT-CHV-003931,Chevrolet,6,EVT-CHV-002855,Chevrolet,0.999758,1
EVT-CHV-003931,Chevrolet,7,EVT-CHV-003784,Chevrolet,0.999753,1
EVT-CHV-003931,Chevrolet,8,EVT-CHV-003270,Chevrolet,0.999749,1
EVT-CHV-003931,Chevrolet,9,EVT-CHV-003949,Chevrolet,0.999743,1
EVT-CHV-003931,Chevrolet,10,EVT-CHV-003835,Chevrolet,0.999705,1
EVT-CHV-003931,Chevrolet,11,EVT-CHV-002888,Chevrolet,0.999699,1
EVT-CHV-003931,Chevrolet,12,EVT-CHV-002763,Chevrolet,0.999698,1
EVT-CHV-003931,Chevrolet,13,EVT-CHV-003348,Chevrolet,0.999694,1
EVT-CHV-003931,Chevrolet,14,EVT-CHV-002906,Chevrolet,0.999689,1
EVT-CHV-003931,Chevrolet,15,EVT-CHV-003853,Chevrolet,0.999682,1
EVT-CHV-003932,Chevrolet,1,EVT-CHV-002902,Chevrolet,0.999772,1
EVT-CHV-003932,Chevrolet,2,EVT-CHV-003003,Chevrolet,0.999771,1
EVT-CHV-003932,Chevrolet,3,EVT-CHV-003233,Chevrolet,0.999748,1
EVT-CHV-003932,Chevrolet,4,EVT-CHV-003072,Chevrolet,0.999743,1
EVT-CHV-003932,Chevrolet,5,EVT-CHV-003086,Chevrolet,0.999741,1
EVT-CHV-003932,Chevrolet,6,EVT-CHV-002941,Chevrolet,0.999736,1
EVT-CHV-003932,Chevrolet,7,EVT-CHV-003091,Chevrolet,0.999736,1
EVT-CHV-003932,Chevrolet,8,EVT-CHV-002814,Chevrolet,0.99973,1
EVT-CHV-003932,Chevrolet,9,EVT-CHV-003097,Chevrolet,0.999729,1
EVT-CHV-003932,Chevrolet,10,EVT-CHV-003939,Chevrolet,0.999725,1
EVT-CHV-003932,Chevrolet,11,EVT-CHV-002904,Chevrolet,0.999716,1
EVT-CHV-003932,Chevrolet,12,EVT-CHV-002764,Chevrolet,0.999713,1
EVT-CHV-003932,Chevrolet,13,EVT-CHV-003886,Chevrolet,0.999706,1
EVT-CHV-003932,Chevrolet,14,EVT-CHV-003353,Chevrolet,0.999703,1
EVT-CHV-003932,Chevrolet,15,EVT-CHV-003950,Chevrolet,0.999703,1
EVT-CHV-003933,Chevrolet,1,EVT-CHV-004381,Chevrolet,0.99985,1
EVT-CHV-003933,Chevrolet,2,EVT-CHV-003331,Chevrolet,0.999748,1
EVT-CHV-003933,Chevrolet,3,EVT-CHV-002753,Chevrolet,0.999736,1
EVT-CHV-003933,Chevrolet,4,EVT-CHV-004382,Chevrolet,0.999713,1
EVT-CHV-003933,Chevrolet,5,EVT-CHV-002872,Chevrolet,0.999677,1
EVT-CHV-003933,Chevrolet,6,EVT-CHV-003350,Chevrolet,0.999646,1
EVT-CHV-003933,Chevrolet,7,EVT-CHV-003037,Chevrolet,0.999633,1
EVT-CHV-003933,Chevrolet,8,EVT-CHV-003934,Chevrolet,0.999627,1
EVT-CHV-003933,Chevrolet,9,EVT-CHV-003956,Chevrolet,0.999589,1
EVT-CHV-003933,Chevrolet,10,EVT-CHV-003841,Chevrolet,0.999589,1
EVT-CHV-003933,Chevrolet,11,EVT-CHV-002890,Chevrolet,0.999586,1
EVT-CHV-003933,Chevrolet,12,EVT-CHV-003239,Chevrolet,0.999583,1
EVT-CHV-003933,Chevrolet,13,EVT-CHV-003033,Chevrolet,0.999578,1
EVT-CHV-003933,Chevrolet,14,EVT-CHV-003804,Chevrolet,0.99957,1
EVT-CHV-003933,Chevrolet,15,EVT-CHV-002779,Chevrolet,0.999563,1
EVT-CHV-003934,Chevrolet,1,EVT-CHV-002753,Chevrolet,0.999875,1
EVT-CHV-003934,Chevrolet,2,EVT-CHV-003176,Chevrolet,0.999852,1
EVT-CHV-003934,Chevrolet,3,EVT-CHV-003888,Chevrolet,0.999792,1
EVT-CHV-003934,Chevrolet,4,EVT-CHV-003130,Chevrolet,0.999785,1
EVT-CHV-003934,Chevrolet,5,EVT-CHV-003963,Chevrolet,0.999723,1
EVT-CHV-003934,Chevrolet,6,EVT-CHV-003037,Chevrolet,0.999701,1
EVT-CHV-003934,Chevrolet,7,EVT-CHV-002956,Chevrolet,0.999696,1
EVT-CHV-003934,Chevrolet,8,EVT-CHV-003796,Chevrolet,0.999685,1
EVT-CHV-003934,Chevrolet,9,EVT-CHV-004382,Chevrolet,0.999674,1
EVT-CHV-003934,Chevrolet,10,EVT-CHV-002992,Chevrolet,0.999669,1
EVT-CHV-003934,Chevrolet,11,EVT-CHV-003286,Chevrolet,0.999662,1
EVT-CHV-003934,Chevrolet,12,EVT-CHV-003332,Chevrolet,0.999646,1
EVT-CHV-003934,Chevrolet,13,EVT-CHV-004381,Chevrolet,0.99963,1
EVT-CHV-003934,Chevrolet,14,EVT-CHV-003933,Chevrolet,0.999627,1
EVT-CHV-003934,Chevrolet,15,EVT-CHV-004428,Chevrolet,0.999603,1
EVT-CHV-003935,Chevrolet,1,EVT-CHV-003356,Chevrolet,0.999679,1
EVT-CHV-003935,Chevrolet,2,EVT-CHV-003062,Chevrolet,0.999678,1
EVT-CHV-003935,Chevrolet,3,EVT-CHV-003866,Chevrolet,0.99966,1
EVT-CHV-003935,Chevrolet,4,EVT-CHV-003958,Chevrolet,0.999626,1
EVT-CHV-003935,Chevrolet,5,EVT-CHV-003843,Chevrolet,0.999596,1
EVT-CHV-003935,Chevrolet,6,EVT-CHV-003981,Chevrolet,0.999566,1
EVT-CHV-003935,Chevrolet,7,EVT-CHV-003903,Chevrolet,0.999561,1
EVT-CHV-003935,Chevrolet,8,EVT-CHV-002989,Chevrolet,0.999545,1
EVT-CHV-003935,Chevrolet,9,EVT-CHV-003127,Chevrolet,0.999541,1
EVT-CHV-003935,Chevrolet,10,EVT-CHV-004434,Chevrolet,0.999531,1
EVT-CHV-003935,Chevrolet,11,EVT-CHV-003154,Chevrolet,0.999499,1
EVT-CHV-003935,Chevrolet,12,EVT-CHV-004388,Chevrolet,0.999496,1
EVT-CHV-003935,Chevrolet,13,EVT-CHV-003108,Chevrolet,0.999473,1
EVT-CHV-003935,Chevrolet,14,EVT-CHV-002828,Chevrolet,0.99946,1
EVT-CHV-003935,Chevrolet,15,EVT-CHV-003016,Chevrolet,0.999442,1
EVT-CHV-003936,Chevrolet,1,EVT-CHV-003287,Chevrolet,0.999819,1
EVT-CHV-003936,Chevrolet,2,EVT-CHV-003104,Chevrolet,0.999785,1
EVT-CHV-003936,Chevrolet,3,EVT-CHV-003242,Chevrolet,0.999726,1
EVT-CHV-003936,Chevrolet,4,EVT-CHV-003196,Chevrolet,0.999718,1
EVT-CHV-003936,Chevrolet,5,EVT-CHV-003150,Chevrolet,0.999703,1
EVT-CHV-003936,Chevrolet,6,EVT-CHV-003012,Chevrolet,0.9997,1
EVT-CHV-003936,Chevrolet,7,EVT-CHV-003982,Chevrolet,0.999669,1
EVT-CHV-003936,Chevrolet,8,EVT-CHV-003254,Chevrolet,0.999652,1
EVT-CHV-003936,Chevrolet,9,EVT-CHV-003379,Chevrolet,0.999645,1
EVT-CHV-003936,Chevrolet,10,EVT-CHV-003357,Chevrolet,0.999643,1
EVT-CHV-003936,Chevrolet,11,EVT-CHV-003797,Chevrolet,0.999632,1
EVT-CHV-003936,Chevrolet,12,EVT-CHV-003058,Chevrolet,0.999597,1
EVT-CHV-003936,Chevrolet,13,EVT-CHV-002879,Chevrolet,0.999597,1
EVT-CHV-003936,Chevrolet,14,EVT-CHV-003333,Chevrolet,0.999572,1
EVT-CHV-003936,Chevrolet,15,EVT-CHV-003026,Chevrolet,0.999549,1
EVT-CHV-003937,Chevrolet,1,EVT-CHV-003891,Chevrolet,0.999662,1
EVT-CHV-003937,Chevrolet,2,EVT-CHV-003243,Chevrolet,0.999625,1
EVT-CHV-003937,Chevrolet,3,EVT-CHV-003960,Chevrolet,0.999595,1
EVT-CHV-003937,Chevrolet,4,EVT-CHV-003914,Chevrolet,0.99957,1
EVT-CHV-003937,Chevrolet,5,EVT-CHV-003312,Chevrolet,0.999547,1
EVT-CHV-003937,Chevrolet,6,EVT-CHV-002946,Chevrolet,0.999546,1
EVT-CHV-003937,Chevrolet,7,EVT-CHV-004394,Chevrolet,0.99952,1
EVT-CHV-003937,Chevrolet,8,EVT-CHV-003197,Chevrolet,0.99946,1
EVT-CHV-003937,Chevrolet,9,EVT-CHV-004403,Chevrolet,0.999451,1
EVT-CHV-003937,Chevrolet,10,EVT-CHV-003234,Chevrolet,0.999449,1
EVT-CHV-003937,Chevrolet,11,EVT-CHV-003188,Chevrolet,0.999435,1
EVT-CHV-003937,Chevrolet,12,EVT-CHV-003220,Chevrolet,0.999423,1
EVT-CHV-003937,Chevrolet,13,EVT-CHV-003957,Chevrolet,0.999416,1
EVT-CHV-003937,Chevrolet,14,EVT-CHV-003151,Chevrolet,0.999403,1
EVT-CHV-003937,Chevrolet,15,EVT-CHV-003983,Chevrolet,0.999391,1
EVT-CHV-003938,Chevrolet,1,EVT-CHV-003355,Chevrolet,0.999587,1
EVT-CHV-003938,Chevrolet,2,EVT-CHV-002877,Chevrolet,0.999581,1
EVT-CHV-003938,Chevrolet,3,EVT-CHV-002994,Chevrolet,0.999528,1
EVT-CHV-003938,Chevrolet,4,EVT-CHV-004395,Chevrolet,0.999504,1
EVT-CHV-003938,Chevrolet,5,EVT-CHV-003270,Chevrolet,0.999483,1
EVT-CHV-003938,Chevrolet,6,EVT-CHV-002911,Chevrolet,0.999476,1
EVT-CHV-003938,Chevrolet,7,EVT-CHV-003039,Chevrolet,0.999461,1
EVT-CHV-003938,Chevrolet,8,EVT-CHV-003939,Chevrolet,0.999445,1
EVT-CHV-003938,Chevrolet,9,EVT-CHV-003061,Chevrolet,0.999444,1
EVT-CHV-003938,Chevrolet,10,EVT-CHV-003134,Chevrolet,0.999434,1
EVT-CHV-003938,Chevrolet,11,EVT-CHV-002767,Chevrolet,0.999432,1
EVT-CHV-003938,Chevrolet,12,EVT-CHV-002766,Chevrolet,0.999431,1
EVT-CHV-003938,Chevrolet,13,EVT-CHV-002763,Chevrolet,0.999426,1
EVT-CHV-003938,Chevrolet,14,EVT-CHV-003132,Chevrolet,0.99942,1
EVT-CHV-003938,Chevrolet,15,EVT-CHV-002904,Chevrolet,0.999417,1
EVT-CHV-003939,Chevrolet,1,EVT-CHV-002767,Chevrolet,0.999809,1
EVT-CHV-003939,Chevrolet,2,EVT-CHV-002904,Chevrolet,0.999801,1
EVT-CHV-003939,Chevrolet,3,EVT-CHV-003049,Chevrolet,0.999756,1
EVT-CHV-003939,Chevrolet,4,EVT-CHV-002766,Chevrolet,0.999744,1
EVT-CHV-003939,Chevrolet,5,EVT-CHV-002960,Chevrolet,0.999733,1
EVT-CHV-003939,Chevrolet,6,EVT-CHV-003932,Chevrolet,0.999725,1
EVT-CHV-003939,Chevrolet,7,EVT-CHV-003072,Chevrolet,0.99972,1
EVT-CHV-003939,Chevrolet,8,EVT-CHV-003858,Chevrolet,0.999712,1
EVT-CHV-003939,Chevrolet,9,EVT-CHV-003350,Chevrolet,0.999707,1
EVT-CHV-003939,Chevrolet,10,EVT-CHV-004395,Chevrolet,0.999702,1
EVT-CHV-003939,Chevrolet,11,EVT-CHV-003348,Chevrolet,0.999698,1
EVT-CHV-003939,Chevrolet,12,EVT-CHV-003352,Chevrolet,0.999684,1
EVT-CHV-003939,Chevrolet,13,EVT-CHV-004386,Chevrolet,0.999683,1
EVT-CHV-003939,Chevrolet,14,EVT-CHV-002994,Chevrolet,0.999683,1
EVT-CHV-003939,Chevrolet,15,EVT-CHV-002914,Chevrolet,0.999672,1
EVT-CHV-003940,Chevrolet,1,EVT-CHV-003987,Chevrolet,0.999712,1
EVT-CHV-003940,Chevrolet,2,EVT-CHV-003894,Chevrolet,0.999691,1
EVT-CHV-003940,Chevrolet,3,EVT-CHV-003016,Chevrolet,0.99967,1
EVT-CHV-003940,Chevrolet,4,EVT-CHV-004415,Chevrolet,0.999654,1
EVT-CHV-003940,Chevrolet,5,EVT-CHV-003834,Chevrolet,0.999642,1
EVT-CHV-003940,Chevrolet,6,EVT-CHV-003062,Chevrolet,0.999636,1
EVT-CHV-003940,Chevrolet,7,EVT-CHV-003986,Chevrolet,0.99962,1
EVT-CHV-003940,Chevrolet,8,EVT-CHV-004406,Chevrolet,0.999611,1
EVT-CHV-003940,Chevrolet,9,EVT-CHV-003210,Chevrolet,0.999596,1
EVT-CHV-003940,Chevrolet,10,EVT-CHV-002970,Chevrolet,0.999589,1
EVT-CHV-003940,Chevrolet,11,EVT-CHV-002832,Chevrolet,0.999572,1
EVT-CHV-003940,Chevrolet,12,EVT-CHV-003200,Chevrolet,0.999554,1
EVT-CHV-003940,Chevrolet,13,EVT-CHV-003384,Chevrolet,0.99955,1
EVT-CHV-003940,Chevrolet,14,EVT-CHV-003108,Chevrolet,0.999544,1
EVT-CHV-003940,Chevrolet,15,EVT-CHV-003789,Chevrolet,0.99954,1
EVT-CHV-003941,Chevrolet,1,EVT-CHV-003384,Chevrolet,0.999879,1
EVT-CHV-003941,Chevrolet,2,EVT-CHV-003200,Chevrolet,0.999741,1
EVT-CHV-003941,Chevrolet,3,EVT-CHV-003987,Chevrolet,0.999709,1
EVT-CHV-003941,Chevrolet,4,EVT-CHV-003338,Chevrolet,0.999702,1
EVT-CHV-003941,Chevrolet,5,EVT-CHV-003292,Chevrolet,0.999596,1
EVT-CHV-003941,Chevrolet,6,EVT-CHV-003895,Chevrolet,0.999589,1
EVT-CHV-003941,Chevrolet,7,EVT-CHV-003926,Chevrolet,0.999569,1
EVT-CHV-003941,Chevrolet,8,EVT-CHV-003940,Chevrolet,0.99954,1
EVT-CHV-003941,Chevrolet,9,EVT-CHV-003154,Chevrolet,0.999524,1
EVT-CHV-003941,Chevrolet,10,EVT-CHV-003108,Chevrolet,0.999505,1
EVT-CHV-003941,Chevrolet,11,EVT-CHV-003246,Chevrolet,0.99948,1
EVT-CHV-003941,Chevrolet,12,EVT-CHV-003062,Chevrolet,0.999469,1
EVT-CHV-003941,Chevrolet,13,EVT-CHV-003355,Chevrolet,0.999447,1
EVT-CHV-003941,Chevrolet,14,EVT-CHV-003894,Chevrolet,0.999446,1
EVT-CHV-003941,Chevrolet,15,EVT-CHV-004429,Chevrolet,0.999416,1
EVT-CHV-003942,Chevrolet,1,EVT-CHV-002825,Chevrolet,0.999765,1
EVT-CHV-003942,Chevrolet,2,EVT-CHV-002780,Chevrolet,0.999709,1
EVT-CHV-003942,Chevrolet,3,EVT-CHV-003832,Chevrolet,0.999646,1
EVT-CHV-003942,Chevrolet,4,EVT-CHV-002844,Chevrolet,0.999642,1
EVT-CHV-003942,Chevrolet,5,EVT-CHV-004408,Chevrolet,0.999607,1
EVT-CHV-003942,Chevrolet,6,EVT-CHV-003028,Chevrolet,0.999579,1
EVT-CHV-003942,Chevrolet,7,EVT-CHV-003827,Chevrolet,0.999576,1
EVT-CHV-003942,Chevrolet,8,EVT-CHV-003078,Chevrolet,0.99955,1
EVT-CHV-003942,Chevrolet,9,EVT-CHV-002881,Chevrolet,0.999543,1
EVT-CHV-003942,Chevrolet,10,EVT-CHV-003805,Chevrolet,0.999502,1
EVT-CHV-003942,Chevrolet,11,EVT-CHV-002872,Chevrolet,0.999501,1
EVT-CHV-003942,Chevrolet,12,EVT-CHV-002917,Chevrolet,0.999494,1
EVT-CHV-003942,Chevrolet,13,EVT-CHV-002826,Chevrolet,0.999486,1
EVT-CHV-003942,Chevrolet,14,EVT-CHV-003768,Chevrolet,0.999486,1
EVT-CHV-003942,Chevrolet,15,EVT-CHV-003009,Chevrolet,0.999484,1
EVT-CHV-003943,Chevrolet,1,EVT-CHV-003989,Chevrolet,0.999886,1
EVT-CHV-003943,Chevrolet,2,EVT-CHV-003157,Chevrolet,0.999867,1
EVT-CHV-003943,Chevrolet,3,EVT-CHV-003805,Chevrolet,0.999816,1
EVT-CHV-003943,Chevrolet,4,EVT-CHV-002959,Chevrolet,0.999802,1
EVT-CHV-003943,Chevrolet,5,EVT-CHV-003166,Chevrolet,0.999788,1
EVT-CHV-003943,Chevrolet,6,EVT-CHV-003768,Chevrolet,0.999762,1
EVT-CHV-003943,Chevrolet,7,EVT-CHV-002927,Chevrolet,0.999757,1
EVT-CHV-003943,Chevrolet,8,EVT-CHV-002783,Chevrolet,0.999756,1
EVT-CHV-003943,Chevrolet,9,EVT-CHV-003019,Chevrolet,0.999749,1
EVT-CHV-003943,Chevrolet,10,EVT-CHV-003956,Chevrolet,0.999738,1
EVT-CHV-003943,Chevrolet,11,EVT-CHV-003975,Chevrolet,0.999738,1
EVT-CHV-003943,Chevrolet,12,EVT-CHV-003364,Chevrolet,0.999735,1
EVT-CHV-003943,Chevrolet,13,EVT-CHV-003295,Chevrolet,0.999724,1
EVT-CHV-003943,Chevrolet,14,EVT-CHV-003111,Chevrolet,0.99972,1
EVT-CHV-003943,Chevrolet,15,EVT-CHV-003952,Chevrolet,0.999715,1
EVT-CHV-003944,Chevrolet,1,EVT-CHV-003976,Chevrolet,0.999794,1
EVT-CHV-003944,Chevrolet,2,EVT-CHV-003211,Chevrolet,0.999794,1
EVT-CHV-003944,Chevrolet,3,EVT-CHV-003813,Chevrolet,0.999745,1
EVT-CHV-003944,Chevrolet,4,EVT-CHV-002935,Chevrolet,0.99974,1
EVT-CHV-003944,Chevrolet,5,EVT-CHV-002820,Chevrolet,0.999711,1
EVT-CHV-003944,Chevrolet,6,EVT-CHV-002912,Chevrolet,0.999684,1
EVT-CHV-003944,Chevrolet,7,EVT-CHV-004410,Chevrolet,0.999669,1
EVT-CHV-003944,Chevrolet,8,EVT-CHV-003165,Chevrolet,0.999657,1
EVT-CHV-003944,Chevrolet,9,EVT-CHV-003073,Chevrolet,0.999651,1
EVT-CHV-003944,Chevrolet,10,EVT-CHV-003312,Chevrolet,0.99964,1
EVT-CHV-003944,Chevrolet,11,EVT-CHV-003257,Chevrolet,0.999636,1
EVT-CHV-003944,Chevrolet,12,EVT-CHV-002774,Chevrolet,0.999617,1
EVT-CHV-003944,Chevrolet,13,EVT-CHV-003884,Chevrolet,0.999605,1
EVT-CHV-003944,Chevrolet,14,EVT-CHV-003923,Chevrolet,0.999597,1
EVT-CHV-003944,Chevrolet,15,EVT-CHV-003004,Chevrolet,0.999597,1
EVT-CHV-003945,Chevrolet,1,EVT-CHV-003991,Chevrolet,0.999865,1
EVT-CHV-003945,Chevrolet,2,EVT-CHV-003389,Chevrolet,0.999778,1
EVT-CHV-003945,Chevrolet,3,EVT-CHV-003954,Chevrolet,0.999777,1
EVT-CHV-003945,Chevrolet,4,EVT-CHV-003977,Chevrolet,0.99977,1
EVT-CHV-003945,Chevrolet,5,EVT-CHV-004402,Chevrolet,0.999731,1
EVT-CHV-003945,Chevrolet,6,EVT-CHV-003830,Chevrolet,0.999684,1
EVT-CHV-003945,Chevrolet,7,EVT-CHV-003807,Chevrolet,0.999668,1
EVT-CHV-003945,Chevrolet,8,EVT-CHV-002993,Chevrolet,0.999664,1
EVT-CHV-003945,Chevrolet,9,EVT-CHV-004425,Chevrolet,0.999659,1
EVT-CHV-003945,Chevrolet,10,EVT-CHV-003922,Chevrolet,0.999637,1
EVT-CHV-003945,Chevrolet,11,EVT-CHV-003872,Chevrolet,0.999629,1
EVT-CHV-003945,Chevrolet,12,EVT-CHV-002893,Chevrolet,0.999603,1
EVT-CHV-003945,Chevrolet,13,EVT-CHV-003159,Chevrolet,0.999602,1
EVT-CHV-003945,Chevrolet,14,EVT-CHV-003362,Chevrolet,0.999599,1
EVT-CHV-003945,Chevrolet,15,EVT-CHV-002828,Chevrolet,0.999597,1
EVT-CHV-003946,Chevrolet,1,EVT-CHV-003978,Chevrolet,0.999839,1
EVT-CHV-003946,Chevrolet,2,EVT-CHV-003374,Chevrolet,0.999787,1
EVT-CHV-003946,Chevrolet,3,EVT-CHV-003388,Chevrolet,0.999758,1
EVT-CHV-003946,Chevrolet,4,EVT-CHV-003780,Chevrolet,0.999726,1
EVT-CHV-003946,Chevrolet,5,EVT-CHV-002939,Chevrolet,0.999726,1
EVT-CHV-003946,Chevrolet,6,EVT-CHV-003307,Chevrolet,0.999712,1
EVT-CHV-003946,Chevrolet,7,EVT-CHV-004405,Chevrolet,0.999703,1
