system,precision,recall,f1,roc_auc,pr_auc,false_positive_rate,detection_score,tn,fp,fn,tp
fleet_aware,0.905237869780981,0.7932724814063556,0.8455648100374275,0.7951566281486973,0.9587357662855087,0.4445175618984947,0.8455648100374275,6753,5404,13453,51623
