scenario_id,scenario_key,scenario_label,seed,campaign_size,method,local_ids,descriptor_sharing,fleet_graph,graphsage,dbscan,campaign_reasoning,local_precision,local_recall,local_f1,local_fpr,local_alert_generated,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_rate,incorrect_merge_rate,membership_precision,membership_recall,membership_f1,fragmentation,source,metric_source
S1,isolated_attack,Isolated single-vehicle attack,67,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S1,isolated_attack,Isolated single-vehicle attack,71,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S1,isolated_attack,Isolated single-vehicle attack,83,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S1,isolated_attack,Isolated single-vehicle attack,97,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S1,isolated_attack,Isolated single-vehicle attack,101,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,11,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,23,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,37,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,41,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,53,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,67,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,71,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,83,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,97,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S2,independent_multi_vehicle_attacks,Independent multi-vehicle attacks,101,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,11,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5,1.0,0.6666666666666666,0.05263157894736842,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,11,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5,1.0,0.6666666666666666,0.14285714285714285,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,11,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5263157894736842,1.0,0.6896551724137931,0.3,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,23,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.6666666666666666,1.0,0.8,0.02631578947368421,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,23,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.6097560975609756,1.0,0.7575757575757575,0.09142857142857143,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,23,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5681818181818182,1.0,0.7246376811594203,0.25333333333333335,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,37,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5,1.0,0.6666666666666666,0.05263157894736842,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,37,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5555555555555556,1.0,0.7142857142857143,0.11428571428571428,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,37,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5319148936170213,1.0,0.6944444444444444,0.29333333333333333,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,41,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5555555555555556,1.0,0.7142857142857143,0.042105263157894736,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,41,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5319148936170213,1.0,0.6944444444444444,0.12571428571428572,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,41,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5154639175257731,1.0,0.6802721088435374,0.31333333333333335,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,53,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.625,1.0,0.7692307692307693,0.031578947368421054,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,53,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5952380952380952,1.0,0.7462686567164178,0.09714285714285714,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,53,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5747126436781609,1.0,0.7299270072992701,0.24666666666666667,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,67,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5,1.0,0.6666666666666666,0.05263157894736842,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,67,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.6097560975609756,1.0,0.7575757575757575,0.09142857142857143,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,67,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5952380952380952,1.0,0.7462686567164178,0.22666666666666666,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,71,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5555555555555556,1.0,0.7142857142857143,0.042105263157894736,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,71,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5434782608695652,1.0,0.704225352112676,0.12,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,71,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5494505494505495,1.0,0.7092198581560284,0.2733333333333333,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,83,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5,1.0,0.6666666666666666,0.05263157894736842,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,83,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5,1.0,0.6666666666666666,0.14285714285714285,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,83,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5102040816326531,1.0,0.6756756756756758,0.32,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,97,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5,1.0,0.6666666666666666,0.05263157894736842,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,97,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5208333333333334,1.0,0.684931506849315,0.13142857142857142,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,97,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5208333333333334,1.0,0.684931506849315,0.30666666666666664,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,101,2,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5555555555555556,1.0,0.7142857142857143,0.042105263157894736,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,101,5,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5555555555555556,1.0,0.7142857142857143,0.11428571428571428,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S3,strong_coordinated_campaign,Strong coordinated campaign,101,10,Vehicle-Level IDS,Yes,No,No,No,No,No,0.5263157894736842,1.0,0.6896551724137931,0.3,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,11,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.8,0.888888888888889,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,11,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.88,0.9361702127659575,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,11,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.84,0.9130434782608696,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,23,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.8,0.888888888888889,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,23,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.72,0.8372093023255813,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,23,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.72,0.8372093023255813,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,37,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.9,0.9473684210526316,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,37,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.84,0.9130434782608696,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,37,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.84,0.9130434782608696,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,41,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.9,0.9473684210526316,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,41,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.92,0.9583333333333334,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,41,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.92,0.9583333333333334,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,53,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.6,0.7499999999999999,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,53,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.84,0.9130434782608696,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,53,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.82,0.9010989010989011,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,67,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.7,0.8235294117647058,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,67,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.76,0.8636363636363636,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,67,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.78,0.8764044943820225,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,71,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,1.0,1.0,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,71,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.92,0.9583333333333334,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,71,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.9,0.9473684210526316,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,83,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.6,0.7499999999999999,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,83,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.84,0.9130434782608696,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,83,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.9,0.9473684210526316,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,97,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.8,0.888888888888889,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,97,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.88,0.9361702127659575,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,97,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.8,0.888888888888889,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,101,2,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.7,0.8235294117647058,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,101,5,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.72,0.8372093023255813,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
S4,weak_coordinated_campaign,Weak coordinated campaign,101,10,Vehicle-Level IDS,Yes,No,No,No,No,No,1.0,0.8,0.888888888888889,0.0,True,,,,,,,,,,,per_window_local_alert (theta_strong); no fleet layers,per_window_local_alert_counts
