similarity_view,top_k_same_vehicle,top_k_cross_vehicle,similarity_threshold,nodes,edges,density,average_degree,connected_components,cross_vehicle_edge_percentage
behavior_only_vehicle_normalized,10,5,0.95,77233,828336,0.00027774,21.4503,16,41.6876
