event_id,vehicle_id,vehicle_token,vehicle_model,manufacturer,attack_type,label,anomaly_score,weak_prediction,strong_prediction,dataset_set,subset_name,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,id_transition_rate,id_repetition_rate,mean_inter_arrival_time,std_inter_arrival_time,min_inter_arrival_time,max_inter_arrival_time,message_rate,mean_dlc,std_dlc,dlc_mode_ratio,byte_mean_0,byte_mean_1,byte_mean_2,byte_mean_3,byte_mean_4,byte_mean_5,byte_mean_6,byte_mean_7,byte_std_0,byte_std_1,byte_std_2,byte_std_3,byte_std_4,byte_std_5,byte_std_6,byte_std_7,payload_change_rate,payload_static_ratio,local_alert,weak_signal,burstiness,payload_entropy,cluster_id,in_qualifying_campaign,is_noise
EVT-SUB-00000239,subaru_forester,subaru_forester,subaru_forester,Subaru,benign,0,2.140806905914094,1,0,set_04,test_01_known_vehicle_known_attack,0.0,20.0,-0.11012612413468316,-5.551115117574667e-17,0.5,0.5,-0.3580417915503423,-2.1684043428026043e-19,1e-06,0.01,0.0,8.0,0.1,1.0,10.006469108638754,10.001651348337758,9.88391313660926,9.958887733194196,9.990804179033411,10.04010105572436,10.071027262672942,9.956040699579678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0,1,0.3503091097719275,-0.54286307494993,-1,False,True
