run_id,test_condition,seed,similarity_threshold,max_cross_vehicle_neighbors,max_same_vehicle_neighbors,unique_edges,campaign_precision,campaign_recall,campaign_f1,membership_precision,fragmentation,incorrect_merging,false_campaign_rate,graph_build_time,gnn_inference_time,end_to_end_latency,peak_memory
edge_Strong_Coordinated_Campaign_seed67_tau0.85_k20,Strong Coordinated Campaign,67,0.85,20,2,1371.0,0.5,1.0,0.6666666666666666,0.35714285714285715,1,0,1.0,0.18544554198160768,0.09353654191363603,0.40048404200933874,1.4987316131591797
edge_Strong_Coordinated_Campaign_seed67_tau0.90_k3,Strong Coordinated Campaign,67,0.9,3,2,475.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10817795805633068,0.07771329092793167,0.267233542050235,1.2510957717895508
edge_Strong_Coordinated_Campaign_seed67_tau0.90_k5,Strong Coordinated Campaign,67,0.9,5,2,580.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.11941908299922943,0.08015687495935708,0.2794392090290785,1.2693777084350586
edge_Strong_Coordinated_Campaign_seed67_tau0.90_k10,Strong Coordinated Campaign,67,0.9,10,2,770.0,0.5,1.0,0.6666666666666666,0.5,1,0,1.0,0.13578350003808737,0.08110870898235589,0.30503225000575185,1.330948829650879
edge_Strong_Coordinated_Campaign_seed67_tau0.90_k20,Strong Coordinated Campaign,67,0.9,20,2,1076.0,0.5,1.0,0.6666666666666666,0.4166666666666667,1,0,1.0,0.17994166701100767,0.08920241694431752,0.3675033339532092,1.4207048416137695
edge_Strong_Coordinated_Campaign_seed67_tau0.95_k3,Strong Coordinated Campaign,67,0.95,3,2,341.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10089633299503475,0.0710885840235278,0.2399742080597207,1.2156667709350586
edge_Strong_Coordinated_Campaign_seed67_tau0.95_k5,Strong Coordinated Campaign,67,0.95,5,2,422.0,1.0,1.0,1.0,1.0,0,0,0.0,0.11090695904567838,0.0964906670851633,0.371773042017594,1.2306394577026367
edge_Strong_Coordinated_Campaign_seed67_tau0.95_k10,Strong Coordinated Campaign,67,0.95,10,2,590.0,1.0,1.0,1.0,1.0,0,0,0.0,0.13269449991639704,0.08068195800296962,0.29596866690553725,1.2850866317749023
edge_Strong_Coordinated_Campaign_seed67_tau0.95_k20,Strong Coordinated Campaign,67,0.95,20,2,856.0,1.0,1.0,1.0,1.0,0,0,0.0,0.18136108305770904,0.08695787494070828,0.36184195801615715,1.3590326309204102
edge_Strong_Coordinated_Campaign_seed71_tau0.75_k3,Strong Coordinated Campaign,71,0.75,3,2,670.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10747829196043313,0.08881604101043195,0.2833868330344558,1.3004341125488281
edge_Strong_Coordinated_Campaign_seed71_tau0.75_k5,Strong Coordinated Campaign,71,0.75,5,2,912.0,0.5,1.0,0.6666666666666666,0.3333333333333333,1,0,1.0,0.11870299989823252,0.08420625003054738,0.2972052920376882,1.369095802307129
edge_Strong_Coordinated_Campaign_seed71_tau0.75_k10,Strong Coordinated Campaign,71,0.75,10,2,1368.0,0.0,0.0,0.0,0.0,0,0,0.0,0.14470695902127773,0.09246416599489748,0.3412447499576956,1.4895830154418945
edge_Strong_Coordinated_Campaign_seed71_tau0.75_k20,Strong Coordinated Campaign,71,0.75,20,2,1886.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18868316698353738,0.09166662499774247,0.40944362501613796,1.7977066040039062
edge_Strong_Coordinated_Campaign_seed71_tau0.80_k3,Strong Coordinated Campaign,71,0.8,3,2,644.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10664437501691282,0.07846237497869879,0.2669221250107512,1.294485092163086
edge_Strong_Coordinated_Campaign_seed71_tau0.80_k5,Strong Coordinated Campaign,71,0.8,5,2,857.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.1138146249577403,0.08044799999333918,0.28417400002945215,1.3499488830566406
edge_Strong_Coordinated_Campaign_seed71_tau0.80_k10,Strong Coordinated Campaign,71,0.8,10,2,1205.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1362885000417009,0.08361175004392862,0.32346737501211464,1.445638656616211
edge_Strong_Coordinated_Campaign_seed71_tau0.80_k20,Strong Coordinated Campaign,71,0.8,20,2,1643.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18626187508925796,0.09712291695177555,0.3975173329235986,1.6492910385131836
edge_Strong_Coordinated_Campaign_seed71_tau0.85_k3,Strong Coordinated Campaign,71,0.85,3,2,576.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10121925000566989,0.07983512501232326,0.2654480839846656,1.2797775268554688
edge_Strong_Coordinated_Campaign_seed71_tau0.85_k5,Strong Coordinated Campaign,71,0.85,5,2,747.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.1209219170268625,0.085310458089225,0.29579908307641745,1.316457748413086
edge_Strong_Coordinated_Campaign_seed71_tau0.85_k10,Strong Coordinated Campaign,71,0.85,10,2,996.0,0.5,1.0,0.6666666666666666,0.45454545454545453,1,0,1.0,0.1440767499152571,0.08218133309856057,0.3232129999669269,1.389573097229004
edge_Strong_Coordinated_Campaign_seed71_tau0.85_k20,Strong Coordinated Campaign,71,0.85,20,2,1371.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18661695800255984,0.08927841705735773,0.38290270895231515,1.4926271438598633
edge_Strong_Coordinated_Campaign_seed71_tau0.90_k3,Strong Coordinated Campaign,71,0.9,3,2,475.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1015546660637483,0.07331837504170835,0.2525068339891732,1.2523431777954102
edge_Strong_Coordinated_Campaign_seed71_tau0.90_k5,Strong Coordinated Campaign,71,0.9,5,2,580.0,1.0,1.0,1.0,1.0,0,0,0.0,0.11202641692943871,0.0790431669447571,0.26897062500938773,1.270538330078125
edge_Strong_Coordinated_Campaign_seed71_tau0.90_k10,Strong Coordinated Campaign,71,0.9,10,2,770.0,0.5,1.0,0.6666666666666666,0.45454545454545453,1,0,1.0,0.14371929108165205,0.08033999998588115,0.31141837500035763,1.3320188522338867
edge_Strong_Coordinated_Campaign_seed71_tau0.90_k20,Strong Coordinated Campaign,71,0.9,20,2,1076.0,0.5,1.0,0.6666666666666666,0.5,1,0,1.0,0.18079458409920335,0.09009258402511477,0.37159120896831155,1.4188995361328125
edge_Strong_Coordinated_Campaign_seed71_tau0.95_k3,Strong Coordinated Campaign,71,0.95,3,2,341.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10215358296409249,0.07023391604889184,0.2464572919998318,1.2209043502807617
edge_Strong_Coordinated_Campaign_seed71_tau0.95_k5,Strong Coordinated Campaign,71,0.95,5,2,422.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10947554092854261,0.07680366700515151,0.2698081659618765,1.2311925888061523
edge_Strong_Coordinated_Campaign_seed71_tau0.95_k10,Strong Coordinated Campaign,71,0.95,10,2,590.0,1.0,1.0,1.0,1.0,0,0,0.0,0.22470883303321898,0.1458364580757916,0.47289691702462733,1.2842559814453125
edge_Strong_Coordinated_Campaign_seed71_tau0.95_k20,Strong Coordinated Campaign,71,0.95,20,2,856.0,1.0,1.0,1.0,1.0,0,0,0.0,0.18513366591650993,0.08789349999278784,0.3705478749470785,1.35894775390625
edge_Strong_Coordinated_Campaign_seed83_tau0.75_k3,Strong Coordinated Campaign,83,0.75,3,2,670.0,0.5,1.0,0.6666666666666666,0.35714285714285715,1,0,1.0,0.10938337503466755,0.08831591601483524,0.2854727909434587,1.3002939224243164
edge_Strong_Coordinated_Campaign_seed83_tau0.75_k5,Strong Coordinated Campaign,83,0.75,5,2,912.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.11719191598240286,0.08257058402523398,0.2941235000034794,1.364802360534668
edge_Strong_Coordinated_Campaign_seed83_tau0.75_k10,Strong Coordinated Campaign,83,0.75,10,2,1368.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.13881724991369992,0.09334904095157981,0.3430555830709636,1.4889726638793945
edge_Strong_Coordinated_Campaign_seed83_tau0.75_k20,Strong Coordinated Campaign,83,0.75,20,2,1886.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18788924999535084,0.09246174991130829,0.41276220907457173,1.797408103942871
edge_Strong_Coordinated_Campaign_seed83_tau0.80_k3,Strong Coordinated Campaign,83,0.8,3,2,644.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10463987500406802,0.07830258400645107,0.26976970897521824,1.2932004928588867
edge_Strong_Coordinated_Campaign_seed83_tau0.80_k5,Strong Coordinated Campaign,83,0.8,5,2,857.0,0.5,1.0,0.6666666666666666,0.35714285714285715,1,0,1.0,0.11862866603769362,0.08274466602597386,0.2963937920285389,1.3505125045776367
edge_Strong_Coordinated_Campaign_seed83_tau0.80_k10,Strong Coordinated Campaign,83,0.8,10,2,1205.0,0.5,1.0,0.6666666666666666,0.35714285714285715,1,0,1.0,0.15001083398237824,0.1010225840145722,0.3562068750616163,1.446131706237793
edge_Strong_Coordinated_Campaign_seed83_tau0.80_k20,Strong Coordinated Campaign,83,0.8,20,2,1643.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18684304098132998,0.090546666062437,0.40323745808564126,1.6484746932983398
edge_Strong_Coordinated_Campaign_seed83_tau0.85_k3,Strong Coordinated Campaign,83,0.85,3,2,576.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10043179197236896,0.07846175006125122,0.26761704206001014,1.2756576538085938
edge_Strong_Coordinated_Campaign_seed83_tau0.85_k5,Strong Coordinated Campaign,83,0.85,5,2,747.0,0.5,1.0,0.6666666666666666,0.4166666666666667,1,0,1.0,0.12317941698711365,0.2136649580206722,0.4255543330218643,1.317305564880371
edge_Strong_Coordinated_Campaign_seed83_tau0.85_k10,Strong Coordinated Campaign,83,0.85,10,2,996.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.13961041707079858,0.0831480419728905,0.3214897920843214,1.3889293670654297
edge_Strong_Coordinated_Campaign_seed83_tau0.85_k20,Strong Coordinated Campaign,83,0.85,20,2,1371.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.18351508397608995,0.09301945799961686,0.39248729101382196,1.4991607666015625
edge_Strong_Coordinated_Campaign_seed83_tau0.90_k3,Strong Coordinated Campaign,83,0.9,3,2,475.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10983483295422047,0.08180837496183813,0.27462229202501476,1.251582145690918
edge_Strong_Coordinated_Campaign_seed83_tau0.90_k5,Strong Coordinated Campaign,83,0.9,5,2,580.0,1.0,1.0,1.0,1.0,0,0,0.0,0.11806583299767226,0.07960808393545449,0.2789630830520764,1.2722911834716797
edge_Strong_Coordinated_Campaign_seed83_tau0.90_k10,Strong Coordinated Campaign,83,0.9,10,2,770.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1349264590535313,0.08317079208791256,0.30741245904937387,1.331160545349121
edge_Strong_Coordinated_Campaign_seed83_tau0.90_k20,Strong Coordinated Campaign,83,0.9,20,2,1076.0,1.0,1.0,1.0,1.0,0,0,0.0,0.17965787497814745,0.09054487501271069,0.3715759170008823,1.4188013076782227
edge_Strong_Coordinated_Campaign_seed83_tau0.95_k3,Strong Coordinated Campaign,83,0.95,3,2,341.0,1.0,1.0,1.0,1.0,0,0,0.0,0.09988291701301932,0.0726713330950588,0.24178012507036328,1.2160310745239258
edge_Strong_Coordinated_Campaign_seed83_tau0.95_k5,Strong Coordinated Campaign,83,0.95,5,2,422.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10764691699296236,0.07168850000016391,0.25146345794200897,1.2318906784057617
edge_Strong_Coordinated_Campaign_seed83_tau0.95_k10,Strong Coordinated Campaign,83,0.95,10,2,590.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1335362499812618,0.08300145796965808,0.29835825006011873,1.284520149230957
edge_Strong_Coordinated_Campaign_seed83_tau0.95_k20,Strong Coordinated Campaign,83,0.95,20,2,856.0,1.0,1.0,1.0,1.0,0,0,0.0,0.18067466595675796,0.08095220802351832,0.35143345897085965,1.3606853485107422
edge_Strong_Coordinated_Campaign_seed97_tau0.75_k3,Strong Coordinated Campaign,97,0.75,3,2,670.0,0.3333333333333333,1.0,0.5,0.38461538461538464,1,0,1.0,0.10435304103884846,0.08078166702762246,0.2721185419941321,1.3028593063354492
edge_Strong_Coordinated_Campaign_seed97_tau0.75_k5,Strong Coordinated Campaign,97,0.75,5,2,912.0,0.5,1.0,0.6666666666666666,0.35714285714285715,1,0,1.0,0.1202639170223847,0.08324258401989937,0.2934261669870466,1.3648872375488281
edge_Strong_Coordinated_Campaign_seed97_tau0.75_k10,Strong Coordinated Campaign,97,0.75,10,2,1368.0,0.0,0.0,0.0,0.0,0,0,0.0,0.14454808295704424,0.09111008292529732,0.3452004579594359,1.4889602661132812
edge_Strong_Coordinated_Campaign_seed97_tau0.75_k20,Strong Coordinated Campaign,97,0.75,20,2,1886.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18916208297014236,0.09241833304986358,0.4129525830503553,1.7984676361083984
edge_Strong_Coordinated_Campaign_seed97_tau0.80_k3,Strong Coordinated Campaign,97,0.8,3,2,644.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.10279987507965416,0.08083245798479766,0.26364691695198417,1.2939872741699219
edge_Strong_Coordinated_Campaign_seed97_tau0.80_k5,Strong Coordinated Campaign,97,0.8,5,2,857.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.11139154201373458,0.0818926669890061,0.2839613329852,1.3497018814086914
edge_Strong_Coordinated_Campaign_seed97_tau0.80_k10,Strong Coordinated Campaign,97,0.8,10,2,1205.0,1.0,1.0,1.0,1.0,0,0,0.0,0.13887970801442862,0.09131462511140853,0.33580691704992205,1.4474468231201172
edge_Strong_Coordinated_Campaign_seed97_tau0.80_k20,Strong Coordinated Campaign,97,0.8,20,2,1643.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1873807500815019,0.09014650003518909,0.39670004101935774,1.6482830047607422
edge_Strong_Coordinated_Campaign_seed97_tau0.85_k3,Strong Coordinated Campaign,97,0.85,3,2,576.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10441841592546552,0.07760620792396367,0.26570970797911286,1.2755441665649414
edge_Strong_Coordinated_Campaign_seed97_tau0.85_k5,Strong Coordinated Campaign,97,0.85,5,2,747.0,0.5,1.0,0.6666666666666666,0.4166666666666667,1,0,1.0,0.11864379199687392,0.0833315410418436,0.29272183298598975,1.3170442581176758
edge_Strong_Coordinated_Campaign_seed97_tau0.85_k10,Strong Coordinated Campaign,97,0.85,10,2,996.0,0.3333333333333333,1.0,0.5,0.3125,1,0,1.0,0.1465573749737814,0.08163262507878244,0.3252834170125425,1.3914947509765625
edge_Strong_Coordinated_Campaign_seed97_tau0.85_k20,Strong Coordinated Campaign,97,0.85,20,2,1371.0,0.0,0.0,0.0,0.0,0,0,0.0,0.184287374955602,0.09203824994619936,0.38610062503721565,1.4985771179199219
edge_Strong_Coordinated_Campaign_seed97_tau0.90_k3,Strong Coordinated Campaign,97,0.9,3,2,475.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10300937504507601,0.07354370900429785,0.24807083397172391,1.2522001266479492
edge_Strong_Coordinated_Campaign_seed97_tau0.90_k5,Strong Coordinated Campaign,97,0.9,5,2,580.0,0.5,1.0,0.6666666666666666,0.4166666666666667,1,0,1.0,0.11110262502916157,0.0791298330295831,0.2730802500154823,1.2717437744140625
edge_Strong_Coordinated_Campaign_seed97_tau0.90_k10,Strong Coordinated Campaign,97,0.9,10,2,770.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.13692708301823586,0.07946166698820889,0.3040051660500467,1.3311500549316406
edge_Strong_Coordinated_Campaign_seed97_tau0.90_k20,Strong Coordinated Campaign,97,0.9,20,2,1076.0,0.5,1.0,0.6666666666666666,0.4166666666666667,1,0,1.0,0.21684062504209578,0.17638041696045548,0.4990276669850573,1.4203147888183594
edge_Strong_Coordinated_Campaign_seed97_tau0.95_k3,Strong Coordinated Campaign,97,0.95,3,2,341.0,1.0,1.0,1.0,0.8333333333333334,0,0,0.0,0.10248233296442777,0.07159170799423009,0.2422172090737149,1.2156963348388672
edge_Strong_Coordinated_Campaign_seed97_tau0.95_k5,Strong Coordinated Campaign,97,0.95,5,2,422.0,1.0,1.0,1.0,0.7142857142857143,0,0,0.0,0.11396637500729412,0.07539195904973894,0.38617170799989253,1.2291078567504883
edge_Strong_Coordinated_Campaign_seed97_tau0.95_k10,Strong Coordinated Campaign,97,0.95,10,2,590.0,1.0,1.0,1.0,0.7142857142857143,0,0,0.0,0.1433654580032453,0.0881563751026988,0.31122362497262657,1.2843236923217773
edge_Strong_Coordinated_Campaign_seed97_tau0.95_k20,Strong Coordinated Campaign,97,0.95,20,2,856.0,1.0,1.0,1.0,0.7142857142857143,0,0,0.0,0.17964504193514585,0.07939191604964435,0.34703670791350305,1.359375
edge_Strong_Coordinated_Campaign_seed101_tau0.75_k3,Strong Coordinated Campaign,101,0.75,3,2,670.0,1.0,1.0,1.0,1.0,0,0,0.0,0.102818459039554,0.08075758290942758,0.2657256660750136,1.3020610809326172
edge_Strong_Coordinated_Campaign_seed101_tau0.75_k5,Strong Coordinated Campaign,101,0.75,5,2,912.0,1.0,1.0,1.0,1.0,0,0,0.0,0.11607508303131908,0.08175483299419284,0.2867804579436779,1.3643417358398438
edge_Strong_Coordinated_Campaign_seed101_tau0.75_k10,Strong Coordinated Campaign,101,0.75,10,2,1368.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1394505420466885,0.09233212494291365,0.3424515830120072,1.4885492324829102
edge_Strong_Coordinated_Campaign_seed101_tau0.75_k20,Strong Coordinated Campaign,101,0.75,20,2,1886.0,0.0,0.0,0.0,0.0,0,0,0.0,0.19493800005875528,0.09103704197332263,0.41797887498978525,1.794499397277832
edge_Strong_Coordinated_Campaign_seed101_tau0.80_k3,Strong Coordinated Campaign,101,0.8,3,2,644.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10322879208251834,0.0800794999813661,0.2672232079785317,1.2934904098510742
edge_Strong_Coordinated_Campaign_seed101_tau0.80_k5,Strong Coordinated Campaign,101,0.8,5,2,857.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1111565000610426,0.08025083306711167,0.287075792090036,1.3505687713623047
edge_Strong_Coordinated_Campaign_seed101_tau0.80_k10,Strong Coordinated Campaign,101,0.8,10,2,1205.0,0.0,0.0,0.0,0.0,0,0,0.0,0.14828874997328967,0.10599633399397135,0.3565512920031324,1.4485654830932617
edge_Strong_Coordinated_Campaign_seed101_tau0.80_k20,Strong Coordinated Campaign,101,0.8,20,2,1643.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18752599996514618,0.09286533307749778,0.40183224994689226,1.6484088897705078
edge_Strong_Coordinated_Campaign_seed101_tau0.85_k3,Strong Coordinated Campaign,101,0.85,3,2,576.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10159087495412678,0.07896374992560595,0.26218141696881503,1.2758331298828125
edge_Strong_Coordinated_Campaign_seed101_tau0.85_k5,Strong Coordinated Campaign,101,0.85,5,2,747.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.1142128340434283,0.07921137497760355,0.2792397089069709,1.317072868347168
edge_Strong_Coordinated_Campaign_seed101_tau0.85_k10,Strong Coordinated Campaign,101,0.85,10,2,996.0,0.5,1.0,0.6666666666666666,0.4166666666666667,1,0,1.0,0.13466954103205353,0.08108104206621647,0.31116858404129744,1.388925552368164
edge_Strong_Coordinated_Campaign_seed101_tau0.85_k20,Strong Coordinated Campaign,101,0.85,20,2,1371.0,0.5,1.0,0.6666666666666666,0.38461538461538464,1,0,1.0,0.18824012496042997,0.09261924994643778,0.38879141700454056,1.4977569580078125
edge_Strong_Coordinated_Campaign_seed101_tau0.90_k3,Strong Coordinated Campaign,101,0.9,3,2,475.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1001829580636695,0.07311541610397398,0.2482785420725122,1.2537775039672852
edge_Strong_Coordinated_Campaign_seed101_tau0.90_k5,Strong Coordinated Campaign,101,0.9,5,2,580.0,1.0,1.0,1.0,1.0,0,0,0.0,0.11086729099042714,0.08039704093243927,0.27338420902378857,1.2714080810546875
edge_Strong_Coordinated_Campaign_seed101_tau0.90_k10,Strong Coordinated Campaign,101,0.9,10,2,770.0,1.0,1.0,1.0,1.0,0,0,0.0,0.14075637492351234,0.08470937504898757,0.317511250032112,1.3311872482299805
edge_Strong_Coordinated_Campaign_seed101_tau0.90_k20,Strong Coordinated Campaign,101,0.9,20,2,1076.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1831509170588106,0.09053216595202684,0.3698438750579953,1.4148263931274414
edge_Strong_Coordinated_Campaign_seed101_tau0.95_k3,Strong Coordinated Campaign,101,0.95,3,2,341.0,1.0,1.0,1.0,1.0,0,0,0.0,0.09918508399277925,0.07138779200613499,0.2360133749898523,1.2167539596557617
edge_Strong_Coordinated_Campaign_seed101_tau0.95_k5,Strong Coordinated Campaign,101,0.95,5,2,422.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10925141698680818,0.07276762498077005,0.252756749978289,1.230447769165039
edge_Strong_Coordinated_Campaign_seed101_tau0.95_k10,Strong Coordinated Campaign,101,0.95,10,2,590.0,1.0,1.0,1.0,1.0,0,0,0.0,0.13289583299774677,0.07754537498112768,0.28576649993192405,1.2848520278930664
edge_Strong_Coordinated_Campaign_seed101_tau0.95_k20,Strong Coordinated Campaign,101,0.95,20,2,856.0,1.0,1.0,1.0,1.0,0,0,0.0,0.17642383300699294,0.08134695806074888,0.3444856669520959,1.3632698059082031
edge_Weak_Coordinated_Campaign_seed11_tau0.75_k3,Weak Coordinated Campaign,11,0.75,3,2,591.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10123708401806653,0.07943645806517452,0.2532747919904068,1.2846717834472656
edge_Weak_Coordinated_Campaign_seed11_tau0.75_k5,Weak Coordinated Campaign,11,0.75,5,2,775.0,0.0,0.0,0.0,0.0,0,0,0.0,0.11894725007005036,0.08095383399631828,0.28629262500908226,1.322810173034668
edge_Weak_Coordinated_Campaign_seed11_tau0.75_k10,Weak Coordinated Campaign,11,0.75,10,2,1159.0,0.0,0.0,0.0,0.0,0,0,0.0,0.14003749995026737,0.09452649997547269,0.3335842500673607,1.4346981048583984
edge_Weak_Coordinated_Campaign_seed11_tau0.75_k20,Weak Coordinated Campaign,11,0.75,20,2,1697.0,1.0,1.0,1.0,1.0,0,0,0.0,0.20194345794152468,0.09691391699016094,0.41378916695248336,1.6819524765014648
edge_Weak_Coordinated_Campaign_seed11_tau0.80_k3,Weak Coordinated Campaign,11,0.8,3,2,555.0,0.0,0.0,0.0,0.0,0,0,0.0,0.10263520805165172,0.07823229092173278,0.2524932089727372,1.2696590423583984
edge_Weak_Coordinated_Campaign_seed11_tau0.80_k5,Weak Coordinated Campaign,11,0.8,5,2,720.0,0.0,0.0,0.0,0.0,0,0,0.0,0.20903670799452811,0.08778779208660126,0.3804061250993982,1.3050336837768555
edge_Weak_Coordinated_Campaign_seed11_tau0.80_k10,Weak Coordinated Campaign,11,0.8,10,2,1037.0,0.0,0.0,0.0,0.0,0,0,0.0,0.13718670897651464,0.09000537497922778,0.3172016249736771,1.402113914489746
edge_Weak_Coordinated_Campaign_seed11_tau0.80_k20,Weak Coordinated Campaign,11,0.8,20,2,1436.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1851642079418525,0.09232908301055431,0.3847932919161394,1.5185117721557617
edge_Weak_Coordinated_Campaign_seed11_tau0.85_k3,Weak Coordinated Campaign,11,0.85,3,2,504.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10182166693266481,0.07235799997579306,0.2464496250031516,1.2570877075195312
edge_Weak_Coordinated_Campaign_seed11_tau0.85_k5,Weak Coordinated Campaign,11,0.85,5,2,643.0,0.0,0.0,0.0,0.0,0,0,0.0,0.11103683395776898,0.07942983403336257,0.26789058302529156,1.2834815979003906
edge_Weak_Coordinated_Campaign_seed11_tau0.85_k10,Weak Coordinated Campaign,11,0.85,10,2,886.0,0.0,0.0,0.0,0.0,0,0,0.0,0.13634904194623232,0.0816068749409169,0.3092289159540087,1.3631486892700195
edge_Weak_Coordinated_Campaign_seed11_tau0.85_k20,Weak Coordinated Campaign,11,0.85,20,2,1169.0,1.0,1.0,1.0,1.0,0,0,0.0,0.19479258393403143,0.09862449998036027,0.3928135419264436,1.4453506469726562
edge_Weak_Coordinated_Campaign_seed11_tau0.90_k3,Weak Coordinated Campaign,11,0.9,3,2,437.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10188741597812623,0.07571908307727426,0.2473000839818269,1.2396955490112305
edge_Weak_Coordinated_Campaign_seed11_tau0.90_k5,Weak Coordinated Campaign,11,0.9,5,2,527.0,0.0,0.0,0.0,0.0,0,0,0.0,0.11406120797619224,0.08041133300866932,0.26600166608113796,1.253997802734375
edge_Weak_Coordinated_Campaign_seed11_tau0.90_k10,Weak Coordinated Campaign,11,0.9,10,2,680.0,0.0,0.0,0.0,0.0,0,0,0.0,0.13699837494641542,0.08275166701059788,0.3027914590202272,1.3087387084960938
edge_Weak_Coordinated_Campaign_seed11_tau0.90_k20,Weak Coordinated Campaign,11,0.9,20,2,906.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18389691691845655,0.08189625001978129,0.3465945420321077,1.3748645782470703
edge_Weak_Coordinated_Campaign_seed11_tau0.95_k3,Weak Coordinated Campaign,11,0.95,3,2,292.0,0.5,1.0,0.6666666666666666,1.0,1,0,1.0,0.09995662502478808,0.07156075001694262,0.23554229200817645,1.199711799621582
edge_Weak_Coordinated_Campaign_seed11_tau0.95_k5,Weak Coordinated Campaign,11,0.95,5,2,346.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10896837501786649,0.07159470801707357,0.24445070803631097,1.2090530395507812
edge_Weak_Coordinated_Campaign_seed11_tau0.95_k10,Weak Coordinated Campaign,11,0.95,10,2,475.0,0.0,0.0,0.0,0.0,0,0,0.0,0.13349841604940593,0.0732131659751758,0.2794017919804901,1.2548608779907227
edge_Weak_Coordinated_Campaign_seed11_tau0.95_k20,Weak Coordinated Campaign,11,0.95,20,2,600.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1790562910027802,0.07893908291589469,0.33748149999883026,1.2873992919921875
edge_Weak_Coordinated_Campaign_seed23_tau0.75_k3,Weak Coordinated Campaign,23,0.75,3,2,591.0,0.0,0.0,0.0,0.0,0,0,0.0,0.10794208396691829,0.08209437504410744,0.2628796671051532,1.2785634994506836
edge_Weak_Coordinated_Campaign_seed23_tau0.75_k5,Weak Coordinated Campaign,23,0.75,5,2,775.0,1.0,1.0,1.0,1.0,0,0,0.0,0.12181791593320668,0.07827783306129277,0.27883324993308634,1.3210840225219727
edge_Weak_Coordinated_Campaign_seed23_tau0.75_k10,Weak Coordinated Campaign,23,0.75,10,2,1159.0,1.0,1.0,1.0,1.0,0,0,0.0,0.13796474994160235,0.09145133406855166,0.32633929094299674,1.4357795715332031
edge_Weak_Coordinated_Campaign_seed23_tau0.75_k20,Weak Coordinated Campaign,23,0.75,20,2,1697.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1841417079558596,0.08973404206335545,0.3875688329571858,1.6815309524536133
edge_Weak_Coordinated_Campaign_seed23_tau0.80_k3,Weak Coordinated Campaign,23,0.8,3,2,555.0,1.0,1.0,1.0,1.0,0,0,0.0,0.10218683304265141,0.07837800006382167,0.2513222499983385,1.2712907791137695
