seed,scenario,dbscan_id,size,vehicles,n_vehicles,gt_composition,cohesion,cross_vehicle,gate_passed_pre_merge,gate_fail_reasons,best_jaccard_vs_gt,best_gt_id,in_final_gated
83,strong_campaign,17,2,"[""veh_09"", ""veh_18""]",2,"{""-1"": 2}",0.9999998361306198,True,True,[],0.0,-1,True
83,strong_campaign,18,3,"[""veh_11"", ""veh_13""]",2,"{""-1"": 3}",0.9999998931717976,True,True,[],0.0,-1,True
83,strong_campaign,19,2,"[""veh_11"", ""veh_12""]",2,"{""-1"": 2}",0.9999997747204646,True,True,[],0.0,-1,True
83,strong_campaign,20,2,"[""veh_12"", ""veh_16""]",2,"{""-1"": 2}",0.999999921703305,True,True,[],0.0,-1,True
83,strong_campaign,21,2,"[""veh_12"", ""veh_17""]",2,"{""-1"": 2}",0.9999997835264608,True,True,[],0.0,-1,True
83,strong_campaign,22,3,"[""veh_15"", ""veh_16""]",2,"{""-1"": 3}",0.9999998786337576,True,True,[],0.0,-1,True
83,strong_campaign,23,2,"[""veh_15"", ""veh_18""]",2,"{""-1"": 2}",0.9999998070710548,True,True,[],0.0,-1,True
83,weak_campaign,0,3,"[""veh_00"", ""veh_02"", ""veh_03""]",3,"{""0"": 3}",0.9999997083297195,True,True,[],0.06,0,True
83,weak_campaign,1,2,"[""veh_00"", ""veh_03""]",2,"{""0"": 2}",0.9999999446593114,True,True,[],0.04,0,True
83,weak_campaign,2,2,"[""veh_01"", ""veh_02""]",2,"{""0"": 2}",0.9999998891447365,True,True,[],0.04,0,True
83,weak_campaign,3,2,"[""veh_01"", ""veh_03""]",2,"{""0"": 2}",0.9999996917831886,True,True,[],0.04,0,True
83,weak_campaign,4,2,"[""veh_01"", ""veh_02""]",2,"{""0"": 2}",0.999999698218956,True,True,[],0.04,0,True
83,weak_campaign,5,2,"[""veh_01"", ""veh_09""]",2,"{""0"": 1, ""-1"": 1}",0.9999999245501373,True,True,[],0.0196078431372549,0,True
83,weak_campaign,6,3,"[""veh_02"", ""veh_03""]",2,"{""0"": 3}",0.9999997552000598,True,True,[],0.06,0,True
83,weak_campaign,7,4,"[""veh_02"", ""veh_04"", ""veh_05"", ""veh_15""]",4,"{""0"": 2, ""-1"": 2}",0.9999997814161518,True,True,[],0.038461538461538464,0,True
83,weak_campaign,8,3,"[""veh_04"", ""veh_11"", ""veh_18""]",3,"{""0"": 1, ""-1"": 2}",0.9999996796959153,True,True,[],0.019230769230769232,0,True
83,weak_campaign,9,2,"[""veh_05"", ""veh_09""]",2,"{""-1"": 2}",0.9999999780128322,True,True,[],0.0,-1,True
83,weak_campaign,10,2,"[""veh_05"", ""veh_07""]",2,"{""-1"": 2}",0.999999991391219,True,True,[],0.0,-1,True
83,weak_campaign,11,2,"[""veh_06"", ""veh_13""]",2,"{""-1"": 2}",0.9999998920411252,True,True,[],0.0,-1,True
83,weak_campaign,12,2,"[""veh_06"", ""veh_15""]",2,"{""-1"": 2}",0.9999998120275247,True,True,[],0.0,-1,True
83,weak_campaign,13,13,"[""veh_06"", ""veh_07"", ""veh_10"", ""veh_12"", ""veh_13"", ""veh_14"", ""veh_17"", ""veh_19""]",8,"{""-1"": 13}",0.9999996761009353,True,True,[],0.0,-1,True
83,weak_campaign,14,2,"[""veh_07"", ""veh_13""]",2,"{""-1"": 2}",0.9999999441442583,True,True,[],0.0,-1,True
83,weak_campaign,15,2,"[""veh_07"", ""veh_10""]",2,"{""-1"": 2}",0.9999999195065494,True,True,[],0.0,-1,True
83,weak_campaign,16,2,"[""veh_08"", ""veh_17""]",2,"{""-1"": 2}",0.9999997153978638,True,True,[],0.0,-1,True
83,weak_campaign,17,2,"[""veh_09"", ""veh_13""]",2,"{""-1"": 2}",0.999999755306129,True,True,[],0.0,-1,True
83,weak_campaign,18,4,"[""veh_10"", ""veh_13"", ""veh_15"", ""veh_19""]",4,"{""-1"": 4}",0.9999998946634597,True,True,[],0.0,-1,True
83,weak_campaign,19,2,"[""veh_10"", ""veh_11""]",2,"{""-1"": 2}",0.9999998842007186,True,True,[],0.0,-1,True
83,weak_campaign,20,2,"[""veh_11"", ""veh_17""]",2,"{""-1"": 2}",0.9999998423872117,True,True,[],0.0,-1,True
83,weak_campaign,21,2,"[""veh_11"", ""veh_15""]",2,"{""-1"": 2}",0.9999998749939488,True,True,[],0.0,-1,True
83,weak_campaign,22,3,"[""veh_15"", ""veh_18"", ""veh_19""]",3,"{""-1"": 3}",0.9999997035517759,True,True,[],0.0,-1,True
83,weak_campaign,23,2,"[""veh_15"", ""veh_16""]",2,"{""-1"": 2}",0.9999995163928387,True,True,[],0.0,-1,True
83,weak_campaign,24,2,"[""veh_16""]",1,"{""-1"": 2}",0.9999998822868639,False,False,"[""min_vehicles<2 (have 1)""]",0.0,-1,False
83,weak_campaign,25,2,"[""veh_16"", ""veh_19""]",2,"{""-1"": 2}",0.9999998680869523,True,True,[],0.0,-1,True
97,strong_campaign,0,2,"[""veh_00"", ""veh_06""]",2,"{""0"": 1, ""-1"": 1}",0.9999997348679359,True,True,[],0.0196078431372549,0,True
97,strong_campaign,1,2,"[""veh_00"", ""veh_01""]",2,"{""0"": 2}",0.9999990553586919,True,True,[],0.04,0,True
97,strong_campaign,2,4,"[""veh_01"", ""veh_02"", ""veh_03""]",3,"{""0"": 4}",0.9999996863863715,True,True,[],0.08,0,True
97,strong_campaign,3,2,"[""veh_01"", ""veh_03""]",2,"{""0"": 2}",0.9999999732327574,True,True,[],0.04,0,True
97,strong_campaign,4,10,"[""veh_01"", ""veh_02"", ""veh_03"", ""veh_04""]",4,"{""0"": 10}",0.9999989580693889,True,True,[],0.2,0,True
97,strong_campaign,5,2,"[""veh_03"", ""veh_04""]",2,"{""0"": 2}",0.9999997057285354,True,True,[],0.04,0,True
97,strong_campaign,6,2,"[""veh_03"", ""veh_04""]",2,"{""0"": 2}",0.9999988367971901,True,True,[],0.04,0,True
97,strong_campaign,7,15,"[""veh_05"", ""veh_06"", ""veh_07"", ""veh_09"", ""veh_10"", ""veh_12"", ""veh_14"", ""veh_15"", ""veh_16"", ""veh_17"", ""veh_19""]",11,"{""-1"": 15}",0.9999986086167423,True,True,[],0.0,-1,True
97,strong_campaign,8,4,"[""veh_05"", ""veh_08"", ""veh_10"", ""veh_15""]",4,"{""-1"": 4}",0.9999995941579547,True,True,[],0.0,-1,True
97,strong_campaign,9,4,"[""veh_05"", ""veh_06"", ""veh_10"", ""veh_11""]",4,"{""-1"": 4}",0.999999816427399,True,True,[],0.0,-1,True
97,strong_campaign,10,2,"[""veh_06"", ""veh_12""]",2,"{""-1"": 2}",0.9999999647499463,True,True,[],0.0,-1,True
97,strong_campaign,11,3,"[""veh_06"", ""veh_16""]",2,"{""-1"": 3}",0.9999990911078892,True,True,[],0.0,-1,True
97,strong_campaign,12,7,"[""veh_07"", ""veh_11"", ""veh_13"", ""veh_14"", ""veh_16""]",5,"{""-1"": 7}",0.9999995415850181,True,True,[],0.0,-1,True
97,strong_campaign,13,6,"[""veh_07"", ""veh_08"", ""veh_09"", ""veh_14"", ""veh_15"", ""veh_17""]",6,"{""-1"": 6}",0.9999993397449778,True,True,[],0.0,-1,True
97,strong_campaign,14,2,"[""veh_07"", ""veh_09""]",2,"{""-1"": 2}",0.999999989073994,True,True,[],0.0,-1,True
97,strong_campaign,15,3,"[""veh_07"", ""veh_08"", ""veh_10""]",3,"{""-1"": 3}",0.9999997727209046,True,True,[],0.0,-1,True
97,strong_campaign,16,6,"[""veh_07"", ""veh_09"", ""veh_14"", ""veh_15"", ""veh_16""]",5,"{""-1"": 6}",0.9999993037879722,True,True,[],0.0,-1,True
97,strong_campaign,17,4,"[""veh_08"", ""veh_14"", ""veh_15"", ""veh_18""]",4,"{""-1"": 4}",0.9999989517072944,True,True,[],0.0,-1,True
97,strong_campaign,18,3,"[""veh_09"", ""veh_14""]",2,"{""-1"": 3}",0.9999995666975932,True,True,[],0.0,-1,True
97,strong_campaign,19,2,"[""veh_09"", ""veh_13""]",2,"{""-1"": 2}",0.999999642905892,True,True,[],0.0,-1,True
97,strong_campaign,20,4,"[""veh_09"", ""veh_12"", ""veh_15"", ""veh_17""]",4,"{""-1"": 4}",0.999999494801865,True,True,[],0.0,-1,True
97,strong_campaign,21,4,"[""veh_09"", ""veh_11"", ""veh_14"", ""veh_19""]",4,"{""-1"": 4}",0.9999998132195675,True,True,[],0.0,-1,True
97,strong_campaign,22,2,"[""veh_10"", ""veh_14""]",2,"{""-1"": 2}",0.9999998371882354,True,True,[],0.0,-1,True
97,strong_campaign,23,4,"[""veh_10"", ""veh_11"", ""veh_12""]",3,"{""-1"": 4}",0.999999242078283,True,True,[],0.0,-1,True
97,strong_campaign,24,5,"[""veh_13"", ""veh_15"", ""veh_18"", ""veh_19""]",4,"{""-1"": 5}",0.9999997824581704,True,True,[],0.0,-1,True
97,strong_campaign,25,2,"[""veh_14"", ""veh_19""]",2,"{""-1"": 2}",0.9999999701278389,True,True,[],0.0,-1,True
97,strong_campaign,26,2,"[""veh_17"", ""veh_18""]",2,"{""-1"": 2}",0.9999999162875096,True,True,[],0.0,-1,True
97,weak_campaign,0,28,"[""veh_00"", ""veh_01"", ""veh_02"", ""veh_03"", ""veh_04"", ""veh_11""]",6,"{""0"": 27, ""-1"": 1}",0.9999992233414302,True,True,[],0.5294117647058824,0,True
97,weak_campaign,1,4,"[""veh_00"", ""veh_03"", ""veh_04""]",3,"{""0"": 4}",0.9999996858991347,True,True,[],0.08,0,True
97,weak_campaign,2,2,"[""veh_00"", ""veh_18""]",2,"{""0"": 1, ""-1"": 1}",0.9999999036116187,True,True,[],0.0196078431372549,0,True
97,weak_campaign,3,3,"[""veh_01"", ""veh_03"", ""veh_04""]",3,"{""0"": 3}",0.999999881695658,True,True,[],0.06,0,True
97,weak_campaign,4,2,"[""veh_04""]",1,"{""0"": 2}",0.9999998437640286,False,False,"[""min_vehicles<2 (have 1)""]",0.04,0,False
97,weak_campaign,5,9,"[""veh_05"", ""veh_09"", ""veh_11"", ""veh_14"", ""veh_16"", ""veh_18"", ""veh_19""]",7,"{""-1"": 9}",0.9999995199927463,True,True,[],0.0,-1,True
97,weak_campaign,6,2,"[""veh_05"", ""veh_11""]",2,"{""-1"": 2}",0.9999997188735154,True,True,[],0.0,-1,True
97,weak_campaign,7,11,"[""veh_05"", ""veh_06"", ""veh_08"", ""veh_09"", ""veh_10"", ""veh_12"", ""veh_15"", ""veh_16"", ""veh_17""]",9,"{""-1"": 11}",0.9999996304218156,True,True,[],0.0,-1,True
97,weak_campaign,8,2,"[""veh_05"", ""veh_13""]",2,"{""-1"": 2}",0.9999996561910641,True,True,[],0.0,-1,True
97,weak_campaign,9,2,"[""veh_06"", ""veh_13""]",2,"{""-1"": 2}",0.9999996026010683,True,True,[],0.0,-1,True
97,weak_campaign,10,2,"[""veh_07"", ""veh_17""]",2,"{""-1"": 2}",0.9999999065857447,True,True,[],0.0,-1,True
97,weak_campaign,11,2,"[""veh_07"", ""veh_18""]",2,"{""-1"": 2}",0.9999998615604824,True,True,[],0.0,-1,True
97,weak_campaign,12,2,"[""veh_07"", ""veh_14""]",2,"{""-1"": 2}",0.999999965463469,True,True,[],0.0,-1,True
97,weak_campaign,13,2,"[""veh_07"", ""veh_09""]",2,"{""-1"": 2}",0.9999999655769137,True,True,[],0.0,-1,True
97,weak_campaign,14,3,"[""veh_07"", ""veh_11"", ""veh_16""]",3,"{""-1"": 3}",0.9999997320176872,True,True,[],0.0,-1,True
97,weak_campaign,15,3,"[""veh_08"", ""veh_10"", ""veh_17""]",3,"{""-1"": 3}",0.9999998269081923,True,True,[],0.0,-1,True
97,weak_campaign,16,3,"[""veh_08"", ""veh_09"", ""veh_19""]",3,"{""-1"": 3}",0.9999999215658733,True,True,[],0.0,-1,True
97,weak_campaign,17,2,"[""veh_08"", ""veh_13""]",2,"{""-1"": 2}",0.9999998258135645,True,True,[],0.0,-1,True
97,weak_campaign,18,2,"[""veh_09"", ""veh_18""]",2,"{""-1"": 2}",0.9999997356604786,True,True,[],0.0,-1,True
97,weak_campaign,19,2,"[""veh_10"", ""veh_12""]",2,"{""-1"": 2}",0.9999999134726973,True,True,[],0.0,-1,True
97,weak_campaign,20,2,"[""veh_11"", ""veh_19""]",2,"{""-1"": 2}",0.9999997173542943,True,True,[],0.0,-1,True
97,weak_campaign,21,2,"[""veh_12"", ""veh_13""]",2,"{""-1"": 2}",0.9999998944487916,True,True,[],0.0,-1,True
97,weak_campaign,22,2,"[""veh_12"", ""veh_19""]",2,"{""-1"": 2}",0.9999999876499961,True,True,[],0.0,-1,True
97,weak_campaign,23,2,"[""veh_15"", ""veh_16""]",2,"{""-1"": 2}",0.9999999827267056,True,True,[],0.0,-1,True
97,weak_campaign,24,2,"[""veh_16"", ""veh_17""]",2,"{""-1"": 2}",0.9999999712813932,True,True,[],0.0,-1,True
101,strong_campaign,0,9,"[""veh_00"", ""veh_01"", ""veh_02"", ""veh_03"", ""veh_04""]",5,"{""0"": 9}",0.9999996811157765,True,True,[],0.18,0,True
101,strong_campaign,1,8,"[""veh_00"", ""veh_01"", ""veh_02"", ""veh_03""]",4,"{""0"": 8}",0.9999996703476046,True,True,[],0.16,0,True
101,strong_campaign,2,3,"[""veh_00"", ""veh_01"", ""veh_02""]",3,"{""0"": 3}",0.9999998301341401,True,True,[],0.06,0,True
101,strong_campaign,3,3,"[""veh_01"", ""veh_04""]",2,"{""0"": 3}",0.999999462182824,True,True,[],0.06,0,True
101,strong_campaign,4,6,"[""veh_01"", ""veh_02"", ""veh_03"", ""veh_04""]",4,"{""0"": 6}",0.9999992219448777,True,True,[],0.12,0,True
101,strong_campaign,5,2,"[""veh_05"", ""veh_08""]",2,"{""-1"": 2}",0.9999997541382156,True,True,[],0.0,-1,True
101,strong_campaign,6,7,"[""veh_05"", ""veh_06"", ""veh_09"", ""veh_14"", ""veh_17"", ""veh_18""]",6,"{""-1"": 7}",0.9999996319228647,True,True,[],0.0,-1,True
101,strong_campaign,7,2,"[""veh_05"", ""veh_16""]",2,"{""-1"": 2}",0.9999997867180304,True,True,[],0.0,-1,True
101,strong_campaign,8,4,"[""veh_05"", ""veh_06"", ""veh_11"", ""veh_12""]",4,"{""-1"": 4}",0.9999999434597555,True,True,[],0.0,-1,True
101,strong_campaign,9,3,"[""veh_05"", ""veh_09"", ""veh_16""]",3,"{""-1"": 3}",0.9999996017629481,True,True,[],0.0,-1,True
101,strong_campaign,10,2,"[""veh_06"", ""veh_07""]",2,"{""-1"": 2}",0.9999998508102316,True,True,[],0.0,-1,True
101,strong_campaign,11,3,"[""veh_08"", ""veh_12""]",2,"{""-1"": 3}",0.9999997686000656,True,True,[],0.0,-1,True
101,strong_campaign,12,2,"[""veh_09""]",1,"{""-1"": 2}",0.9999999704245174,False,False,"[""min_vehicles<2 (have 1)""]",0.0,-1,False
101,strong_campaign,13,3,"[""veh_09"", ""veh_16"", ""veh_18""]",3,"{""-1"": 3}",0.9999997953753662,True,True,[],0.0,-1,True
101,strong_campaign,14,2,"[""veh_09"", ""veh_15""]",2,"{""-1"": 2}",0.9999999565799761,True,True,[],0.0,-1,True
101,strong_campaign,15,3,"[""veh_10"", ""veh_16""]",2,"{""-1"": 3}",0.9999997577548863,True,True,[],0.0,-1,True
101,strong_campaign,16,4,"[""veh_10"", ""veh_12"", ""veh_14"", ""veh_15""]",4,"{""-1"": 4}",0.9999998009813806,True,True,[],0.0,-1,True
101,strong_campaign,17,2,"[""veh_11"", ""veh_12""]",2,"{""-1"": 2}",0.9999999257301624,True,True,[],0.0,-1,True
101,strong_campaign,18,3,"[""veh_11"", ""veh_12"", ""veh_15""]",3,"{""-1"": 3}",0.999999605861987,True,True,[],0.0,-1,True
101,strong_campaign,19,2,"[""veh_12"", ""veh_18""]",2,"{""-1"": 2}",0.9999999075311751,True,True,[],0.0,-1,True
101,strong_campaign,20,2,"[""veh_12"", ""veh_13""]",2,"{""-1"": 2}",0.9999998203087944,True,True,[],0.0,-1,True
101,strong_campaign,21,2,"[""veh_13"", ""veh_16""]",2,"{""-1"": 2}",0.9999997451477567,True,True,[],0.0,-1,True
101,strong_campaign,22,2,"[""veh_14"", ""veh_19""]",2,"{""-1"": 2}",0.9999998765782097,True,True,[],0.0,-1,True
101,strong_campaign,23,2,"[""veh_14"", ""veh_19""]",2,"{""-1"": 2}",0.999999754166139,True,True,[],0.0,-1,True
101,weak_campaign,0,2,"[""veh_00"", ""veh_15""]",2,"{""0"": 1, ""-1"": 1}",0.9999996875354236,True,True,[],0.0196078431372549,0,True
101,weak_campaign,1,3,"[""veh_00"", ""veh_02"", ""veh_17""]",3,"{""0"": 2, ""-1"": 1}",0.9999998734669929,True,True,[],0.0392156862745098,0,True
101,weak_campaign,2,2,"[""veh_01""]",1,"{""0"": 2}",0.999999877634438,False,False,"[""min_vehicles<2 (have 1)""]",0.04,0,False
101,weak_campaign,3,2,"[""veh_01"", ""veh_14""]",2,"{""0"": 1, ""-1"": 1}",0.9999997853260822,True,True,[],0.0196078431372549,0,True
101,weak_campaign,4,2,"[""veh_01"", ""veh_02""]",2,"{""0"": 2}",0.9999997336841969,True,True,[],0.04,0,True
101,weak_campaign,5,3,"[""veh_02"", ""veh_07"", ""veh_16""]",3,"{""0"": 1, ""-1"": 2}",0.9999994137896441,True,True,[],0.019230769230769232,0,True
101,weak_campaign,6,4,"[""veh_02"", ""veh_03"", ""veh_04""]",3,"{""0"": 4}",0.9999996321283927,True,True,[],0.08,0,True
101,weak_campaign,7,3,"[""veh_03"", ""veh_04"", ""veh_12""]",3,"{""0"": 2, ""-1"": 1}",0.9999997913139005,True,True,[],0.0392156862745098,0,True
101,weak_campaign,8,2,"[""veh_05"", ""veh_07""]",2,"{""-1"": 2}",0.9999999441442583,True,True,[],0.0,-1,True
101,weak_campaign,9,2,"[""veh_05"", ""veh_10""]",2,"{""-1"": 2}",0.999999914594989,True,True,[],0.0,-1,True
101,weak_campaign,10,2,"[""veh_06"", ""veh_10""]",2,"{""-1"": 2}",0.9999998750465999,True,True,[],0.0,-1,True
101,weak_campaign,11,2,"[""veh_06"", ""veh_19""]",2,"{""-1"": 2}",0.9999999788425454,True,True,[],0.0,-1,True
101,weak_campaign,12,2,"[""veh_06"", ""veh_09""]",2,"{""-1"": 2}",0.9999998428661777,True,True,[],0.0,-1,True
101,weak_campaign,13,2,"[""veh_06"", ""veh_11""]",2,"{""-1"": 2}",0.99999994289942,True,True,[],0.0,-1,True
101,weak_campaign,14,3,"[""veh_06"", ""veh_14"", ""veh_18""]",3,"{""-1"": 3}",0.999999787683821,True,True,[],0.0,-1,True
101,weak_campaign,15,5,"[""veh_06"", ""veh_09"", ""veh_12"", ""veh_13"", ""veh_17""]",5,"{""-1"": 5}",0.9999994695275332,True,True,[],0.0,-1,True
101,weak_campaign,16,6,"[""veh_07"", ""veh_09"", ""veh_10"", ""veh_13"", ""veh_18""]",5,"{""-1"": 6}",0.9999998324545972,True,True,[],0.0,-1,True
101,weak_campaign,17,3,"[""veh_07"", ""veh_09""]",2,"{""-1"": 3}",0.9999997375732276,True,True,[],0.0,-1,True
101,weak_campaign,18,3,"[""veh_08"", ""veh_11"", ""veh_15""]",3,"{""-1"": 3}",0.9999998445071127,True,True,[],0.0,-1,True
101,weak_campaign,19,2,"[""veh_08"", ""veh_18""]",2,"{""-1"": 2}",0.9999999120858388,True,True,[],0.0,-1,True
101,weak_campaign,20,4,"[""veh_11"", ""veh_15"", ""veh_17"", ""veh_18""]",4,"{""-1"": 4}",0.9999997959463783,True,True,[],0.0,-1,True
101,weak_campaign,21,2,"[""veh_12"", ""veh_19""]",2,"{""-1"": 2}",0.9999996899551085,True,True,[],0.0,-1,True
101,weak_campaign,22,2,"[""veh_13"", ""veh_19""]",2,"{""-1"": 2}",0.9999999656119472,True,True,[],0.0,-1,True
101,weak_campaign,23,2,"[""veh_14"", ""veh_16""]",2,"{""-1"": 2}",0.999999844888721,True,True,[],0.0,-1,True
101,weak_campaign,24,3,"[""veh_15"", ""veh_16"", ""veh_17""]",3,"{""-1"": 3}",0.9999996919864927,True,True,[],0.0,-1,True
101,weak_campaign,25,2,"[""veh_16"", ""veh_17""]",2,"{""-1"": 2}",0.9999998163634769,True,True,[],0.0,-1,True
101,weak_campaign,26,2,"[""veh_17"", ""veh_19""]",2,"{""-1"": 2}",0.9999999454785424,True,True,[],0.0,-1,True
