seed,scenario,dbscan_id,size,vehicles,n_vehicles,gt_composition,cohesion,cross_vehicle,gate_passed_pre_merge,gate_fail_reasons,best_jaccard_vs_gt,best_gt_id,in_final_gated
41,weak_campaign,3,4,"[""veh_01"", ""veh_04"", ""veh_08"", ""veh_11""]",4,"{""0"": 2, ""-1"": 2}",0.9999998183301625,True,True,[],0.038461538461538464,0,True
41,weak_campaign,4,2,"[""veh_01"", ""veh_04""]",2,"{""0"": 2}",0.9999998365100151,True,True,[],0.04,0,True
41,weak_campaign,5,2,"[""veh_01"", ""veh_03""]",2,"{""0"": 2}",0.9999999669450944,True,True,[],0.04,0,True
41,weak_campaign,6,3,"[""veh_01"", ""veh_03"", ""veh_04""]",3,"{""0"": 3}",0.9999997149119677,True,True,[],0.06,0,True
41,weak_campaign,7,2,"[""veh_02""]",1,"{""0"": 2}",0.999999743526843,False,False,"[""min_vehicles<2 (have 1)""]",0.04,0,False
41,weak_campaign,8,2,"[""veh_02"", ""veh_18""]",2,"{""0"": 1, ""-1"": 1}",0.9999995811811063,True,True,[],0.0196078431372549,0,True
41,weak_campaign,9,2,"[""veh_02"", ""veh_08""]",2,"{""0"": 1, ""-1"": 1}",0.9999996892563213,True,True,[],0.0196078431372549,0,True
41,weak_campaign,10,2,"[""veh_05"", ""veh_06""]",2,"{""-1"": 2}",0.9999997042416395,True,True,[],0.0,-1,True
41,weak_campaign,11,2,"[""veh_05"", ""veh_16""]",2,"{""-1"": 2}",0.9999999710212539,True,True,[],0.0,-1,True
41,weak_campaign,12,2,"[""veh_06"", ""veh_11""]",2,"{""-1"": 2}",0.9999999367543307,True,True,[],0.0,-1,True
41,weak_campaign,13,3,"[""veh_06"", ""veh_07"", ""veh_13""]",3,"{""-1"": 3}",0.9999997835335304,True,True,[],0.0,-1,True
41,weak_campaign,14,2,"[""veh_06"", ""veh_16""]",2,"{""-1"": 2}",0.9999997925565736,True,True,[],0.0,-1,True
41,weak_campaign,15,4,"[""veh_07"", ""veh_11"", ""veh_15""]",3,"{""-1"": 4}",0.9999998898497391,True,True,[],0.0,-1,True
41,weak_campaign,16,2,"[""veh_07"", ""veh_16""]",2,"{""-1"": 2}",0.999999874083879,True,True,[],0.0,-1,True
41,weak_campaign,17,3,"[""veh_08"", ""veh_13"", ""veh_15""]",3,"{""-1"": 3}",0.9999998281858636,True,True,[],0.0,-1,True
41,weak_campaign,18,2,"[""veh_09"", ""veh_14""]",2,"{""-1"": 2}",0.9999999183719351,True,True,[],0.0,-1,True
41,weak_campaign,19,2,"[""veh_09"", ""veh_12""]",2,"{""-1"": 2}",0.9999999066243062,True,True,[],0.0,-1,True
41,weak_campaign,20,2,"[""veh_10"", ""veh_19""]",2,"{""-1"": 2}",0.9999998012727235,True,True,[],0.0,-1,True
41,weak_campaign,21,2,"[""veh_10"", ""veh_12""]",2,"{""-1"": 2}",0.9999998600707533,True,True,[],0.0,-1,True
41,weak_campaign,22,2,"[""veh_11"", ""veh_17""]",2,"{""-1"": 2}",0.9999999298667058,True,True,[],0.0,-1,True
41,weak_campaign,23,2,"[""veh_12"", ""veh_16""]",2,"{""-1"": 2}",0.999999576894934,True,True,[],0.0,-1,True
41,weak_campaign,24,2,"[""veh_13"", ""veh_18""]",2,"{""-1"": 2}",0.9999996713176199,True,True,[],0.0,-1,True
41,weak_campaign,25,4,"[""veh_13"", ""veh_17"", ""veh_19""]",3,"{""-1"": 4}",0.9999998768680275,True,True,[],0.0,-1,True
41,weak_campaign,26,3,"[""veh_14"", ""veh_18"", ""veh_19""]",3,"{""-1"": 3}",0.9999999492970607,True,True,[],0.0,-1,True
41,weak_campaign,27,2,"[""veh_14"", ""veh_19""]",2,"{""-1"": 2}",0.9999998143066959,True,True,[],0.0,-1,True
41,weak_campaign,28,2,"[""veh_16""]",1,"{""-1"": 2}",0.9999996708618226,False,False,"[""min_vehicles<2 (have 1)""]",0.0,-1,False
53,strong_campaign,0,25,"[""veh_00"", ""veh_01"", ""veh_02"", ""veh_03"", ""veh_04""]",5,"{""0"": 25}",0.9999995902048404,True,True,[],0.5,0,True
53,strong_campaign,1,4,"[""veh_00"", ""veh_02""]",2,"{""0"": 4}",0.9999995538245651,True,True,[],0.08,0,True
53,strong_campaign,2,4,"[""veh_00"", ""veh_04""]",2,"{""0"": 4}",0.9999996835538466,True,True,[],0.08,0,True
53,strong_campaign,3,3,"[""veh_01"", ""veh_03""]",2,"{""0"": 3}",0.9999998912286018,True,True,[],0.06,0,True
53,strong_campaign,4,2,"[""veh_02"", ""veh_04""]",2,"{""0"": 2}",0.999999816305078,True,True,[],0.04,0,True
53,strong_campaign,5,2,"[""veh_03""]",1,"{""0"": 2}",0.9999992363622149,False,False,"[""min_vehicles<2 (have 1)""]",0.04,0,False
53,strong_campaign,6,20,"[""veh_05"", ""veh_07"", ""veh_08"", ""veh_09"", ""veh_10"", ""veh_11"", ""veh_12"", ""veh_13"", ""veh_14"", ""veh_17"", ""veh_18"", ""veh_19""]",12,"{""-1"": 20}",0.999998533517919,True,True,[],0.0,-1,True
53,strong_campaign,7,52,"[""veh_05"", ""veh_06"", ""veh_07"", ""veh_08"", ""veh_09"", ""veh_10"", ""veh_12"", ""veh_13"", ""veh_14"", ""veh_15"", ""veh_16"", ""veh_17"", ""veh_18"", ""veh_19""]",14,"{""-1"": 52}",0.9999982515215766,True,True,[],0.0,-1,True
53,strong_campaign,8,3,"[""veh_05"", ""veh_10"", ""veh_15""]",3,"{""-1"": 3}",0.999999785509838,True,True,[],0.0,-1,True
53,strong_campaign,9,2,"[""veh_06"", ""veh_09""]",2,"{""-1"": 2}",0.999999917887622,True,True,[],0.0,-1,True
53,strong_campaign,10,8,"[""veh_06"", ""veh_09"", ""veh_10"", ""veh_11"", ""veh_16""]",5,"{""-1"": 8}",0.9999993138841511,True,True,[],0.0,-1,True
53,strong_campaign,11,7,"[""veh_07"", ""veh_10"", ""veh_14"", ""veh_15"", ""veh_16"", ""veh_17"", ""veh_18""]",7,"{""-1"": 7}",0.9999981138958806,True,True,[],0.0,-1,True
53,strong_campaign,12,2,"[""veh_08"", ""veh_11""]",2,"{""-1"": 2}",0.999999917657829,True,True,[],0.0,-1,True
53,strong_campaign,13,3,"[""veh_09"", ""veh_12"", ""veh_18""]",3,"{""-1"": 3}",0.9999998267696847,True,True,[],0.0,-1,True
53,strong_campaign,14,2,"[""veh_09"", ""veh_11""]",2,"{""-1"": 2}",0.9999996462717738,True,True,[],0.0,-1,True
53,strong_campaign,15,2,"[""veh_10""]",1,"{""-1"": 2}",0.9999999617809039,False,False,"[""min_vehicles<2 (have 1)""]",0.0,-1,False
53,strong_campaign,16,2,"[""veh_11"", ""veh_19""]",2,"{""-1"": 2}",0.9999997829802044,True,True,[],0.0,-1,True
53,strong_campaign,17,2,"[""veh_11"", ""veh_15""]",2,"{""-1"": 2}",0.9999999600115957,True,True,[],0.0,-1,True
53,strong_campaign,18,2,"[""veh_11"", ""veh_13""]",2,"{""-1"": 2}",0.9999998042910739,True,True,[],0.0,-1,True
53,strong_campaign,19,3,"[""veh_12"", ""veh_17"", ""veh_18""]",3,"{""-1"": 3}",0.9999994786146403,True,True,[],0.0,-1,True
53,strong_campaign,20,2,"[""veh_13"", ""veh_19""]",2,"{""-1"": 2}",0.9999995646277084,True,True,[],0.0,-1,True
53,strong_campaign,21,2,"[""veh_14"", ""veh_17""]",2,"{""-1"": 2}",0.999999554154076,True,True,[],0.0,-1,True
53,strong_campaign,22,2,"[""veh_15"", ""veh_18""]",2,"{""-1"": 2}",0.9999999295922032,True,True,[],0.0,-1,True
53,weak_campaign,0,18,"[""veh_00"", ""veh_01"", ""veh_02"", ""veh_03"", ""veh_04""]",5,"{""0"": 18}",0.9999993107561093,True,True,[],0.36,0,True
53,weak_campaign,1,7,"[""veh_00"", ""veh_02"", ""veh_03"", ""veh_04""]",4,"{""0"": 7}",0.9999992839953274,True,True,[],0.14,0,True
53,weak_campaign,2,7,"[""veh_00"", ""veh_01"", ""veh_03"", ""veh_04""]",4,"{""0"": 7}",0.9999997803941573,True,True,[],0.14,0,True
53,weak_campaign,3,2,"[""veh_05"", ""veh_09""]",2,"{""-1"": 2}",0.9999997783834818,True,True,[],0.0,-1,True
53,weak_campaign,4,2,"[""veh_05"", ""veh_17""]",2,"{""-1"": 2}",0.9999999180813458,True,True,[],0.0,-1,True
53,weak_campaign,5,2,"[""veh_05"", ""veh_10""]",2,"{""-1"": 2}",0.9999994909578556,True,True,[],0.0,-1,True
53,weak_campaign,6,10,"[""veh_05"", ""veh_08"", ""veh_09"", ""veh_12"", ""veh_13"", ""veh_14"", ""veh_15""]",7,"{""-1"": 10}",0.9999996116228282,True,True,[],0.0,-1,True
53,weak_campaign,7,2,"[""veh_06"", ""veh_18""]",2,"{""-1"": 2}",0.9999996489393159,True,True,[],0.0,-1,True
53,weak_campaign,8,2,"[""veh_06"", ""veh_08""]",2,"{""-1"": 2}",0.9999998843510884,True,True,[],0.0,-1,True
53,weak_campaign,9,2,"[""veh_06"", ""veh_12""]",2,"{""-1"": 2}",0.9999996968004754,True,True,[],0.0,-1,True
53,weak_campaign,10,2,"[""veh_06"", ""veh_12""]",2,"{""-1"": 2}",0.999999857027286,True,True,[],0.0,-1,True
53,weak_campaign,11,4,"[""veh_07"", ""veh_09"", ""veh_13"", ""veh_16""]",4,"{""-1"": 4}",0.9999998989445159,True,True,[],0.0,-1,True
53,weak_campaign,12,2,"[""veh_07"", ""veh_08""]",2,"{""-1"": 2}",0.9999999742005763,True,True,[],0.0,-1,True
53,weak_campaign,13,2,"[""veh_07"", ""veh_17""]",2,"{""-1"": 2}",0.9999999129923116,True,True,[],0.0,-1,True
53,weak_campaign,14,2,"[""veh_07"", ""veh_10""]",2,"{""-1"": 2}",0.9999998634995869,True,True,[],0.0,-1,True
53,weak_campaign,15,2,"[""veh_08"", ""veh_11""]",2,"{""-1"": 2}",0.9999998950555422,True,True,[],0.0,-1,True
53,weak_campaign,16,2,"[""veh_08"", ""veh_17""]",2,"{""-1"": 2}",0.9999997316447437,True,True,[],0.0,-1,True
53,weak_campaign,17,2,"[""veh_09"", ""veh_15""]",2,"{""-1"": 2}",0.9999997925299103,True,True,[],0.0,-1,True
53,weak_campaign,18,2,"[""veh_10"", ""veh_11""]",2,"{""-1"": 2}",0.999999686265064,True,True,[],0.0,-1,True
53,weak_campaign,19,2,"[""veh_10"", ""veh_11""]",2,"{""-1"": 2}",0.9999999315788026,True,True,[],0.0,-1,True
53,weak_campaign,20,3,"[""veh_12"", ""veh_13"", ""veh_16""]",3,"{""-1"": 3}",0.9999998983830561,True,True,[],0.0,-1,True
53,weak_campaign,21,2,"[""veh_12"", ""veh_18""]",2,"{""-1"": 2}",0.9999999306733318,True,True,[],0.0,-1,True
53,weak_campaign,22,2,"[""veh_14"", ""veh_16""]",2,"{""-1"": 2}",0.9999996666932193,True,True,[],0.0,-1,True
53,weak_campaign,23,2,"[""veh_16"", ""veh_17""]",2,"{""-1"": 2}",0.9999999539634111,True,True,[],0.0,-1,True
53,weak_campaign,24,2,"[""veh_17"", ""veh_19""]",2,"{""-1"": 2}",0.9999998484240928,True,True,[],0.0,-1,True
67,strong_campaign,0,2,"[""veh_01""]",1,"{""0"": 2}",0.9999999557653174,False,False,"[""min_vehicles<2 (have 1)""]",0.04,0,False
67,strong_campaign,1,2,"[""veh_01"", ""veh_02""]",2,"{""0"": 2}",0.9999998759936926,True,True,[],0.04,0,True
67,strong_campaign,2,2,"[""veh_01"", ""veh_02""]",2,"{""0"": 2}",0.999999781772171,True,True,[],0.04,0,True
67,strong_campaign,3,3,"[""veh_02"", ""veh_04""]",2,"{""0"": 3}",0.99999980759027,True,True,[],0.06,0,True
67,strong_campaign,4,16,"[""veh_05"", ""veh_06"", ""veh_08"", ""veh_11"", ""veh_12"", ""veh_14"", ""veh_15"", ""veh_16"", ""veh_18""]",9,"{""-1"": 16}",0.9999997217663493,True,True,[],0.0,-1,True
67,strong_campaign,5,2,"[""veh_05"", ""veh_19""]",2,"{""-1"": 2}",0.9999998563711453,True,True,[],0.0,-1,True
67,strong_campaign,6,4,"[""veh_05"", ""veh_07"", ""veh_16"", ""veh_17""]",4,"{""-1"": 4}",0.9999998542200695,True,True,[],0.0,-1,True
67,strong_campaign,7,2,"[""veh_05"", ""veh_08""]",2,"{""-1"": 2}",0.9999996757167492,True,True,[],0.0,-1,True
67,strong_campaign,8,3,"[""veh_07"", ""veh_12"", ""veh_14""]",3,"{""-1"": 3}",0.9999998259243741,True,True,[],0.0,-1,True
67,strong_campaign,9,2,"[""veh_07"", ""veh_16""]",2,"{""-1"": 2}",0.9999999495093008,True,True,[],0.0,-1,True
67,strong_campaign,10,2,"[""veh_07"", ""veh_17""]",2,"{""-1"": 2}",0.9999999181711943,True,True,[],0.0,-1,True
67,strong_campaign,11,2,"[""veh_07"", ""veh_11""]",2,"{""-1"": 2}",0.9999998685463185,True,True,[],0.0,-1,True
67,strong_campaign,12,5,"[""veh_08"", ""veh_09"", ""veh_13"", ""veh_17""]",4,"{""-1"": 5}",0.9999997406718254,True,True,[],0.0,-1,True
67,strong_campaign,13,2,"[""veh_08"", ""veh_15""]",2,"{""-1"": 2}",0.9999995099587705,True,True,[],0.0,-1,True
67,strong_campaign,14,2,"[""veh_09"", ""veh_15""]",2,"{""-1"": 2}",0.9999999019911006,True,True,[],0.0,-1,True
67,strong_campaign,15,3,"[""veh_09"", ""veh_14"", ""veh_19""]",3,"{""-1"": 3}",0.9999999022430917,True,True,[],0.0,-1,True
67,strong_campaign,16,2,"[""veh_09"", ""veh_18""]",2,"{""-1"": 2}",0.9999998825187881,True,True,[],0.0,-1,True
67,strong_campaign,17,3,"[""veh_10"", ""veh_17"", ""veh_18""]",3,"{""-1"": 3}",0.9999999407068284,True,True,[],0.0,-1,True
67,strong_campaign,18,2,"[""veh_11"", ""veh_12""]",2,"{""-1"": 2}",0.9999997910894788,True,True,[],0.0,-1,True
67,strong_campaign,19,2,"[""veh_12"", ""veh_13""]",2,"{""-1"": 2}",0.9999999610919238,True,True,[],0.0,-1,True
67,strong_campaign,20,3,"[""veh_13"", ""veh_14"", ""veh_16""]",3,"{""-1"": 3}",0.9999997870065158,True,True,[],0.0,-1,True
67,strong_campaign,21,2,"[""veh_14"", ""veh_15""]",2,"{""-1"": 2}",0.9999999325614344,True,True,[],0.0,-1,True
67,strong_campaign,22,2,"[""veh_15"", ""veh_16""]",2,"{""-1"": 2}",0.9999998816656079,True,True,[],0.0,-1,True
67,strong_campaign,23,2,"[""veh_16"", ""veh_19""]",2,"{""-1"": 2}",0.9999999717136331,True,True,[],0.0,-1,True
67,weak_campaign,0,19,"[""veh_00"", ""veh_01"", ""veh_02"", ""veh_03"", ""veh_04""]",5,"{""0"": 19}",0.9999993956174094,True,True,[],0.38,0,True
67,weak_campaign,1,4,"[""veh_00"", ""veh_01"", ""veh_03""]",3,"{""0"": 4}",0.999999738602764,True,True,[],0.08,0,True
67,weak_campaign,2,7,"[""veh_00"", ""veh_01"", ""veh_02"", ""veh_03"", ""veh_04""]",5,"{""0"": 7}",0.9999996494836568,True,True,[],0.14,0,True
67,weak_campaign,3,2,"[""veh_01"", ""veh_02""]",2,"{""0"": 2}",0.9999999274650315,True,True,[],0.04,0,True
67,weak_campaign,4,2,"[""veh_02"", ""veh_03""]",2,"{""0"": 2}",0.9999999615954795,True,True,[],0.04,0,True
67,weak_campaign,5,2,"[""veh_03"", ""veh_04""]",2,"{""0"": 2}",0.9999998437640286,True,True,[],0.04,0,True
67,weak_campaign,6,4,"[""veh_05"", ""veh_09"", ""veh_13"", ""veh_17""]",4,"{""-1"": 4}",0.9999997517945317,True,True,[],0.0,-1,True
67,weak_campaign,7,2,"[""veh_05"", ""veh_10""]",2,"{""-1"": 2}",0.9999996869646336,True,True,[],0.0,-1,True
67,weak_campaign,8,2,"[""veh_06"", ""veh_07""]",2,"{""-1"": 2}",0.9999998879324833,True,True,[],0.0,-1,True
67,weak_campaign,9,2,"[""veh_06"", ""veh_09""]",2,"{""-1"": 2}",0.9999999712631773,True,True,[],0.0,-1,True
67,weak_campaign,10,2,"[""veh_07"", ""veh_18""]",2,"{""-1"": 2}",0.9999999775566529,True,True,[],0.0,-1,True
67,weak_campaign,11,2,"[""veh_07"", ""veh_18""]",2,"{""-1"": 2}",0.9999998634565067,True,True,[],0.0,-1,True
67,weak_campaign,12,2,"[""veh_07"", ""veh_17""]",2,"{""-1"": 2}",0.9999998627736914,True,True,[],0.0,-1,True
67,weak_campaign,13,2,"[""veh_08"", ""veh_13""]",2,"{""-1"": 2}",0.9999997451999636,True,True,[],0.0,-1,True
67,weak_campaign,14,2,"[""veh_08"", ""veh_12""]",2,"{""-1"": 2}",0.9999998822708537,True,True,[],0.0,-1,True
67,weak_campaign,15,2,"[""veh_09"", ""veh_13""]",2,"{""-1"": 2}",0.9999999645420694,True,True,[],0.0,-1,True
67,weak_campaign,16,2,"[""veh_10"", ""veh_18""]",2,"{""-1"": 2}",0.9999999453138202,True,True,[],0.0,-1,True
67,weak_campaign,17,2,"[""veh_12"", ""veh_17""]",2,"{""-1"": 2}",0.9999998012727235,True,True,[],0.0,-1,True
67,weak_campaign,18,2,"[""veh_12"", ""veh_16""]",2,"{""-1"": 2}",0.9999995262038156,True,True,[],0.0,-1,True
67,weak_campaign,19,2,"[""veh_13"", ""veh_15""]",2,"{""-1"": 2}",0.9999997844221433,True,True,[],0.0,-1,True
67,weak_campaign,20,2,"[""veh_13"", ""veh_14""]",2,"{""-1"": 2}",0.9999999114261015,True,True,[],0.0,-1,True
67,weak_campaign,21,2,"[""veh_17"", ""veh_18""]",2,"{""-1"": 2}",0.999999902906207,True,True,[],0.0,-1,True
67,weak_campaign,22,2,"[""veh_18"", ""veh_19""]",2,"{""-1"": 2}",0.9999998467740543,True,True,[],0.0,-1,True
71,strong_campaign,0,2,"[""veh_00"", ""veh_02""]",2,"{""0"": 2}",0.9999997111205968,True,True,[],0.04,0,True
71,strong_campaign,1,2,"[""veh_00"", ""veh_04""]",2,"{""0"": 2}",0.9999999075011348,True,True,[],0.04,0,True
71,strong_campaign,2,2,"[""veh_00"", ""veh_04""]",2,"{""0"": 2}",0.9999999322096675,True,True,[],0.04,0,True
71,strong_campaign,3,2,"[""veh_01"", ""veh_02""]",2,"{""0"": 2}",0.9999999482799025,True,True,[],0.04,0,True
71,strong_campaign,4,2,"[""veh_05"", ""veh_17""]",2,"{""-1"": 2}",0.9999999911229814,True,True,[],0.0,-1,True
71,strong_campaign,5,10,"[""veh_05"", ""veh_08"", ""veh_09"", ""veh_12"", ""veh_14"", ""veh_16"", ""veh_18"", ""veh_19""]",8,"{""-1"": 10}",0.9999997611079736,True,True,[],0.0,-1,True
71,strong_campaign,6,2,"[""veh_05"", ""veh_10""]",2,"{""-1"": 2}",0.9999997833442936,True,True,[],0.0,-1,True
71,strong_campaign,7,2,"[""veh_05"", ""veh_15""]",2,"{""-1"": 2}",0.9999999293657319,True,True,[],0.0,-1,True
71,strong_campaign,8,8,"[""veh_05"", ""veh_07"", ""veh_10"", ""veh_14"", ""veh_15"", ""veh_16"", ""veh_18""]",7,"{""-1"": 8}",0.9999997291320433,True,True,[],0.0,-1,True
71,strong_campaign,9,2,"[""veh_06"", ""veh_12""]",2,"{""-1"": 2}",0.9999998749939488,True,True,[],0.0,-1,True
71,strong_campaign,10,2,"[""veh_07"", ""veh_18""]",2,"{""-1"": 2}",0.9999998630401564,True,True,[],0.0,-1,True
71,strong_campaign,11,3,"[""veh_07"", ""veh_10"", ""veh_16""]",3,"{""-1"": 3}",0.9999997899119445,True,True,[],0.0,-1,True
71,strong_campaign,12,7,"[""veh_07"", ""veh_09"", ""veh_13"", ""veh_14"", ""veh_16""]",5,"{""-1"": 7}",0.9999997334022701,True,True,[],0.0,-1,True
71,strong_campaign,13,2,"[""veh_07"", ""veh_08""]",2,"{""-1"": 2}",0.9999999736435005,True,True,[],0.0,-1,True
71,strong_campaign,14,2,"[""veh_08"", ""veh_17""]",2,"{""-1"": 2}",0.9999998970490374,True,True,[],0.0,-1,True
71,strong_campaign,15,3,"[""veh_08"", ""veh_10"", ""veh_19""]",3,"{""-1"": 3}",0.9999999151774309,True,True,[],0.0,-1,True
71,strong_campaign,16,2,"[""veh_09""]",1,"{""-1"": 2}",0.9999999521008511,False,False,"[""min_vehicles<2 (have 1)""]",0.0,-1,False
71,strong_campaign,17,2,"[""veh_09"", ""veh_14""]",2,"{""-1"": 2}",0.9999997442105708,True,True,[],0.0,-1,True
71,strong_campaign,18,2,"[""veh_09"", ""veh_13""]",2,"{""-1"": 2}",0.9999999083311382,True,True,[],0.0,-1,True
71,strong_campaign,19,3,"[""veh_10"", ""veh_16"", ""veh_19""]",3,"{""-1"": 3}",0.9999993304521526,True,True,[],0.0,-1,True
71,strong_campaign,20,2,"[""veh_11"", ""veh_17""]",2,"{""-1"": 2}",0.9999998616680433,True,True,[],0.0,-1,True
71,strong_campaign,21,3,"[""veh_12"", ""veh_15"", ""veh_19""]",3,"{""-1"": 3}",0.9999998568224032,True,True,[],0.0,-1,True
71,strong_campaign,22,2,"[""veh_13"", ""veh_17""]",2,"{""-1"": 2}",0.9999998025622289,True,True,[],0.0,-1,True
71,strong_campaign,23,2,"[""veh_15"", ""veh_17""]",2,"{""-1"": 2}",0.9999997588018424,True,True,[],0.0,-1,True
71,strong_campaign,24,2,"[""veh_15"", ""veh_17""]",2,"{""-1"": 2}",0.9999998144352458,True,True,[],0.0,-1,True
71,weak_campaign,0,2,"[""veh_00"", ""veh_03""]",2,"{""0"": 2}",0.9999999344961581,True,True,[],0.04,0,True
71,weak_campaign,1,3,"[""veh_00"", ""veh_03"", ""veh_04""]",3,"{""0"": 3}",0.9999998429413272,True,True,[],0.06,0,True
71,weak_campaign,2,2,"[""veh_00"", ""veh_02""]",2,"{""0"": 2}",0.9999998968398734,True,True,[],0.04,0,True
71,weak_campaign,3,2,"[""veh_01"", ""veh_04""]",2,"{""0"": 2}",0.999999708583653,True,True,[],0.04,0,True
71,weak_campaign,4,2,"[""veh_01""]",1,"{""0"": 2}",0.9999999446593114,False,False,"[""min_vehicles<2 (have 1)""]",0.04,0,False
71,weak_campaign,5,2,"[""veh_01"", ""veh_04""]",2,"{""0"": 2}",0.9999998953448617,True,True,[],0.04,0,True
71,weak_campaign,6,2,"[""veh_02"", ""veh_15""]",2,"{""0"": 1, ""-1"": 1}",0.9999999083567467,True,True,[],0.0196078431372549,0,True
71,weak_campaign,7,2,"[""veh_04""]",1,"{""0"": 2}",0.9999998891447365,False,False,"[""min_vehicles<2 (have 1)""]",0.04,0,False
71,weak_campaign,8,15,"[""veh_05"", ""veh_06"", ""veh_07"", ""veh_08"", ""veh_12"", ""veh_13"", ""veh_14"", ""veh_15"", ""veh_17""]",9,"{""-1"": 15}",0.9999997983139677,True,True,[],0.0,-1,True
71,weak_campaign,9,2,"[""veh_05"", ""veh_07""]",2,"{""-1"": 2}",0.999999981980003,True,True,[],0.0,-1,True
71,weak_campaign,10,3,"[""veh_05"", ""veh_10"", ""veh_13""]",3,"{""-1"": 3}",0.9999999102845892,True,True,[],0.0,-1,True
71,weak_campaign,11,3,"[""veh_05"", ""veh_06"", ""veh_08""]",3,"{""-1"": 3}",0.9999997176262267,True,True,[],0.0,-1,True
71,weak_campaign,12,3,"[""veh_06"", ""veh_09""]",2,"{""-1"": 3}",0.999999718817588,True,True,[],0.0,-1,True
71,weak_campaign,13,2,"[""veh_06""]",1,"{""-1"": 2}",0.9999999665977646,False,False,"[""min_vehicles<2 (have 1)""]",0.0,-1,False
71,weak_campaign,14,2,"[""veh_06"", ""veh_15""]",2,"{""-1"": 2}",0.9999994364236434,True,True,[],0.0,-1,True
71,weak_campaign,15,5,"[""veh_06"", ""veh_08"", ""veh_11"", ""veh_15"", ""veh_16""]",5,"{""-1"": 5}",0.9999997139969261,True,True,[],0.0,-1,True
71,weak_campaign,16,2,"[""veh_07"", ""veh_11""]",2,"{""-1"": 2}",0.9999998976052374,True,True,[],0.0,-1,True
71,weak_campaign,17,3,"[""veh_08"", ""veh_12"", ""veh_18""]",3,"{""-1"": 3}",0.9999997285266841,True,True,[],0.0,-1,True
71,weak_campaign,18,2,"[""veh_09"", ""veh_10""]",2,"{""-1"": 2}",0.9999999403255805,True,True,[],0.0,-1,True
71,weak_campaign,19,2,"[""veh_10"", ""veh_12""]",2,"{""-1"": 2}",0.9999998578795616,True,True,[],0.0,-1,True
71,weak_campaign,20,2,"[""veh_11"", ""veh_18""]",2,"{""-1"": 2}",0.9999998430031916,True,True,[],0.0,-1,True
71,weak_campaign,21,2,"[""veh_12"", ""veh_18""]",2,"{""-1"": 2}",0.9999997789936013,True,True,[],0.0,-1,True
71,weak_campaign,22,2,"[""veh_12"", ""veh_14""]",2,"{""-1"": 2}",0.9999998584237061,True,True,[],0.0,-1,True
71,weak_campaign,23,2,"[""veh_13"", ""veh_17""]",2,"{""-1"": 2}",0.9999999266825866,True,True,[],0.0,-1,True
71,weak_campaign,24,2,"[""veh_18""]",1,"{""-1"": 2}",0.9999999107349493,False,False,"[""min_vehicles<2 (have 1)""]",0.0,-1,False
83,strong_campaign,0,2,"[""veh_00""]",1,"{""0"": 2}",0.9999999664637549,False,False,"[""min_vehicles<2 (have 1)""]",0.04,0,False
83,strong_campaign,1,3,"[""veh_00"", ""veh_01"", ""veh_04""]",3,"{""0"": 3}",0.9999998036331306,True,True,[],0.06,0,True
83,strong_campaign,2,5,"[""veh_00"", ""veh_02"", ""veh_04""]",3,"{""0"": 5}",0.9999998098201045,True,True,[],0.1,0,True
83,strong_campaign,3,7,"[""veh_01"", ""veh_02"", ""veh_03"", ""veh_04""]",4,"{""0"": 7}",0.9999996876095238,True,True,[],0.14,0,True
83,strong_campaign,4,4,"[""veh_01"", ""veh_02"", ""veh_03""]",3,"{""0"": 4}",0.9999997693511796,True,True,[],0.08,0,True
83,strong_campaign,5,4,"[""veh_01"", ""veh_02"", ""veh_03""]",3,"{""0"": 4}",0.9999998258506361,True,True,[],0.08,0,True
83,strong_campaign,6,6,"[""veh_05"", ""veh_09"", ""veh_15"", ""veh_18""]",4,"{""-1"": 6}",0.9999998250126783,True,True,[],0.0,-1,True
83,strong_campaign,7,2,"[""veh_05"", ""veh_14""]",2,"{""-1"": 2}",0.9999998883940735,True,True,[],0.0,-1,True
83,strong_campaign,8,3,"[""veh_06"", ""veh_14"", ""veh_19""]",3,"{""-1"": 3}",0.9999997979332512,True,True,[],0.0,-1,True
83,strong_campaign,9,2,"[""veh_06"", ""veh_18""]",2,"{""-1"": 2}",0.9999998548343967,True,True,[],0.0,-1,True
83,strong_campaign,10,5,"[""veh_06"", ""veh_10"", ""veh_17"", ""veh_19""]",4,"{""-1"": 5}",0.9999995748485707,True,True,[],0.0,-1,True
83,strong_campaign,11,2,"[""veh_06"", ""veh_08""]",2,"{""-1"": 2}",0.9999997629318573,True,True,[],0.0,-1,True
83,strong_campaign,12,7,"[""veh_07"", ""veh_12"", ""veh_13"", ""veh_15"", ""veh_16"", ""veh_18""]",6,"{""-1"": 7}",0.9999997492966926,True,True,[],0.0,-1,True
83,strong_campaign,13,2,"[""veh_07"", ""veh_19""]",2,"{""-1"": 2}",0.9999998920264348,True,True,[],0.0,-1,True
83,strong_campaign,14,2,"[""veh_08"", ""veh_15""]",2,"{""-1"": 2}",0.9999997885318321,True,True,[],0.0,-1,True
83,strong_campaign,15,3,"[""veh_08"", ""veh_16"", ""veh_17""]",3,"{""-1"": 3}",0.9999997889695549,True,True,[],0.0,-1,True
83,strong_campaign,16,2,"[""veh_09"", ""veh_10""]",2,"{""-1"": 2}",0.99999989018017,True,True,[],0.0,-1,True
