method,scenario_key,campaign_size,coordination_strength,seed_mean,seed_std,seed_count,campaign_size_mean,campaign_size_std,campaign_size_count,coordination_strength_mean,coordination_strength_std,coordination_strength_count,tp_mean,tp_std,tp_count,fp_mean,fp_std,fp_count,tn_mean,tn_std,tn_count,fn_mean,fn_std,fn_count,precision_mean,precision_std,precision_count,recall_mean,recall_std,recall_count,f1_mean,f1_std,f1_count,fpr_mean,fpr_std,fpr_count,fnr_mean,fnr_std,fnr_count,roc_auc_mean,roc_auc_std,roc_auc_count,pr_auc_mean,pr_auc_std,pr_auc_count,weak_malicious_recovered_mean,weak_malicious_recovered_std,weak_malicious_recovered_count,weak_benign_promoted_mean,weak_benign_promoted_std,weak_benign_promoted_count,vehicle_precision_mean,vehicle_precision_std,vehicle_precision_count,vehicle_recall_mean,vehicle_recall_std,vehicle_recall_count,vehicle_f1_mean,vehicle_f1_std,vehicle_f1_count,attacked_vehicles_recovered_mean,attacked_vehicles_recovered_std,attacked_vehicles_recovered_count,benign_vehicles_incorrectly_included_mean,benign_vehicles_incorrectly_included_std,benign_vehicles_incorrectly_included_count,campaign_detection_rate_mean,campaign_detection_rate_std,campaign_detection_rate_count,campaign_precision_mean,campaign_precision_std,campaign_precision_count,campaign_recall_mean,campaign_recall_std,campaign_recall_count,campaign_f1_mean,campaign_f1_std,campaign_f1_count,false_campaign_alert_rate_mean,false_campaign_alert_rate_std,false_campaign_alert_rate_count,n_detected_campaign_clusters_mean,n_detected_campaign_clusters_std,n_detected_campaign_clusters_count,n_ground_truth_campaigns_mean,n_ground_truth_campaigns_std,n_ground_truth_campaigns_count,incorrect_campaign_merging_mean,incorrect_campaign_merging_std,incorrect_campaign_merging_count,coordinated_events_mean,coordinated_events_std,coordinated_events_count,runtime_local_ids_sec_mean,runtime_local_ids_sec_std,runtime_local_ids_sec_count,runtime_total_sec_mean,runtime_total_sec_std,runtime_total_sec_count,runtime_graph_construction_sec_mean,runtime_graph_construction_sec_std,runtime_graph_construction_sec_count,runtime_gnn_inference_sec_mean,runtime_gnn_inference_sec_std,runtime_gnn_inference_sec_count,runtime_clustering_sec_mean,runtime_clustering_sec_std,runtime_clustering_sec_count
fcgnn,S2_non_coordinated,10,0.0,47.46153846153846,33.68633596533216,13,10.0,0.0,13,0.0,0.0,13,3.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.6153846153846154,0.0,13,1.0,0.0,13,0.761904761904762,0.0,13,1.0,0.0,13,0.0,0.0,13,0.8421912393162393,0.006254056113995003,13,0.9040703732749737,0.004962617294400286,13,0.0,0.0,13,185.23076923076923,8.467131018964318,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,3.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.6961538461538462,0.09602127613235241,13,2.5384615384615383,0.8770580193070292,13,4.0,0.0,13,0.15384615384615385,0.3755338080994054,13,71.92307692307692,33.65130393328402,13,,,0,0.7175363429257862,0.020330509920491995,13,0.07631657053179176,0.0028909676554578845,13,0.0834183557688867,0.006446252120972506,13,0.004491320457488531,0.0002687016453799038,13
fcgnn,S2_non_coordinated,10,0.25,47.46153846153846,33.686335965332155,13,10.0,0.0,13,0.25,0.0,13,3.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.6153846153846154,0.0,13,1.0,0.0,13,0.761904761904762,0.0,13,1.0,0.0,13,0.0,0.0,13,0.8421912393162393,0.006254056113995055,13,0.9040703732749737,0.004962617294400291,13,0.0,0.0,13,185.23076923076923,8.467131018964315,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,3.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.6961538461538462,0.09602127613235241,13,2.5384615384615383,0.8770580193070292,13,4.0,0.0,13,0.15384615384615385,0.3755338080994054,13,71.92307692307692,33.65130393328402,13,,,0,0.7253296056901141,0.025996736486413912,13,0.07648172430344852,0.0035728831727806455,13,0.08195926600288093,0.00856799747567399,13,0.004585429544721746,0.00030628943531839896,13
local_ids,S2_non_coordinated,2,0.0,33.25,29.294976568925822,24,2.0,0.0,24,0.0,0.0,24,0.0,0.0,24,2.0,0.0,24,0.0,0.0,24,0.0,0.0,24,0.0,0.0,24,0.0,0.0,24,0.0,0.0,24,1.0,0.0,24,0.0,0.0,24,,,0,,,0,0.0,0.0,24,174.375,4.8437543828872185,24,0.0,0.0,24,0.0,0.0,24,0.0,0.0,24,0.0,0.0,24,2.0,0.0,24,1.0,0.0,24,1.0,0.0,24,1.0,0.0,24,1.0,0.0,24,0.0,0.0,24,0.0,0.0,24,0.0,0.0,24,0.0,0.0,24,0.0,0.0,24,0.0,0.0,24,0.1540706632052509,0.006899813776440808,24,,,0,,,0,,,0
local_ids,S2_non_coordinated,2,0.25,44.857142857142854,33.799993497626005,14,2.0,0.0,14,0.25,0.0,14,0.0,0.0,14,2.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,1.0,0.0,14,0.0,0.0,14,,,0,,,0,0.0,0.0,14,174.64285714285714,5.386695045803458,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,2.0,0.0,14,1.0,0.0,14,1.0,0.0,14,1.0,0.0,14,1.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.1515799433566696,0.004132494160063233,14,,,0,,,0,,,0
local_ids,S2_non_coordinated,5,0.0,47.46153846153846,33.686335965332155,13,5.0,0.0,13,0.0,0.0,13,2.0,0.0,13,1.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.4444444444444444,0.0,13,1.0,0.0,13,0.6153846153846154,0.0,13,1.0,0.0,13,0.0,0.0,13,0.9454497863247864,0.005338768836514265,13,0.9411020186090588,0.0060703033707827665,13,0.0,0.0,13,182.30769230769232,7.565102063473386,13,0.6666666666666666,0.0,13,1.0,0.0,13,0.8,0.0,13,2.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,0.0,0.0,13,0.0,0.0,13,2.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.30251916022657843,0.007820507287847174,13,,,0,,,0,,,0
local_ids,S2_non_coordinated,5,0.25,47.46153846153846,33.686335965332155,13,5.0,0.0,13,0.25,0.0,13,2.0,0.0,13,1.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.4444444444444444,0.0,13,1.0,0.0,13,0.6153846153846154,0.0,13,1.0,0.0,13,0.0,0.0,13,0.9454497863247864,0.005338768836514218,13,0.9411020186090588,0.006070303370782793,13,0.0,0.0,13,182.30769230769232,7.5651020634733825,13,0.6666666666666666,0.0,13,1.0,0.0,13,0.8,0.0,13,2.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,0.0,0.0,13,0.0,0.0,13,2.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.3029548718477599,0.0178203465669917,13,,,0,,,0,,,0
local_ids,S2_non_coordinated,10,0.0,47.46153846153846,33.686335965332155,13,10.0,0.0,13,0.0,0.0,13,3.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.6153846153846154,0.0,13,1.0,0.0,13,0.761904761904762,0.0,13,1.0,0.0,13,0.0,0.0,13,0.96784375,0.004671824140033106,13,0.9808466265570571,0.0027696999537746383,13,0.0,0.0,13,185.23076923076923,8.467131018964313,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,3.0,0.0,13,0.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,0.0,0.0,13,0.0,0.0,13,4.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.5422679549978616,0.017485053123936563,13,,,0,,,0,,,0
local_ids,S2_non_coordinated,10,0.25,47.46153846153846,33.686335965332155,13,10.0,0.0,13,0.25,0.0,13,3.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.6153846153846154,0.0,13,1.0,0.0,13,0.761904761904762,0.0,13,1.0,0.0,13,0.0,0.0,13,0.96784375,0.004671824140033122,13,0.9808466265570571,0.002769699953774638,13,0.0,0.0,13,185.23076923076923,8.467131018964317,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,3.0,0.0,13,0.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,1.0,0.0,13,0.0,0.0,13,0.0,0.0,13,4.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.0,0.0,13,0.5391997371580846,0.017494224334009576,13,,,0,,,0,,,0
standard_gnn,S2_non_coordinated,2,0.0,44.857142857142854,33.799993497626005,14,2.0,0.0,14,0.0,0.0,14,0.0,0.0,14,2.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,1.0,0.0,14,0.0,0.0,14,,,0,,,0,0.0,0.0,14,174.64285714285714,5.386695045803462,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,2.0,0.0,14,1.0,0.0,14,1.0,0.0,14,1.0,0.0,14,1.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,,,0,0.21616765778370398,0.006125427927964395,14,0.031930806711898144,0.0013642054924646776,14,0.023692181502285907,0.0014105987895268856,14,0.0017849495800743643,0.0003137957846994857,14
standard_gnn,S2_non_coordinated,2,0.25,44.857142857142854,33.799993497626005,14,2.0,0.0,14,0.25,0.0,14,0.0,0.0,14,2.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,1.0,0.0,14,0.0,0.0,14,,,0,,,0,0.0,0.0,14,174.64285714285714,5.386695045803459,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,2.0,0.0,14,1.0,0.0,14,1.0,0.0,14,1.0,0.0,14,1.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,0.0,0.0,14,,,0,0.21715216978502988,0.006318532340811665,14,0.03261185699998996,0.0014189868980401675,14,0.024583101075092678,0.001715182224393532,14,0.0018175624281865856,0.00029464686389278464,14
