run_id,method,false_campaign_memberships,missed_campaign_memberships,n_errors,framework_config,scenario_id,scenario_key,seed,campaign_size,coordination_strength
campaign_size_corrected_weak_n5_fcgnn_seed83_20260611T123036_9ae7536c,fcgnn,0.0,12.0,12,C3,S4,campaign_size_corrected_weak,83,5,1.0
campaign_size_corrected_weak_n5_fcgnn_seed97_20260611T123041_d0670617,fcgnn,0.0,14.0,14,C3,S4,campaign_size_corrected_weak,97,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed101_20260611T123042_8bb415a9,local_ids,,,0,C1,S4,campaign_size_corrected_weak,101,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed11_20260611T123001_08dfa619,local_ids,,,0,C1,S4,campaign_size_corrected_weak,11,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed23_20260611T123006_8815ae29,local_ids,,,0,C1,S4,campaign_size_corrected_weak,23,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed37_20260611T123010_899a6b44,local_ids,,,0,C1,S4,campaign_size_corrected_weak,37,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed41_20260611T123015_6025bea0,local_ids,,,0,C1,S4,campaign_size_corrected_weak,41,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed53_20260611T123019_f331ce37,local_ids,,,0,C1,S4,campaign_size_corrected_weak,53,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed67_20260611T123024_e8d560ba,local_ids,,,0,C1,S4,campaign_size_corrected_weak,67,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed71_20260611T123028_dfa915a2,local_ids,,,0,C1,S4,campaign_size_corrected_weak,71,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed83_20260611T123033_bb9b9c63,local_ids,,,0,C1,S4,campaign_size_corrected_weak,83,5,1.0
campaign_size_corrected_weak_n5_local_ids_seed97_20260611T123038_8d76a2b6,local_ids,,,0,C1,S4,campaign_size_corrected_weak,97,5,1.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed101_20260611T102839_16fc93fc,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,101,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed11_20260611T100441_0c1a9279,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,11,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed11_20260611T102834_c2ecc61c,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,11,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed23_20260611T102835_1e0f13b8,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,23,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed37_20260611T102835_94eff4a3,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,37,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed41_20260611T102836_7a4888c2,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,41,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed53_20260611T102836_4574b9e7,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,53,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed67_20260611T102837_894a62bb,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,67,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed71_20260611T102837_31599d70,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,71,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed83_20260611T102838_d6424262,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,83,0,0.0
S0_benign_control_descriptor_clustering_n0_cs0p00_seed97_20260611T102838_d1c7ed82,descriptor_clustering,0.0,0.0,0,C2,S0,S0_benign_control,97,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed101_20260611T102839_4848fffe,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,101,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed11_20260611T100441_da421daa,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,11,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed11_20260611T102834_2b62d361,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,11,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed23_20260611T102835_044b9166,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,23,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed37_20260611T102836_152c400c,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,37,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed41_20260611T102836_f8029cdc,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,41,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed53_20260611T102837_6b165efe,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,53,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed67_20260611T102837_bfa59c0b,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,67,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed71_20260611T102838_bd68588d,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,71,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed83_20260611T102838_cbaa52f5,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,83,0,0.0
S0_benign_control_fcgnn_n0_cs0p00_seed97_20260611T102839_183d71f8,fcgnn,0.0,0.0,0,C3,S0,S0_benign_control,97,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed101_20260611T102839_950525d4,local_ids,,,0,C1,S0,S0_benign_control,101,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed11_20260611T100441_e93a16b2,local_ids,,,0,C1,S0,S0_benign_control,11,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed11_20260611T102834_00a2a8ff,local_ids,,,0,C1,S0,S0_benign_control,11,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed23_20260611T102835_c8a29b88,local_ids,,,0,C1,S0,S0_benign_control,23,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed37_20260611T102835_3d3e4d57,local_ids,,,0,C1,S0,S0_benign_control,37,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed41_20260611T102836_545028c2,local_ids,,,0,C1,S0,S0_benign_control,41,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed53_20260611T102836_317ae63f,local_ids,,,0,C1,S0,S0_benign_control,53,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed67_20260611T102837_591ff0e3,local_ids,,,0,C1,S0,S0_benign_control,67,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed71_20260611T102837_a5fa509d,local_ids,,,0,C1,S0,S0_benign_control,71,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed83_20260611T102838_a856e103,local_ids,,,0,C1,S0,S0_benign_control,83,0,0.0
S0_benign_control_local_ids_n0_cs0p00_seed97_20260611T102838_2e85f8ee,local_ids,,,0,C1,S0,S0_benign_control,97,0,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed101_20260611T102848_9021de9d,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,101,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed11_20260611T100442_46484e71,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,11,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed11_20260611T102840_19b561df,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,11,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed23_20260611T102841_4897e70c,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,23,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed37_20260611T102841_7bd310b8,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,37,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed41_20260611T102842_bcdc65fb,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,41,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed53_20260611T102843_798b8432,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,53,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed67_20260611T102844_fb90efda,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,67,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed71_20260611T102845_cb852f84,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,71,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed83_20260611T102846_056f5d0a,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,83,1,0.0
S1_isolated_descriptor_clustering_n1_cs0p00_seed97_20260611T102847_c82e1095,descriptor_clustering,0.0,120.0,120,C2,S1,S1_isolated,97,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed101_20260611T102849_193a4694,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,101,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed11_20260611T100442_8b04dd51,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,11,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed11_20260611T102840_c7bebe88,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,11,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed23_20260611T102841_0545d375,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,23,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed37_20260611T102842_e7e42d66,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,37,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed41_20260611T102843_5cffa205,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,41,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed53_20260611T102844_bc69287b,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,53,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed67_20260611T102845_a2388fe9,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,67,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed71_20260611T102846_3555f860,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,71,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed83_20260611T102847_72df3734,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,83,1,0.0
S1_isolated_fcgnn_n1_cs0p00_seed97_20260611T102848_bc645615,fcgnn,0.0,120.0,120,C3,S1,S1_isolated,97,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed101_20260611T102848_ea8cab7f,local_ids,,,0,C1,S1,S1_isolated,101,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed11_20260611T100441_4ae0746a,local_ids,,,0,C1,S1,S1_isolated,11,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed11_20260611T102839_c014b584,local_ids,,,0,C1,S1,S1_isolated,11,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed23_20260611T102840_219af55b,local_ids,,,0,C1,S1,S1_isolated,23,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed37_20260611T102841_9ffbc894,local_ids,,,0,C1,S1,S1_isolated,37,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed41_20260611T102842_7cc9dfec,local_ids,,,0,C1,S1,S1_isolated,41,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed53_20260611T102843_df44db7d,local_ids,,,0,C1,S1,S1_isolated,53,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed67_20260611T102844_2b20f1e5,local_ids,,,0,C1,S1,S1_isolated,67,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed71_20260611T102845_880e94de,local_ids,,,0,C1,S1,S1_isolated,71,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed83_20260611T102846_71cf812c,local_ids,,,0,C1,S1,S1_isolated,83,1,0.0
S1_isolated_local_ids_n1_cs0p00_seed97_20260611T102847_ebf0ad42,local_ids,,,0,C1,S1,S1_isolated,97,1,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed101_20260611T103019_f1afcdee,descriptor_clustering,0.0,38.0,38,C2,S2,S2_non_coordinated,101,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed11_20260611T100449_ac730c41,descriptor_clustering,0.0,34.0,34,C2,S2,S2_non_coordinated,11,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed11_20260611T102855_3fe0b269,descriptor_clustering,0.0,34.0,34,C2,S2,S2_non_coordinated,11,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed23_20260611T102905_3204f434,descriptor_clustering,0.0,8.0,8,C2,S2,S2_non_coordinated,23,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed37_20260611T102914_4615abb5,descriptor_clustering,0.0,26.0,26,C2,S2,S2_non_coordinated,37,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed41_20260611T102923_396fdfaf,descriptor_clustering,0.0,46.0,46,C2,S2,S2_non_coordinated,41,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed53_20260611T102933_8fd71a48,descriptor_clustering,0.0,32.0,32,C2,S2,S2_non_coordinated,53,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed67_20260611T102942_59fe9e28,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,67,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed71_20260611T102951_d3e17307,descriptor_clustering,0.0,42.0,42,C2,S2,S2_non_coordinated,71,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed83_20260611T103001_5ad97dd9,descriptor_clustering,0.0,53.0,53,C2,S2,S2_non_coordinated,83,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed97_20260611T103010_3ffa3968,descriptor_clustering,0.0,30.0,30,C2,S2,S2_non_coordinated,97,10,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed101_20260611T103021_2c837e9e,descriptor_clustering,0.0,38.0,38,C2,S2,S2_non_coordinated,101,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed11_20260611T100451_5b9c3275,descriptor_clustering,0.0,34.0,34,C2,S2,S2_non_coordinated,11,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed11_20260611T102857_85d10c89,descriptor_clustering,0.0,34.0,34,C2,S2,S2_non_coordinated,11,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed23_20260611T102906_1b3a9899,descriptor_clustering,0.0,8.0,8,C2,S2,S2_non_coordinated,23,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed37_20260611T102916_6cef8fb4,descriptor_clustering,0.0,26.0,26,C2,S2,S2_non_coordinated,37,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed41_20260611T102925_c2d2e942,descriptor_clustering,0.0,46.0,46,C2,S2,S2_non_coordinated,41,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed53_20260611T102934_48768301,descriptor_clustering,0.0,32.0,32,C2,S2,S2_non_coordinated,53,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed67_20260611T102944_553d2122,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,67,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed71_20260611T102953_367e61d8,descriptor_clustering,0.0,42.0,42,C2,S2,S2_non_coordinated,71,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed83_20260611T103002_db2b860f,descriptor_clustering,0.0,53.0,53,C2,S2,S2_non_coordinated,83,10,0.25
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed97_20260611T103012_58ae6529,descriptor_clustering,0.0,30.0,30,C2,S2,S2_non_coordinated,97,10,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed101_20260611T103013_17255aa4,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,101,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed11_20260611T100443_5f558c7a,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,11,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed11_20260611T102849_be23d037,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,11,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed23_20260611T102858_ef9a1d39,descriptor_clustering,0.0,0.0,0,C2,S2,S2_non_coordinated,23,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed37_20260611T102908_64f93547,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,37,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed41_20260611T102917_73ce886d,descriptor_clustering,0.0,14.0,14,C2,S2,S2_non_coordinated,41,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed53_20260611T102926_21e79653,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,53,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed67_20260611T102936_5bc013c1,descriptor_clustering,0.0,15.0,15,C2,S2,S2_non_coordinated,67,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed71_20260611T102945_659cb397,descriptor_clustering,0.0,17.0,17,C2,S2,S2_non_coordinated,71,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed83_20260611T102955_b8da46f4,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,83,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed97_20260611T103004_ae93dc21,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,97,2,0.0
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed101_20260611T103015_4654b7a3,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,101,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed11_20260611T100444_3c78da1b,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,11,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed11_20260611T102851_ea13028f,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,11,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed23_20260611T102900_6ce1fa6e,descriptor_clustering,0.0,0.0,0,C2,S2,S2_non_coordinated,23,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed37_20260611T102909_8b9056d4,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,37,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed41_20260611T102919_9558e5c4,descriptor_clustering,0.0,14.0,14,C2,S2,S2_non_coordinated,41,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed53_20260611T102928_2acce4fb,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,53,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed67_20260611T102937_5390b60c,descriptor_clustering,0.0,15.0,15,C2,S2,S2_non_coordinated,67,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed71_20260611T102947_b55db781,descriptor_clustering,0.0,17.0,17,C2,S2,S2_non_coordinated,71,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed83_20260611T102956_e476d743,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,83,2,0.25
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed97_20260611T103006_51d88d21,descriptor_clustering,0.0,20.0,20,C2,S2,S2_non_coordinated,97,2,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed101_20260611T103016_778b1ccb,descriptor_clustering,0.0,28.0,28,C2,S2,S2_non_coordinated,101,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed11_20260611T100446_401e9b73,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,11,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed11_20260611T102852_1a9c1277,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,11,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed23_20260611T102902_5bb35a7f,descriptor_clustering,0.0,6.0,6,C2,S2,S2_non_coordinated,23,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed37_20260611T102911_bab998f2,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,37,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed41_20260611T102920_5f54e4fd,descriptor_clustering,0.0,21.0,21,C2,S2,S2_non_coordinated,41,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed53_20260611T102930_ed73e13c,descriptor_clustering,0.0,32.0,32,C2,S2,S2_non_coordinated,53,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed67_20260611T102939_d2d20382,descriptor_clustering,0.0,12.0,12,C2,S2,S2_non_coordinated,67,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed71_20260611T102948_cb89d94f,descriptor_clustering,0.0,34.0,34,C2,S2,S2_non_coordinated,71,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed83_20260611T102958_9b6c02eb,descriptor_clustering,0.0,25.0,25,C2,S2,S2_non_coordinated,83,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed97_20260611T103007_bc766f6c,descriptor_clustering,0.0,16.0,16,C2,S2,S2_non_coordinated,97,5,0.0
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed101_20260611T103018_2e581d36,descriptor_clustering,0.0,28.0,28,C2,S2,S2_non_coordinated,101,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed11_20260611T100447_0269b2e1,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,11,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed11_20260611T102854_2184243b,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,11,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed23_20260611T102903_14ad3857,descriptor_clustering,0.0,6.0,6,C2,S2,S2_non_coordinated,23,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed37_20260611T102912_db2a588c,descriptor_clustering,0.0,10.0,10,C2,S2,S2_non_coordinated,37,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed41_20260611T102922_d0acbafe,descriptor_clustering,0.0,21.0,21,C2,S2,S2_non_coordinated,41,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed53_20260611T102931_36d0d82e,descriptor_clustering,0.0,32.0,32,C2,S2,S2_non_coordinated,53,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed67_20260611T102941_b7701e09,descriptor_clustering,0.0,12.0,12,C2,S2,S2_non_coordinated,67,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed71_20260611T102950_e02ca61c,descriptor_clustering,0.0,34.0,34,C2,S2,S2_non_coordinated,71,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed83_20260611T102959_648ebfd7,descriptor_clustering,0.0,25.0,25,C2,S2,S2_non_coordinated,83,5,0.25
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed97_20260611T103009_c777fb3f,descriptor_clustering,0.0,16.0,16,C2,S2,S2_non_coordinated,97,5,0.25
S2_non_coordinated_fcgnn_n10_cs0p00_seed101_20260611T103020_e231ccd4,fcgnn,0.0,68.0,68,C3,S2,S2_non_coordinated,101,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed11_20260611T100450_baa63a0a,fcgnn,0.0,30.0,30,C3,S2,S2_non_coordinated,11,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed11_20260611T102856_3a12e1ce,fcgnn,0.0,30.0,30,C3,S2,S2_non_coordinated,11,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed23_20260611T102905_8c7994c7,fcgnn,0.0,39.0,39,C3,S2,S2_non_coordinated,23,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed37_20260611T102915_babf70fe,fcgnn,0.0,44.0,44,C3,S2,S2_non_coordinated,37,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed41_20260611T102924_299ac955,fcgnn,0.0,66.0,66,C3,S2,S2_non_coordinated,41,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed53_20260611T102933_f7aeb624,fcgnn,0.0,46.0,46,C3,S2,S2_non_coordinated,53,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed67_20260611T102943_ca781315,fcgnn,0.0,39.0,39,C3,S2,S2_non_coordinated,67,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed71_20260611T102952_8e298d31,fcgnn,0.0,52.0,52,C3,S2,S2_non_coordinated,71,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed83_20260611T103002_d18e4473,fcgnn,0.0,73.0,73,C3,S2,S2_non_coordinated,83,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p00_seed97_20260611T103011_e4a830b5,fcgnn,0.0,52.0,52,C3,S2,S2_non_coordinated,97,10,0.0
S2_non_coordinated_fcgnn_n10_cs0p25_seed101_20260611T103022_616277fc,fcgnn,0.0,68.0,68,C3,S2,S2_non_coordinated,101,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed11_20260611T100451_08ed9363,fcgnn,0.0,30.0,30,C3,S2,S2_non_coordinated,11,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed11_20260611T102858_7607d98f,fcgnn,0.0,30.0,30,C3,S2,S2_non_coordinated,11,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed23_20260611T102907_f5f9f825,fcgnn,0.0,39.0,39,C3,S2,S2_non_coordinated,23,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed37_20260611T102916_d93fff6d,fcgnn,0.0,44.0,44,C3,S2,S2_non_coordinated,37,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed41_20260611T102926_e02e6665,fcgnn,0.0,66.0,66,C3,S2,S2_non_coordinated,41,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed53_20260611T102935_0e8d6a09,fcgnn,0.0,46.0,46,C3,S2,S2_non_coordinated,53,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed67_20260611T102945_37c989bc,fcgnn,0.0,39.0,39,C3,S2,S2_non_coordinated,67,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed71_20260611T102954_ff819d10,fcgnn,0.0,52.0,52,C3,S2,S2_non_coordinated,71,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed83_20260611T103003_8a09e3b2,fcgnn,0.0,73.0,73,C3,S2,S2_non_coordinated,83,10,0.25
S2_non_coordinated_fcgnn_n10_cs0p25_seed97_20260611T103013_07e5aed6,fcgnn,0.0,52.0,52,C3,S2,S2_non_coordinated,97,10,0.25
S2_non_coordinated_fcgnn_n2_cs0p00_seed101_20260611T103014_3e9cdefe,fcgnn,0.0,20.0,20,C3,S2,S2_non_coordinated,101,2,0.0
S2_non_coordinated_fcgnn_n2_cs0p00_seed11_20260611T100443_17552b29,fcgnn,0.0,7.0,7,C3,S2,S2_non_coordinated,11,2,0.0
S2_non_coordinated_fcgnn_n2_cs0p00_seed11_20260611T102850_8d09005d,fcgnn,0.0,7.0,7,C3,S2,S2_non_coordinated,11,2,0.0
