method,seed,scenario_key,campaign_size,coordination_strength,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,weak_malicious_recovered,weak_benign_promoted,vehicle_precision,vehicle_recall,vehicle_f1,attacked_vehicles_recovered,benign_vehicles_incorrectly_included,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_alert_rate,n_detected_campaign_clusters,n_ground_truth_campaigns,incorrect_campaign_merging,coordinated_events,runtime_graph_construction_sec,runtime_gnn_inference_sec,runtime_clustering_sec,runtime_total_sec,runtime_local_ids_sec,scenario_id
local_ids,11,S2_non_coordinated,10,0.25,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,0.0,0,10,0,0,,,,0.337616375007201,0.0,S2
local_ids,101,S2_non_coordinated,10,0.25,10,1,0,0,0.2385786802030456,1.0,0.3852459016393442,1.0,0.0,0.9690780141843972,0.9395021184347138,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,0.0,0,10,0,0,,,,0.3614459160016849,0.0,S2
descriptor_clustering,23,S2_non_coordinated,5,0.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,174,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,44,0.0410463329753838,,0.0019255410297773,0.4227379169897176,,S2
fcgnn,71,S2_non_coordinated,10,0.25,10,1,0,0,0.2125984251968504,1.0,0.3506493506493506,1.0,0.0,0.9499588477366254,0.8962316651173461,0,178,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.75,3,10,0,127,0.0488828329835087,0.0566142500028945,0.0035877499612979,0.4160401669796556,,S2
descriptor_clustering,83,S2_non_coordinated,2,0.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,193,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.037287707964424,,0.0019263750291429,0.3332922499976121,,S2
standard_gnn,53,S2_non_coordinated,10,0.0,10,1,0,0,0.2207792207792207,1.0,0.3617021276595745,1.0,0.0,0.9612549019607844,0.9258897419100875,0,181,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.5,1,10,1,14,0.046908791991882,0.0527960420004092,0.0034673340269364,0.3982822080142796,,S2
standard_gnn,37,S2_non_coordinated,5,0.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,186,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,10,0.0383159589837305,0.0500026249792426,0.003475832985714,0.380427583004348,,S2
fcgnn,53,S2_non_coordinated,5,0.25,5,1,0,0,0.1329479768786127,1.0,0.2346938775510204,1.0,0.0,0.9760869565217392,0.932456824617277,0,181,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,74,0.0403171249781735,0.0527302909758873,0.0030534170218743,0.3889294170076027,,S2
local_ids,53,S2_non_coordinated,5,0.0,5,1,0,0,0.1329479768786127,1.0,0.2346938775510204,1.0,0.0,0.9760869565217392,0.932456824617277,0,181,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.2677375000203028,0.0,S2
local_ids,67,S2_non_coordinated,5,0.0,5,1,0,0,0.0909090909090909,1.0,0.1666666666666666,1.0,0.0,0.9374444444444444,0.7836185492648365,0,175,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.285841083037667,0.0,S2
fcgnn,67,S2_non_coordinated,10,0.0,10,1,0,0,0.1825613079019073,1.0,0.3087557603686636,1.0,0.0,0.9555721393034826,0.8939922351551733,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,108,0.042293292004615,0.0517196669825352,0.0043829579954035,0.4468970830203034,,S2
descriptor_clustering,11,S2_non_coordinated,2,0.0,2,1,0,0,0.032258064516129,1.0,0.0625,1.0,0.0,0.777,0.077330487368208,0,183,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.0356186249991878,,0.0020617499831132,0.3157438749913126,,S2
fcgnn,11,S2_non_coordinated,5,0.0,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,5,0,92,0.0381000420311465,0.0527695409837178,0.0030950410291552,0.3942515829694457,,S2
standard_gnn,71,S2_non_coordinated,5,0.0,5,1,0,0,0.1017964071856287,1.0,0.1847826086956521,1.0,0.0,0.916470588235294,0.7395244363356515,0,178,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,107,0.0390461669885553,0.0525887499679811,0.0031316669774241,0.3875402079429477,,S2
descriptor_clustering,41,S2_non_coordinated,2,0.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9995833333333332,0.9929545454545454,0,168,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.5,1,2,1,21,0.0356929160188883,,0.0018497499986551,0.3166018749470822,,S2
standard_gnn,71,S2_non_coordinated,10,0.0,10,1,0,0,0.2125984251968504,1.0,0.3506493506493506,1.0,0.0,0.9499588477366254,0.8962316651173461,0,178,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.75,3,10,0,177,0.0430552089819684,0.0434483750141225,0.0036205839714966,0.4591252920217812,,S2
standard_gnn,41,S2_non_coordinated,5,0.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,5,0,26,0.0383581250207498,0.0525289580109529,0.0035050420556217,0.3746402920223772,,S2
local_ids,71,S2_non_coordinated,5,0.0,5,1,0,0,0.1017964071856287,1.0,0.1847826086956521,1.0,0.0,0.916470588235294,0.7395244363356515,0,178,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.2721341249998659,0.0,S2
local_ids,23,S2_non_coordinated,5,0.25,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,174,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.2748462909949012,0.0,S2
local_ids,67,S2_non_coordinated,2,0.0,2,1,0,0,0.0476190476190476,1.0,0.0909090909090909,1.0,0.0,0.95,0.7512363683662887,0,175,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.4196683749905787,0.0,S2
standard_gnn,71,S2_non_coordinated,2,0.25,2,1,0,0,0.0536277602523659,1.0,0.1017964071856287,1.0,0.0,0.9368627450980392,0.7074841624278903,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.0373934170347638,0.045060749980621,0.0038957920041866,0.3737857499509118,,S2
local_ids,83,S2_non_coordinated,10,0.25,10,1,0,0,0.2268041237113402,1.0,0.3697478991596639,1.0,0.0,0.9731439393939394,0.9507058605534704,0,193,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,0.0,0,10,0,0,,,,0.2823879590141587,0.0,S2
local_ids,37,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,186,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.2681704999995418,0.0,S2
standard_gnn,11,S2_non_coordinated,10,0.0,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.8,4,10,0,94,0.050592667015735,0.0541113340295851,0.0043087500380352,0.487729666987434,,S2
local_ids,41,S2_non_coordinated,5,0.25,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.4239565409952774,0.0,S2
descriptor_clustering,23,S2_non_coordinated,2,0.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,174,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.5,1,2,1,20,0.0693064170191064,,0.0060872079920955,0.3858559160144068,,S2
standard_gnn,41,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9995833333333332,0.9929545454545454,0,168,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.0372674579848535,0.0470663749729283,0.0034494580468162,0.3621202919748612,,S2
standard_gnn,101,S2_non_coordinated,2,0.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9978333333333332,0.975037037037037,0,175,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.5,1,2,1,10,0.0370096249971538,0.0483332080184482,0.003020333009772,0.3681144590373151,,S2
standard_gnn,23,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,174,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.038613874989096,0.0507957909721881,0.0033917079563252,0.3886402500211261,,S2
fcgnn,37,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,186,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.033279291994404,0.0475026660133153,0.0031542499782517,0.3522242499748245,,S2
fcgnn,41,S2_non_coordinated,2,0.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9995833333333332,0.9929545454545454,0,168,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.0348882910329848,0.0479283329914324,0.0028382919845171,0.3658478750148788,,S2
standard_gnn,11,S2_non_coordinated,2,0.0,2,1,0,0,0.032258064516129,1.0,0.0625,1.0,0.0,0.777,0.077330487368208,0,183,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.5,1,2,1,11,0.0364253749721683,0.0503889999818056,0.0037225419655442,0.3737105420441367,,S2
standard_gnn,11,S2_non_coordinated,10,0.25,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.8,4,10,0,94,0.0448088749544695,0.0524016669951379,0.0039731669821776,0.3831587919848971,,S2
standard_gnn,37,S2_non_coordinated,10,0.25,10,1,0,0,0.2346938775510204,1.0,0.3801652892561983,1.0,0.0,0.9784420289855074,0.9580723862755244,0,186,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,86,0.0444570829859003,0.0540512080187909,0.0033937499974854,0.3837895829929039,,S2
fcgnn,101,S2_non_coordinated,10,0.0,10,1,0,0,0.2385786802030456,1.0,0.3852459016393442,1.0,0.0,0.9690780141843972,0.9395021184347138,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.5,1,10,1,26,0.0485992080066353,0.0512624160037376,0.003360665985383,0.4003654170082882,,S2
fcgnn,11,S2_non_coordinated,10,0.25,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.75,3,10,0,245,0.0471150840166956,0.0568394169677048,0.003759000042919,0.406614665989764,,S2
local_ids,11,S2_non_coordinated,5,0.25,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.2725751249818131,0.0,S2
descriptor_clustering,11,S2_non_coordinated,5,0.0,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,30,0.0382586659980006,,0.0018973330152221,0.427680374996271,,S2
local_ids,67,S2_non_coordinated,10,0.25,10,1,0,0,0.1825613079019073,1.0,0.3087557603686636,1.0,0.0,0.9555721393034826,0.8939922351551733,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,0.0,0,10,0,0,,,,0.2702651669969782,0.0,S2
descriptor_clustering,67,S2_non_coordinated,10,0.0,10,1,0,0,0.1825613079019073,1.0,0.3087557603686636,1.0,0.0,0.9555721393034826,0.8939922351551733,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,105,0.0421531249885447,,0.0020205419859848,0.3296912080259062,,S2
standard_gnn,97,S2_non_coordinated,5,0.25,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,177,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,10,0.0376317910267971,0.0476446670363657,0.0031979999621398,0.3581852499628439,,S2
fcgnn,41,S2_non_coordinated,10,0.25,10,1,0,0,0.2385786802030456,1.0,0.3852459016393442,1.0,0.0,0.9737056737588652,0.9478363049990268,0,168,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,59,0.0444301660172641,0.0554562500328756,0.0037012090324424,0.3921660840278491,,S2
standard_gnn,53,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,181,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.037647291959729,0.051555958983954,0.0030247909598983,0.3784946659579873,,S2
descriptor_clustering,37,S2_non_coordinated,5,0.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,186,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,40,0.040526041004341,,0.0022724170121364,0.3358963339705951,,S2
fcgnn,11,S2_non_coordinated,10,0.0,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.75,3,10,0,245,0.0464475839980877,0.0550682499888353,0.004192582971882,0.4027116670040414,,S2
descriptor_clustering,23,S2_non_coordinated,10,0.25,10,1,0,0,0.2366412213740458,1.0,0.382716049382716,1.0,0.0,0.9942652329749104,0.9899938814787012,0,174,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,85,0.0460368749918416,,0.0023638749844394,0.3330219589988701,,S2
local_ids,101,S2_non_coordinated,5,0.25,5,1,0,0,0.127906976744186,1.0,0.2268041237113402,1.0,0.0,0.9344696969696972,0.8042765966665713,0,175,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.3452086669858545,0.0,S2
fcgnn,83,S2_non_coordinated,5,0.25,5,1,0,0,0.1404011461318051,1.0,0.2462311557788944,1.0,0.0,0.9985034013605444,0.99326826382727,0,193,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,5,0,52,0.037908916012384,0.0472317920066416,0.0037207909626886,0.3709956249804236,,S2
local_ids,83,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,193,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.3533362080343067,0.0,S2
descriptor_clustering,71,S2_non_coordinated,10,0.25,10,1,0,0,0.2125984251968504,1.0,0.3506493506493506,1.0,0.0,0.9499588477366254,0.8962316651173461,0,178,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,93,0.0474757910124026,,0.0022012499975971,0.3500864169909619,,S2
local_ids,53,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,181,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.2776477499864995,0.0,S2
local_ids,97,S2_non_coordinated,2,0.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.3688945000176318,0.0,S2
local_ids,71,S2_non_coordinated,2,0.25,2,1,0,0,0.0536277602523659,1.0,0.1017964071856287,1.0,0.0,0.9368627450980392,0.7074841624278903,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.2707445420091972,0.0,S2
local_ids,97,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.2602511659497395,0.0,S2
descriptor_clustering,41,S2_non_coordinated,5,0.25,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,29,0.0408628750010393,,0.0019944579689763,0.3316802500048652,,S2
local_ids,67,S2_non_coordinated,2,0.25,2,1,0,0,0.0476190476190476,1.0,0.0909090909090909,1.0,0.0,0.95,0.7512363683662887,0,175,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.272831916983705,0.0,S2
local_ids,11,S2_non_coordinated,2,0.0,2,1,0,0,0.032258064516129,1.0,0.0625,1.0,0.0,0.777,0.077330487368208,0,183,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.2674380409880541,0.0,S2
standard_gnn,97,S2_non_coordinated,5,0.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,177,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,10,0.0425101669970899,0.0504142090212553,0.0031691669719293,0.3854366250452585,,S2
local_ids,71,S2_non_coordinated,10,0.0,10,1,0,0,0.2125984251968504,1.0,0.3506493506493506,1.0,0.0,0.9499588477366254,0.8962316651173461,0,178,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,0.0,0,10,0,0,,,,0.2841534999897703,0.0,S2
standard_gnn,37,S2_non_coordinated,2,0.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,186,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.036848124989774,0.0488811249961145,0.0033146669738925,0.3677293339860625,,S2
descriptor_clustering,71,S2_non_coordinated,2,0.0,2,1,0,0,0.0536277602523659,1.0,0.1017964071856287,1.0,0.0,0.9368627450980392,0.7074841624278903,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.0389253339963033,,0.0021030000061728,0.335271333984565,,S2
standard_gnn,83,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,193,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.0336704999790526,0.0435790420160628,0.0033742500236257,0.3458083749865182,,S2
descriptor_clustering,11,S2_non_coordinated,5,0.25,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,30,0.0412678749999031,,0.0019707909668795,0.3358955410076305,,S2
local_ids,11,S2_non_coordinated,10,0.25,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,0.0,0,10,0,0,,,,0.2746199999819509,0.0,S2
fcgnn,83,S2_non_coordinated,10,0.25,10,1,0,0,0.2268041237113402,1.0,0.3697478991596639,1.0,0.0,0.9731439393939394,0.9507058605534704,0,193,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,38,0.0485652920324355,0.0523830840247683,0.0039964170427992,0.405168249970302,,S2
local_ids,101,S2_non_coordinated,10,0.0,10,1,0,0,0.2385786802030456,1.0,0.3852459016393442,1.0,0.0,0.9690780141843972,0.9395021184347138,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,0.0,0,10,0,0,,,,0.2863304580096155,0.0,S2
descriptor_clustering,97,S2_non_coordinated,5,0.25,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,177,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,34,0.0380809170310385,,0.0019145000260323,0.3249487080029212,,S2
standard_gnn,23,S2_non_coordinated,10,0.0,10,1,0,0,0.2366412213740458,1.0,0.382716049382716,1.0,0.0,0.9942652329749104,0.9899938814787012,0,174,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.5,1,10,1,12,0.0502053329837508,0.0551092919777147,0.0039309170097112,0.4214700000011362,,S2
local_ids,37,S2_non_coordinated,5,0.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,186,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.2620043749921024,0.0,S2
standard_gnn,67,S2_non_coordinated,5,0.25,5,1,0,0,0.0909090909090909,1.0,0.1666666666666666,1.0,0.0,0.9374444444444444,0.7836185492648365,0,175,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,45,0.0375372080015949,0.0476333750411868,0.0029091659816913,0.3737566249910742,,S2
descriptor_clustering,11,S2_non_coordinated,5,0.25,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,30,0.039529541041702,,0.0018840829725377,0.3957548750331625,,S2
fcgnn,71,S2_non_coordinated,5,0.25,5,1,0,0,0.1017964071856287,1.0,0.1847826086956521,1.0,0.0,0.916470588235294,0.7395244363356515,0,178,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.5,1,5,1,68,0.0388723329524509,0.054814625007566,0.0032472499879077,0.3806075000320561,,S2
local_ids,53,S2_non_coordinated,5,0.25,5,1,0,0,0.1329479768786127,1.0,0.2346938775510204,1.0,0.0,0.9760869565217392,0.932456824617277,0,181,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.2679197089746594,0.0,S2
fcgnn,37,S2_non_coordinated,10,0.0,10,1,0,0,0.2346938775510204,1.0,0.3801652892561983,1.0,0.0,0.9784420289855074,0.9580723862755244,0,186,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,185,0.0493788339663296,0.0570359170087613,0.0041535000200383,0.4039980830275453,,S2
local_ids,41,S2_non_coordinated,10,0.25,10,1,0,0,0.2385786802030456,1.0,0.3852459016393442,1.0,0.0,0.9737056737588652,0.9478363049990268,0,168,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,0.0,0,10,0,0,,,,0.3355172500014305,0.0,S2
fcgnn,67,S2_non_coordinated,5,0.0,5,1,0,0,0.0909090909090909,1.0,0.1666666666666666,1.0,0.0,0.9374444444444444,0.7836185492648365,0,175,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,5,0,57,0.0380087919766083,0.0511578330188058,0.0033552499953657,0.4671652499819174,,S2
standard_gnn,97,S2_non_coordinated,2,0.25,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,177,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.5,1,2,1,14,0.037642584007699,0.0465684999944642,0.0033937089610844,0.3751133329933509,,S2
local_ids,11,S2_non_coordinated,5,0.0,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,0.0,0,5,0,0,,,,0.2723097080015577,0.0,S2
descriptor_clustering,101,S2_non_coordinated,2,0.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9978333333333332,0.975037037037037,0,175,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.1128403750481084,,0.0018046250334009,0.3862148750340566,,S2
local_ids,37,S2_non_coordinated,10,0.0,10,1,0,0,0.2346938775510204,1.0,0.3801652892561983,1.0,0.0,0.9784420289855074,0.9580723862755244,0,186,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,0.0,0,10,0,0,,,,0.3711450839764438,0.0,S2
fcgnn,83,S2_non_coordinated,2,0.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,193,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0.0985967500018887,0.0703773749992251,0.0030706669786013,0.4589805419673212,,S2
standard_gnn,83,S2_non_coordinated,10,0.25,10,1,0,0,0.2268041237113402,1.0,0.3697478991596639,1.0,0.0,0.9731439393939394,0.9507058605534704,0,193,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,28,0.045887040963862,0.0500820829765871,0.0038612500065937,0.4021449590218253,,S2
standard_gnn,37,S2_non_coordinated,10,0.0,10,1,0,0,0.2346938775510204,1.0,0.3801652892561983,1.0,0.0,0.9784420289855074,0.9580723862755244,0,186,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,10,0,86,0.0452615839894861,0.0482518749777227,0.003447082999628,0.3766766249900684,,S2
