method,seed,scenario_key,campaign_size,coordination_strength,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,weak_malicious_recovered,weak_benign_promoted,vehicle_precision,vehicle_recall,vehicle_f1,attacked_vehicles_recovered,benign_vehicles_incorrectly_included,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_alert_rate,n_detected_campaign_clusters,n_ground_truth_campaigns,incorrect_campaign_merging,coordinated_events,runtime_graph_construction_sec,runtime_gnn_inference_sec,runtime_clustering_sec,runtime_total_sec,runtime_local_ids_sec,scenario_id
descriptor_clustering,11,S3_strong_campaign,5,1.0,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,36,0.0387535409536212,,0.0019087920081801,0.3742225830210373,,S3
descriptor_clustering,97,S3_strong_campaign,5,1.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,177,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,50,0.0416137080173939,,0.0020765829831361,0.3998537909938022,,S3
descriptor_clustering,97,S3_strong_campaign,10,1.0,10,1,0,0,0.25,1.0,0.4,1.0,0.0,0.9998,0.9994339622641508,0,177,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,100,0.0488802079926244,,0.0020343330106697,0.554547417035792,,S3
local_ids,97,S3_strong_campaign,5,1.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,177,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.4203080000006594,0.0,S3
standard_gnn,97,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,177,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0383430829970166,0.0435418339911848,0.0032377499737776,0.4107893750187941,,S3
standard_gnn,11,S3_strong_campaign,2,0.75,2,1,0,0,0.032258064516129,1.0,0.0625,1.0,0.0,0.777,0.077330487368208,0,183,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0361374579952098,0.0468753749737516,0.0036856660153716,0.3854846250033006,,S3
local_ids,67,S3_strong_campaign,2,1.0,2,1,0,0,0.0476190476190476,1.0,0.0909090909090909,1.0,0.0,0.95,0.7512363683662887,0,175,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.2993138749734498,0.0,S3
descriptor_clustering,11,S3_strong_campaign,10,1.0,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,80,0.0452457910287193,,0.0021061660372652,0.4375571249984205,,S3
descriptor_clustering,71,S3_strong_campaign,5,0.75,5,1,0,0,0.1017964071856287,1.0,0.1847826086956521,1.0,0.0,0.916470588235294,0.7395244363356515,0,178,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,10,0.0360759579925797,,0.0018072500242851,0.3555698749842122,,S3
fcgnn,37,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,186,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,17,0.0342916660010814,0.0453290420118719,0.0032597089884802,0.3886414999724366,,S3
standard_gnn,11,S3_strong_campaign,2,0.75,2,1,0,0,0.032258064516129,1.0,0.0625,1.0,0.0,0.777,0.077330487368208,0,183,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0352772080223076,0.0460371669614687,0.0036768749705515,0.375169042032212,,S3
local_ids,11,S3_strong_campaign,2,0.75,2,1,0,0,0.032258064516129,1.0,0.0625,1.0,0.0,0.777,0.077330487368208,0,183,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3712226249626837,0.0,S3
local_ids,83,S3_strong_campaign,2,0.75,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,193,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3048453329829499,0.0,S3
local_ids,37,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,186,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3156520839547738,0.0,S3
descriptor_clustering,37,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,186,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,0.0,1.0,0.0,1.0,3,1,0,44,0.0390065420069731,,0.0019997080089524,0.3865079169627279,,S3
standard_gnn,53,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,181,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0338496670010499,0.042164959013462,0.0030164170311763,0.3800718340207822,,S3
fcgnn,41,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,25,0.1287458750302903,0.0521144159720279,0.0040456250426359,0.5299085840233602,,S3
descriptor_clustering,11,S3_strong_campaign,5,1.0,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,36,0.0399040420306846,,0.0020110409823246,0.3907909999834373,,S3
local_ids,71,S3_strong_campaign,2,0.75,2,1,0,0,0.0536277602523659,1.0,0.1017964071856287,1.0,0.0,0.9368627450980392,0.7074841624278903,0,178,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.2980204590130597,0.0,S3
descriptor_clustering,101,S3_strong_campaign,5,1.0,5,1,0,0,0.127906976744186,1.0,0.2268041237113402,1.0,0.0,0.9344696969696972,0.8042765966665713,0,175,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0701974580297246,,0.0019441249896772,0.5639504170394503,,S3
standard_gnn,67,S3_strong_campaign,10,0.75,10,1,0,0,0.1825613079019073,1.0,0.3087557603686636,1.0,0.0,0.9555721393034826,0.8939922351551733,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0446270000538788,0.0461897499626502,0.003109291952569,0.4664781669853255,,S3
fcgnn,97,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,17,0.0369842500076629,0.0500068750116042,0.0035690829972736,0.4949290840304456,,S3
local_ids,23,S3_strong_campaign,10,1.0,10,1,0,0,0.2366412213740458,1.0,0.382716049382716,1.0,0.0,0.9942652329749104,0.9899938814787012,0,174,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.4463815829949453,0.0,S3
standard_gnn,11,S3_strong_campaign,2,1.0,2,1,0,0,0.032258064516129,1.0,0.0625,1.0,0.0,0.777,0.077330487368208,0,183,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0369235830148682,0.0487886249902658,0.0034847920178435,0.3980643330141902,,S3
standard_gnn,71,S3_strong_campaign,5,0.75,5,1,0,0,0.1017964071856287,1.0,0.1847826086956521,1.0,0.0,0.916470588235294,0.7395244363356515,0,178,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0398783750133588,0.0465375410276465,0.0032375419978052,0.5073203750071116,,S3
local_ids,37,S3_strong_campaign,10,0.75,10,1,0,0,0.2346938775510204,1.0,0.3801652892561983,1.0,0.0,0.9784420289855074,0.9580723862755244,0,186,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3736937919748015,0.0,S3
local_ids,11,S3_strong_campaign,5,0.75,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3059888750431128,0.0,S3
fcgnn,97,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,177,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,21,0.0407390419859439,0.051640874997247,0.0034883750486187,0.4359411249752156,,S3
standard_gnn,101,S3_strong_campaign,10,1.0,10,1,0,0,0.2385786802030456,1.0,0.3852459016393442,1.0,0.0,0.9690780141843972,0.9395021184347138,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,25,0.0486543750157579,0.0511251669959165,0.0033059589914046,0.5937933329842053,,S3
descriptor_clustering,11,S3_strong_campaign,10,0.75,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,0.0,1.0,0.0,1.0,4,1,0,65,0.0456477499683387,,0.0021234580199234,0.4362478329567238,,S3
fcgnn,67,S3_strong_campaign,2,1.0,2,1,0,0,0.0476190476190476,1.0,0.0909090909090909,1.0,0.0,0.95,0.7512363683662887,0,175,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,12,0.036540875036735,0.0495268750237301,0.0036016670055687,0.4020862920442596,,S3
local_ids,67,S3_strong_campaign,2,0.75,2,1,0,0,0.0476190476190476,1.0,0.0909090909090909,1.0,0.0,0.95,0.7512363683662887,0,175,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.2908787080086767,0.0,S3
descriptor_clustering,101,S3_strong_campaign,10,0.75,10,1,0,0,0.2385786802030456,1.0,0.3852459016393442,1.0,0.0,0.9690780141843972,0.9395021184347138,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,0.0,1.0,0.0,1.0,3,1,0,67,0.0478102499619126,,0.0022094169980846,0.4472022499539889,,S3
descriptor_clustering,97,S3_strong_campaign,10,0.75,10,1,0,0,0.25,1.0,0.4,1.0,0.0,0.9998,0.9994339622641508,0,177,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,0.0,1.0,0.0,1.0,4,1,0,82,0.0483676249859854,,0.001973666017875,0.606441292038653,,S3
fcgnn,71,S3_strong_campaign,5,0.75,5,1,0,0,0.1017964071856287,1.0,0.1847826086956521,1.0,0.0,0.916470588235294,0.7395244363356515,0,178,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0397132919752039,0.0504252079990692,0.0030585409840568,0.4187520829727873,,S3
local_ids,67,S3_strong_campaign,10,1.0,10,1,0,0,0.1825613079019073,1.0,0.3087557603686636,1.0,0.0,0.9555721393034826,0.8939922351551733,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.4269427499966696,0.0,S3
descriptor_clustering,11,S3_strong_campaign,10,1.0,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,80,0.0478737499797716,,0.0020097919623367,0.4476411669747904,,S3
descriptor_clustering,83,S3_strong_campaign,10,1.0,10,1,0,0,0.2268041237113402,1.0,0.3697478991596639,1.0,0.0,0.9731439393939394,0.9507058605534704,0,193,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,81,0.0481992909917607,,0.0019594160257838,0.5381905420217663,,S3
standard_gnn,11,S3_strong_campaign,5,0.75,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.039960250025615,0.0475274590426124,0.0034585829707793,0.4268817920237779,,S3
standard_gnn,11,S3_strong_campaign,5,0.75,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0410905420430935,0.044439333025366,0.0031552090076729,0.5116843750001863,,S3
fcgnn,83,S3_strong_campaign,5,0.75,5,1,0,0,0.1404011461318051,1.0,0.2462311557788944,1.0,0.0,0.9985034013605444,0.99326826382727,0,193,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0414332500076852,0.0520876669907011,0.0032871660077944,0.5358110829838552,,S3
standard_gnn,83,S3_strong_campaign,10,1.0,10,1,0,0,0.2268041237113402,1.0,0.3697478991596639,1.0,0.0,0.9731439393939394,0.9507058605534704,0,193,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,15,0.0449615000397898,0.0487164169899188,0.00356504204683,0.5392696250346489,,S3
standard_gnn,23,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,174,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0366447080159559,0.0455110829789191,0.0031725420267321,0.4014280829578638,,S3
standard_gnn,41,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9995833333333332,0.9929545454545454,0,168,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0364496249821968,0.0449348340043798,0.0035139580140821,0.4896827909979038,,S3
fcgnn,97,S3_strong_campaign,10,0.75,10,1,0,0,0.25,1.0,0.4,1.0,0.0,0.9998,0.9994339622641508,0,177,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0451245000003837,0.0461709999945014,0.0037432499811984,0.5274754579877481,,S3
fcgnn,23,S3_strong_campaign,10,1.0,10,1,0,0,0.2366412213740458,1.0,0.382716049382716,1.0,0.0,0.9942652329749104,0.9899938814787012,0,174,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,81,0.0473471250152215,0.0518262079567648,0.0035435410100035,0.489431542053353,,S3
descriptor_clustering,11,S3_strong_campaign,2,1.0,2,1,0,0,0.032258064516129,1.0,0.0625,1.0,0.0,0.777,0.077330487368208,0,183,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0337609160342253,,0.0019298330298624,0.3488351249834522,,S3
fcgnn,41,S3_strong_campaign,10,0.75,10,1,0,0,0.2385786802030456,1.0,0.3852459016393442,1.0,0.0,0.9737056737588652,0.9478363049990268,0,168,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,0.0,1.0,0.0,1.0,2,1,0,32,0.0476443329825997,0.0482096670311875,0.0059431249974295,0.4986556670046411,,S3
local_ids,37,S3_strong_campaign,5,1.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,186,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3347905830014497,0.0,S3
descriptor_clustering,41,S3_strong_campaign,2,0.75,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9995833333333332,0.9929545454545454,0,168,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,11,0.0339279169565998,,0.0018233750015497,0.4360721659613773,,S3
local_ids,11,S3_strong_campaign,10,0.75,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.4420220000320114,0.0,S3
descriptor_clustering,11,S3_strong_campaign,5,0.75,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0367555830162018,,0.0018237499753013,0.4416962920222431,,S3
descriptor_clustering,23,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,174,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,0.0,1.0,0.0,1.0,4,1,0,50,0.0419178340234793,,0.002131332992576,0.4032492080004886,,S3
fcgnn,101,S3_strong_campaign,10,0.75,10,1,0,0,0.2385786802030456,1.0,0.3852459016393442,1.0,0.0,0.9690780141843972,0.9395021184347138,0,175,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,14,0.0483013750053942,0.0514203339698724,0.004710207984317,0.5041170829790644,,S3
descriptor_clustering,83,S3_strong_campaign,5,1.0,5,1,0,0,0.1404011461318051,1.0,0.2462311557788944,1.0,0.0,0.9985034013605444,0.99326826382727,0,193,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,49,0.037879166950006,,0.0018023750162683,0.3863620420452207,,S3
descriptor_clustering,101,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9978333333333332,0.975037037037037,0,175,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0338979579973965,,0.0017414999892935,0.3364349579787813,,S3
local_ids,83,S3_strong_campaign,5,1.0,5,1,0,0,0.1404011461318051,1.0,0.2462311557788944,1.0,0.0,0.9985034013605444,0.99326826382727,0,193,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.4038846669718623,0.0,S3
descriptor_clustering,53,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,181,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0343052500393241,,0.0019967079861089,0.4472729589906521,,S3
standard_gnn,37,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,186,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0358973330003209,0.0420354170491918,0.0062052080174908,0.4625743749784305,,S3
descriptor_clustering,41,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,0.0,1.0,0.0,1.0,2,1,0,31,0.0417460000026039,,0.0021038749837316,0.3995339159737341,,S3
local_ids,23,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,174,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3376880830037407,0.0,S3
fcgnn,11,S3_strong_campaign,5,0.75,5,1,0,0,0.1176470588235294,1.0,0.2105263157894736,1.0,0.0,0.943,0.8257073696193494,0,183,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,10,0.0386590830166824,0.0507015830371528,0.0033963749883696,0.4280480419984087,,S3
standard_gnn,41,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0420577499899081,0.0473159170360304,0.00387979199877,0.4420120840077288,,S3
standard_gnn,67,S3_strong_campaign,2,0.75,2,1,0,0,0.0476190476190476,1.0,0.0909090909090909,1.0,0.0,0.95,0.7512363683662887,0,175,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0334888329962268,0.0420813329983502,0.0030163750052452,0.3674317909753881,,S3
local_ids,67,S3_strong_campaign,5,0.75,5,1,0,0,0.0909090909090909,1.0,0.1666666666666666,1.0,0.0,0.9374444444444444,0.7836185492648365,0,175,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.4113619169802405,0.0,S3
descriptor_clustering,41,S3_strong_campaign,5,1.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,50,0.0391671250108629,,0.0022035000147297,0.3745404169894755,,S3
fcgnn,23,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,174,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,37,0.0447391250054352,0.048963209032081,0.0034580419887788,0.5117553329910152,,S3
standard_gnn,37,S3_strong_campaign,5,1.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,186,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,0.0,1.0,0.0,1.0,2,1,0,22,0.0415192920481786,0.0462502079899422,0.0035691250232048,0.4408427079906687,,S3
descriptor_clustering,53,S3_strong_campaign,10,1.0,10,1,0,0,0.2207792207792207,1.0,0.3617021276595745,1.0,0.0,0.9612549019607844,0.9258897419100875,0,181,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0477511659846641,,0.0022607080172747,0.44537400000263,,S3
descriptor_clustering,67,S3_strong_campaign,5,1.0,5,1,0,0,0.0909090909090909,1.0,0.1666666666666666,1.0,0.0,0.9374444444444444,0.7836185492648365,0,175,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0356863330234773,,0.001803999999538,0.3496550419949926,,S3
standard_gnn,83,S3_strong_campaign,10,0.75,10,1,0,0,0.2268041237113402,1.0,0.3697478991596639,1.0,0.0,0.9731439393939394,0.9507058605534704,0,193,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0482002499629743,0.0499638330074958,0.0031250419560819,0.4965369580313563,,S3
fcgnn,11,S3_strong_campaign,2,1.0,2,1,0,0,0.032258064516129,1.0,0.0625,1.0,0.0,0.777,0.077330487368208,0,183,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0335763749899342,0.0445221660193055,0.0047997910296544,0.3842031669919379,,S3
standard_gnn,23,S3_strong_campaign,5,1.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,1.0,1.0,0,174,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0385528330225497,0.0516671250225044,0.0034071670379489,0.4216495000291616,,S3
local_ids,41,S3_strong_campaign,5,1.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3357899169786833,0.0,S3
local_ids,41,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9995833333333332,0.9929545454545454,0,168,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.2981507920194417,0.0,S3
standard_gnn,41,S3_strong_campaign,5,1.0,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,10,0.0412947500008158,0.0474870830075815,0.0039585409685969,0.4380785829853266,,S3
fcgnn,53,S3_strong_campaign,5,1.0,5,1,0,0,0.1329479768786127,1.0,0.2346938775510204,1.0,0.0,0.9760869565217392,0.932456824617277,0,181,0.8333333333333334,1.0,0.9090909090909092,5,1,1.0,1.0,1.0,1.0,1.0,1,1,0,40,0.0376096669933758,0.0448763340245932,0.0033358340151607,0.4234963339986279,,S3
descriptor_clustering,41,S3_strong_campaign,2,1.0,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,0.9995833333333332,0.9929545454545454,0,168,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,20,0.0366881659720093,,0.0018607079982757,0.3609032079693861,,S3
local_ids,53,S3_strong_campaign,2,0.75,2,1,0,0,0.0625,1.0,0.1176470588235294,1.0,0.0,1.0,1.0,0,181,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3164477910031564,0.0,S3
fcgnn,71,S3_strong_campaign,10,1.0,10,1,0,0,0.2125984251968504,1.0,0.3506493506493506,1.0,0.0,0.9499588477366254,0.8962316651173461,0,178,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,72,0.0468654579599387,0.0517827500007115,0.003490041999612,0.4894232500228099,,S3
local_ids,41,S3_strong_campaign,5,0.75,5,1,0,0,0.1428571428571428,1.0,0.25,1.0,0.0,0.9998333333333332,0.9988307692307692,0,168,0.8333333333333334,1.0,0.9090909090909092,5,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3393007909762673,0.0,S3
local_ids,11,S3_strong_campaign,10,0.75,10,1,0,0,0.2248062015503876,1.0,0.3670886075949367,1.0,0.0,0.9539080459770116,0.9042833774452826,0,183,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.3677408340154215,0.0,S3
standard_gnn,97,S3_strong_campaign,10,0.75,10,1,0,0,0.25,1.0,0.4,1.0,0.0,0.9998,0.9994339622641508,0,177,0.9090909090909092,1.0,0.9523809523809524,10,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0462470420170575,0.0497419169987551,0.0033535840339027,0.4960156250162981,,S3
descriptor_clustering,71,S3_strong_campaign,10,1.0,10,1,0,0,0.2125984251968504,1.0,0.3506493506493506,1.0,0.0,0.9499588477366254,0.8962316651173461,0,178,0.9090909090909092,1.0,0.9523809523809524,10,1,1.0,1.0,1.0,1.0,1.0,1,1,0,75,0.0469900419702753,,0.0021137499716132,0.4406336669926531,,S3
