run_id,scenario_id,seed,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,latency_sec,prediction_source
S2_non_coordinated_descriptor_clustering_n2_cs0p00_seed97_20260611T103004_ae93dc21,S2,97,20,123,177,0,0.1398601398601398,1.0,0.2453987730061349,0.41,0.0,1.0,1.0,0.3910744580207392,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed101_20260611T103015_4654b7a3,S2,101,20,125,175,0,0.1379310344827586,1.0,0.2424242424242424,0.4166666666666667,0.0,0.9978333333333332,0.975037037037037,0.3306255420320667,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed11_20260611T100444_3c78da1b,S2,11,10,117,183,0,0.0787401574803149,1.0,0.145985401459854,0.39,0.0,0.777,0.077330487368208,0.3346261249971576,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed23_20260611T102900_6ce1fa6e,S2,23,20,126,174,0,0.136986301369863,1.0,0.2409638554216867,0.42,0.0,1.0,1.0,0.3486726250266656,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed37_20260611T102909_8b9056d4,S2,37,20,114,186,0,0.1492537313432835,1.0,0.2597402597402597,0.38,0.0,1.0,1.0,0.3135932920267805,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed41_20260611T102919_9558e5c4,S2,41,20,132,168,0,0.131578947368421,1.0,0.2325581395348837,0.44,0.0,0.9995833333333332,0.9929545454545454,0.309693832998164,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed53_20260611T102928_2acce4fb,S2,53,20,119,181,0,0.1438848920863309,1.0,0.2515723270440251,0.3966666666666666,0.0,1.0,1.0,0.3200869580032304,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed67_20260611T102937_5390b60c,S2,67,15,125,175,0,0.1071428571428571,1.0,0.1935483870967742,0.4166666666666667,0.0,0.95,0.7512363683662887,0.4188403750304132,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed71_20260611T102947_b55db781,S2,71,17,122,178,0,0.1223021582733813,1.0,0.2179487179487179,0.4066666666666667,0.0,0.9368627450980392,0.7074841624278903,0.3362382920458913,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed83_20260611T102956_e476d743,S2,83,20,107,193,0,0.1574803149606299,1.0,0.272108843537415,0.3566666666666667,0.0,1.0,1.0,0.3043553330353461,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n2_cs0p25_seed97_20260611T103006_51d88d21,S2,97,20,123,177,0,0.1398601398601398,1.0,0.2453987730061349,0.41,0.0,1.0,1.0,0.4116158749675378,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed101_20260611T103016_778b1ccb,S2,101,44,125,175,0,0.2603550295857988,1.0,0.4131455399061033,0.4166666666666667,0.0,0.9344696969696972,0.8042765966665713,0.380806291999761,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed11_20260611T100446_401e9b73,S2,11,40,117,183,0,0.2547770700636942,1.0,0.4060913705583756,0.39,0.0,0.943,0.8257073696193494,0.427680374996271,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed23_20260611T102902_5bb35a7f,S2,23,50,126,174,0,0.2840909090909091,1.0,0.4424778761061947,0.42,0.0,1.0,1.0,0.4227379169897176,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed37_20260611T102911_bab998f2,S2,37,50,114,186,0,0.3048780487804878,1.0,0.4672897196261682,0.38,0.0,1.0,1.0,0.3358963339705951,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed41_20260611T102920_5f54e4fd,S2,41,50,132,168,0,0.2747252747252747,1.0,0.4310344827586206,0.44,0.0,0.9998333333333332,0.9988307692307692,0.3494599160039797,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed53_20260611T102930_ed73e13c,S2,53,46,119,181,0,0.2787878787878788,1.0,0.4360189573459715,0.3966666666666666,0.0,0.9760869565217392,0.932456824617277,0.405203917005565,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed67_20260611T102939_d2d20382,S2,67,30,125,175,0,0.1935483870967742,1.0,0.3243243243243243,0.4166666666666667,0.0,0.9374444444444444,0.7836185492648365,0.4099629580159671,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed71_20260611T102948_cb89d94f,S2,71,34,122,178,0,0.2179487179487179,1.0,0.3578947368421052,0.4066666666666667,0.0,0.916470588235294,0.7395244363356515,0.3306665829732083,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed83_20260611T102958_9b6c02eb,S2,83,49,107,193,0,0.3141025641025641,1.0,0.4780487804878048,0.3566666666666667,0.0,0.9985034013605444,0.99326826382727,0.4277771250344813,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed97_20260611T103007_bc766f6c,S2,97,50,123,177,0,0.2890173410404624,1.0,0.4484304932735426,0.41,0.0,1.0,1.0,0.3448941669776104,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed101_20260611T103018_2e581d36,S2,101,44,125,175,0,0.2603550295857988,1.0,0.4131455399061033,0.4166666666666667,0.0,0.9344696969696972,0.8042765966665713,0.3405019170022569,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed11_20260611T100447_0269b2e1,S2,11,40,117,183,0,0.2547770700636942,1.0,0.4060913705583756,0.39,0.0,0.943,0.8257073696193494,0.3358955410076305,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed23_20260611T102903_14ad3857,S2,23,50,126,174,0,0.2840909090909091,1.0,0.4424778761061947,0.42,0.0,1.0,1.0,0.3380761669832282,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed37_20260611T102912_db2a588c,S2,37,50,114,186,0,0.3048780487804878,1.0,0.4672897196261682,0.38,0.0,1.0,1.0,0.3282702920259908,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed41_20260611T102922_d0acbafe,S2,41,50,132,168,0,0.2747252747252747,1.0,0.4310344827586206,0.44,0.0,0.9998333333333332,0.9988307692307692,0.3316802500048652,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed53_20260611T102931_36d0d82e,S2,53,46,119,181,0,0.2787878787878788,1.0,0.4360189573459715,0.3966666666666666,0.0,0.9760869565217392,0.932456824617277,0.3180934579577297,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed67_20260611T102941_b7701e09,S2,67,30,125,175,0,0.1935483870967742,1.0,0.3243243243243243,0.4166666666666667,0.0,0.9374444444444444,0.7836185492648365,0.3293968749931082,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed71_20260611T102950_e02ca61c,S2,71,34,122,178,0,0.2179487179487179,1.0,0.3578947368421052,0.4066666666666667,0.0,0.916470588235294,0.7395244363356515,0.4125252920202911,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed83_20260611T102959_648ebfd7,S2,83,49,107,193,0,0.3141025641025641,1.0,0.4780487804878048,0.3566666666666667,0.0,0.9985034013605444,0.99326826382727,0.3445163750438951,isolation_forest_only
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed97_20260611T103009_c777fb3f,S2,97,50,123,177,0,0.2890173410404624,1.0,0.4484304932735426,0.41,0.0,1.0,1.0,0.3249487080029212,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed101_20260611T103207_eed0ff12,S3,101,94,125,175,0,0.4292237442922374,1.0,0.6006389776357828,0.4166666666666667,0.0,0.9690780141843972,0.9395021184347138,0.4472022499539889,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed11_20260611T100459_26531d65,S3,11,87,117,183,0,0.4264705882352941,1.0,0.5979381443298969,0.39,0.0,0.9539080459770116,0.9042833774452826,0.4362478329567238,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed23_20260611T103040_2c597ead,S3,23,93,126,174,0,0.4246575342465753,1.0,0.5961538461538461,0.42,0.0,0.9942652329749104,0.9899938814787012,0.4567417500074953,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed37_20260611T103051_20797932,S3,37,92,114,186,0,0.4466019417475728,1.0,0.6174496644295302,0.38,0.0,0.9784420289855074,0.9580723862755244,0.4267869580071419,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed41_20260611T103102_9e085a9b,S3,41,94,132,168,0,0.415929203539823,1.0,0.5875,0.44,0.0,0.9737056737588652,0.9478363049990268,0.4494029169436544,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed53_20260611T103113_59d8069f,S3,53,85,119,181,0,0.4166666666666667,1.0,0.5882352941176471,0.3966666666666666,0.0,0.9612549019607844,0.9258897419100875,0.5143102500005625,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed67_20260611T103124_1326ab74,S3,67,67,125,175,0,0.3489583333333333,1.0,0.5173745173745173,0.4166666666666667,0.0,0.9555721393034826,0.8939922351551733,0.4271460830350406,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed71_20260611T103134_b8f79b8e,S3,71,81,122,178,0,0.3990147783251231,1.0,0.5704225352112676,0.4066666666666667,0.0,0.9499588477366254,0.8962316651173461,0.5012387909810059,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed83_20260611T103145_576f8da6,S3,83,88,107,193,0,0.4512820512820513,1.0,0.6219081272084805,0.3566666666666667,0.0,0.9731439393939394,0.9507058605534704,0.4492214170168154,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n10_cs0p75_seed97_20260611T103156_c682ec82,S3,97,100,123,177,0,0.4484304932735426,1.0,0.6191950464396285,0.41,0.0,0.9998,0.9994339622641508,0.606441292038653,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed101_20260611T103200_807d548b,S3,101,20,125,175,0,0.1379310344827586,1.0,0.2424242424242424,0.4166666666666667,0.0,0.9978333333333332,0.975037037037037,0.3601787920342758,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed11_20260611T100452_ceb65df1,S3,11,10,117,183,0,0.0787401574803149,1.0,0.145985401459854,0.39,0.0,0.777,0.077330487368208,0.3498786249547265,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed23_20260611T103033_b9307d9e,S3,23,20,126,174,0,0.136986301369863,1.0,0.2409638554216867,0.42,0.0,1.0,1.0,0.4275602499837987,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed37_20260611T103044_675ccfa5,S3,37,20,114,186,0,0.1492537313432835,1.0,0.2597402597402597,0.38,0.0,1.0,1.0,0.3594739580294117,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed41_20260611T103055_9cd0686b,S3,41,20,132,168,0,0.131578947368421,1.0,0.2325581395348837,0.44,0.0,0.9995833333333332,0.9929545454545454,0.4360721659613773,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed53_20260611T103106_26909d1d,S3,53,20,119,181,0,0.1438848920863309,1.0,0.2515723270440251,0.3966666666666666,0.0,1.0,1.0,0.374052167055197,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed67_20260611T103117_b04fe86c,S3,67,15,125,175,0,0.1071428571428571,1.0,0.1935483870967742,0.4166666666666667,0.0,0.95,0.7512363683662887,0.3306080410256982,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed71_20260611T103127_f2ac19d6,S3,71,17,122,178,0,0.1223021582733813,1.0,0.2179487179487179,0.4066666666666667,0.0,0.9368627450980392,0.7074841624278903,0.3547493329970166,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed83_20260611T103138_3ef4aea7,S3,83,20,107,193,0,0.1574803149606299,1.0,0.272108843537415,0.3566666666666667,0.0,1.0,1.0,0.4407367500243708,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n2_cs0p75_seed97_20260611T103149_dbdd5261,S3,97,20,123,177,0,0.1398601398601398,1.0,0.2453987730061349,0.41,0.0,1.0,1.0,0.4471200419939123,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed101_20260611T103203_d742ab3c,S3,101,44,125,175,0,0.2603550295857988,1.0,0.4131455399061033,0.4166666666666667,0.0,0.9344696969696972,0.8042765966665713,0.3882282500271685,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed11_20260611T100455_a4b47ef8,S3,11,40,117,183,0,0.2547770700636942,1.0,0.4060913705583756,0.39,0.0,0.943,0.8257073696193494,0.378857749979943,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed23_20260611T103037_e3189912,S3,23,50,126,174,0,0.2840909090909091,1.0,0.4424778761061947,0.42,0.0,1.0,1.0,0.4032492080004886,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed37_20260611T103048_a96e3152,S3,37,50,114,186,0,0.3048780487804878,1.0,0.4672897196261682,0.38,0.0,1.0,1.0,0.3865079169627279,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed41_20260611T103058_12dade4a,S3,41,50,132,168,0,0.2747252747252747,1.0,0.4310344827586206,0.44,0.0,0.9998333333333332,0.9988307692307692,0.3995339159737341,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed53_20260611T103109_9a3d3127,S3,53,46,119,181,0,0.2787878787878788,1.0,0.4360189573459715,0.3966666666666666,0.0,0.9760869565217392,0.932456824617277,0.3943834999809041,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed67_20260611T103120_b897fbcd,S3,67,30,125,175,0,0.1935483870967742,1.0,0.3243243243243243,0.4166666666666667,0.0,0.9374444444444444,0.7836185492648365,0.3763699580449611,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed71_20260611T103131_7d3dcb7f,S3,71,34,122,178,0,0.2179487179487179,1.0,0.3578947368421052,0.4066666666666667,0.0,0.916470588235294,0.7395244363356515,0.3555698749842122,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed83_20260611T103141_97360e21,S3,83,49,107,193,0,0.3141025641025641,1.0,0.4780487804878048,0.3566666666666667,0.0,0.9985034013605444,0.99326826382727,0.3999970000004396,isolation_forest_only
S3_strong_campaign_descriptor_clustering_n5_cs0p75_seed97_20260611T103152_ac1b0a18,S3,97,50,123,177,0,0.2890173410404624,1.0,0.4484304932735426,0.41,0.0,1.0,1.0,0.3845289170276373,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed101_20260611T103354_a86abbc9,S4,101,80,125,175,6,0.3902439024390244,0.9302325581395348,0.5498281786941581,0.4166666666666667,0.0697674418604651,0.9486434108527132,0.9475804296990528,0.504804875003174,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed11_20260611T100509_6843f351,S4,11,70,117,183,13,0.374331550802139,0.8433734939759037,0.5185185185185185,0.39,0.1566265060240964,0.8952610441767069,0.8763016810193778,0.4324994999915361,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed23_20260611T103228_bbcc70f8,S4,23,90,126,174,7,0.4166666666666667,0.9278350515463918,0.5750798722044729,0.42,0.0721649484536082,0.938831615120275,0.9477896736440004,0.5252177090151235,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed37_20260611T103239_4c21fe31,S4,37,80,114,186,8,0.4123711340206185,0.9090909090909092,0.5673758865248227,0.38,0.0909090909090909,0.9317045454545456,0.9295966707066368,0.435200082953088,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed41_20260611T103250_789a20cd,S4,41,80,132,168,6,0.3773584905660377,0.9302325581395348,0.5369127516778524,0.44,0.0697674418604651,0.9591666666666668,0.9525916091358956,0.5391082499991171,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed53_20260611T103301_6b4aadbb,S4,53,70,119,181,15,0.3703703703703703,0.8235294117647058,0.5109489051094891,0.3966666666666666,0.1764705882352941,0.9016470588235296,0.8809307286821759,0.4446623750263825,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed67_20260611T103311_e07b837b,S4,67,50,125,175,33,0.2857142857142857,0.6024096385542169,0.3875968992248062,0.4166666666666667,0.3975903614457831,0.7198995983935744,0.699996716923434,0.4248418750357814,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed71_20260611T103322_fb7069a2,S4,71,60,122,178,19,0.3296703296703296,0.759493670886076,0.4597701149425287,0.4066666666666667,0.240506329113924,0.8273628691983123,0.8190791284936939,0.4410726249916479,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed83_20260611T103333_0625d4b3,S4,83,70,107,193,12,0.3954802259887006,0.8536585365853658,0.5405405405405406,0.3566666666666667,0.1463414634146341,0.9016260162601626,0.8957310100577668,0.4406100829946808,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed97_20260611T103343_c0aba997,S4,97,100,123,177,0,0.4484304932735426,1.0,0.6191950464396285,0.41,0.0,0.9998,0.9994339622641508,0.5527335000224411,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed101_20260611T103347_83c227fb,S4,101,20,125,175,0,0.1379310344827586,1.0,0.2424242424242424,0.4166666666666667,0.0,0.9978333333333332,0.975037037037037,0.3578029169584624,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed11_20260611T100503_4b3c0f92,S4,11,0,117,183,10,0.0,0.0,0.0,0.39,1.0,0.2966666666666666,0.0234808210333526,0.4368059589760378,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed23_20260611T103221_42a2d440,S4,23,20,126,174,0,0.136986301369863,1.0,0.2409638554216867,0.42,0.0,1.0,1.0,0.3613652500207536,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed37_20260611T103232_9e0484b9,S4,37,20,114,186,0,0.1492537313432835,1.0,0.2597402597402597,0.38,0.0,1.0,1.0,0.4489087500260211,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed41_20260611T103243_f1da7641,S4,41,20,132,168,0,0.131578947368421,1.0,0.2325581395348837,0.44,0.0,0.9995833333333332,0.9929545454545454,0.3506611670018174,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed53_20260611T103254_a0a9c5a0,S4,53,20,119,181,0,0.1438848920863309,1.0,0.2515723270440251,0.3966666666666666,0.0,1.0,1.0,0.3611268749809824,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed67_20260611T103304_a258f079,S4,67,10,125,175,5,0.074074074074074,0.6666666666666666,0.1333333333333333,0.4166666666666667,0.3333333333333333,0.7496666666666667,0.6859852109458421,0.3535557500435971,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed71_20260611T103315_00e9b62e,S4,71,10,122,178,3,0.0757575757575757,0.7692307692307693,0.1379310344827586,0.4066666666666667,0.2307692307692307,0.8130769230769231,0.7800846155964722,0.3518295839894563,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed83_20260611T103326_08187715,S4,83,20,107,193,0,0.1574803149606299,1.0,0.272108843537415,0.3566666666666667,0.0,1.0,1.0,0.421844249998685,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed97_20260611T103336_2cb2b63e,S4,97,20,123,177,0,0.1398601398601398,1.0,0.2453987730061349,0.41,0.0,1.0,1.0,0.3574462920078076,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed101_20260611T103351_3da9d69c,S4,101,30,125,175,6,0.1935483870967742,0.8333333333333334,0.3141361256544502,0.4166666666666667,0.1666666666666666,0.877962962962963,0.8467500065094471,0.4600220830179751,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed11_20260611T100506_b204fc79,S4,11,30,117,183,10,0.2040816326530612,0.75,0.320855614973262,0.39,0.25,0.8229166666666666,0.7634228753635028,0.3790617499616928,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed23_20260611T103225_2904dc94,S4,23,50,126,174,0,0.2840909090909091,1.0,0.4424778761061947,0.42,0.0,1.0,1.0,0.3779152079951018,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed37_20260611T103235_f049a7ee,S4,37,50,114,186,0,0.3048780487804878,1.0,0.4672897196261682,0.38,0.0,1.0,1.0,0.402082166983746,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed41_20260611T103246_ef945890,S4,41,50,132,168,0,0.2747252747252747,1.0,0.4310344827586206,0.44,0.0,0.9998333333333332,0.9988307692307692,0.3985572920064442,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed53_20260611T103257_bf518666,S4,53,40,119,181,4,0.2515723270440251,0.9090909090909092,0.3940886699507389,0.3966666666666666,0.0909090909090909,0.9382575757575756,0.9248454102500576,0.3671358329593204,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed67_20260611T103308_7b1d6a29,S4,67,20,125,175,20,0.1379310344827586,0.5,0.2162162162162162,0.4166666666666667,0.5,0.6222916666666667,0.5596791882836308,0.4743221669923514,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed71_20260611T103318_515cfb5e,S4,71,20,122,178,16,0.1408450704225352,0.5555555555555556,0.2247191011235955,0.4066666666666667,0.4444444444444444,0.6724537037037036,0.6075332672275342,0.3833824580069631,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed83_20260611T103329_92157922,S4,83,40,107,193,1,0.272108843537415,0.975609756097561,0.425531914893617,0.3566666666666667,0.024390243902439,0.9832520325203252,0.9796583390935124,0.3924299170030281,isolation_forest_only
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed97_20260611T103340_d260350a,S4,97,50,123,177,0,0.2890173410404624,1.0,0.4484304932735426,0.41,0.0,1.0,1.0,0.4505619589472189,isolation_forest_only
