scenario_key,scenario_id,method,seed,campaign_size,coordination_strength
S3_strong_campaign,S3,fcgnn,101,10,0.75
S3_strong_campaign,S3,local_ids,101,10,1.0
S3_strong_campaign,S3,descriptor_clustering,101,10,1.0
S3_strong_campaign,S3,standard_gnn,101,10,1.0
S3_strong_campaign,S3,fcgnn,101,10,1.0
S4_weak_campaign,S4,local_ids,23,2,0.75
S4_weak_campaign,S4,descriptor_clustering,23,2,0.75
S4_weak_campaign,S4,standard_gnn,23,2,0.75
S4_weak_campaign,S4,fcgnn,23,2,0.75
S4_weak_campaign,S4,descriptor_clustering,23,2,1.0
S4_weak_campaign,S4,standard_gnn,23,2,1.0
S4_weak_campaign,S4,local_ids,23,5,0.75
S4_weak_campaign,S4,descriptor_clustering,23,5,0.75
S4_weak_campaign,S4,standard_gnn,23,5,0.75
S4_weak_campaign,S4,fcgnn,23,5,0.75
S4_weak_campaign,S4,local_ids,23,5,1.0
S4_weak_campaign,S4,descriptor_clustering,23,5,1.0
S4_weak_campaign,S4,standard_gnn,23,5,1.0
S4_weak_campaign,S4,fcgnn,23,5,1.0
S4_weak_campaign,S4,local_ids,23,10,0.75
S4_weak_campaign,S4,descriptor_clustering,23,10,0.75
S4_weak_campaign,S4,standard_gnn,23,10,0.75
S4_weak_campaign,S4,fcgnn,23,10,0.75
S4_weak_campaign,S4,local_ids,23,10,1.0
S4_weak_campaign,S4,descriptor_clustering,23,10,1.0
S4_weak_campaign,S4,standard_gnn,23,10,1.0
S4_weak_campaign,S4,fcgnn,23,10,1.0
S4_weak_campaign,S4,local_ids,37,2,0.75
S4_weak_campaign,S4,descriptor_clustering,37,2,0.75
S4_weak_campaign,S4,standard_gnn,37,2,0.75
S4_weak_campaign,S4,fcgnn,37,2,0.75
S4_weak_campaign,S4,local_ids,37,2,1.0
S4_weak_campaign,S4,descriptor_clustering,37,2,1.0
S4_weak_campaign,S4,standard_gnn,37,2,1.0
S4_weak_campaign,S4,fcgnn,37,2,1.0
S4_weak_campaign,S4,local_ids,37,5,0.75
S4_weak_campaign,S4,descriptor_clustering,37,5,0.75
S4_weak_campaign,S4,standard_gnn,37,5,0.75
S4_weak_campaign,S4,fcgnn,37,5,0.75
S4_weak_campaign,S4,local_ids,37,5,1.0
S4_weak_campaign,S4,descriptor_clustering,37,5,1.0
S4_weak_campaign,S4,standard_gnn,37,5,1.0
S4_weak_campaign,S4,fcgnn,37,5,1.0
S4_weak_campaign,S4,local_ids,37,10,0.75
S4_weak_campaign,S4,descriptor_clustering,37,10,0.75
S4_weak_campaign,S4,standard_gnn,37,10,0.75
S4_weak_campaign,S4,fcgnn,37,10,0.75
S4_weak_campaign,S4,local_ids,37,10,1.0
S4_weak_campaign,S4,descriptor_clustering,37,10,1.0
S4_weak_campaign,S4,standard_gnn,37,10,1.0
S4_weak_campaign,S4,fcgnn,37,10,1.0
S4_weak_campaign,S4,local_ids,41,2,0.75
S4_weak_campaign,S4,descriptor_clustering,41,2,0.75
S4_weak_campaign,S4,standard_gnn,41,2,0.75
S4_weak_campaign,S4,fcgnn,41,2,0.75
S4_weak_campaign,S4,local_ids,41,2,1.0
S4_weak_campaign,S4,descriptor_clustering,41,2,1.0
S4_weak_campaign,S4,standard_gnn,41,2,1.0
S4_weak_campaign,S4,fcgnn,41,2,1.0
S4_weak_campaign,S4,local_ids,41,5,0.75
S4_weak_campaign,S4,descriptor_clustering,41,5,0.75
S4_weak_campaign,S4,standard_gnn,41,5,0.75
S4_weak_campaign,S4,fcgnn,41,5,0.75
S4_weak_campaign,S4,local_ids,41,5,1.0
S4_weak_campaign,S4,descriptor_clustering,41,5,1.0
S4_weak_campaign,S4,standard_gnn,41,5,1.0
S4_weak_campaign,S4,fcgnn,41,5,1.0
S4_weak_campaign,S4,local_ids,41,10,0.75
S4_weak_campaign,S4,descriptor_clustering,41,10,0.75
S4_weak_campaign,S4,standard_gnn,41,10,0.75
S4_weak_campaign,S4,fcgnn,41,10,0.75
S4_weak_campaign,S4,local_ids,41,10,1.0
S4_weak_campaign,S4,descriptor_clustering,41,10,1.0
S4_weak_campaign,S4,standard_gnn,41,10,1.0
S4_weak_campaign,S4,fcgnn,41,10,1.0
S4_weak_campaign,S4,local_ids,53,2,0.75
S4_weak_campaign,S4,descriptor_clustering,53,2,0.75
S4_weak_campaign,S4,standard_gnn,53,2,0.75
S4_weak_campaign,S4,fcgnn,53,2,0.75
S4_weak_campaign,S4,local_ids,53,2,1.0
S4_weak_campaign,S4,descriptor_clustering,53,2,1.0
S4_weak_campaign,S4,standard_gnn,53,2,1.0
S4_weak_campaign,S4,fcgnn,53,2,1.0
S4_weak_campaign,S4,local_ids,53,5,0.75
S4_weak_campaign,S4,descriptor_clustering,53,5,0.75
S4_weak_campaign,S4,standard_gnn,53,5,0.75
S4_weak_campaign,S4,fcgnn,53,5,0.75
S4_weak_campaign,S4,local_ids,53,5,1.0
S4_weak_campaign,S4,descriptor_clustering,53,5,1.0
S4_weak_campaign,S4,standard_gnn,53,5,1.0
S4_weak_campaign,S4,fcgnn,53,5,1.0
S4_weak_campaign,S4,local_ids,53,10,0.75
S4_weak_campaign,S4,descriptor_clustering,53,10,0.75
S4_weak_campaign,S4,standard_gnn,53,10,0.75
S4_weak_campaign,S4,fcgnn,53,10,0.75
S4_weak_campaign,S4,local_ids,53,10,1.0
S4_weak_campaign,S4,descriptor_clustering,53,10,1.0
S4_weak_campaign,S4,standard_gnn,53,10,1.0
S4_weak_campaign,S4,fcgnn,53,10,1.0
S4_weak_campaign,S4,local_ids,67,2,0.75
S4_weak_campaign,S4,descriptor_clustering,67,2,0.75
S4_weak_campaign,S4,standard_gnn,67,2,0.75
S4_weak_campaign,S4,fcgnn,67,2,0.75
S4_weak_campaign,S4,local_ids,67,2,1.0
S4_weak_campaign,S4,descriptor_clustering,67,2,1.0
S4_weak_campaign,S4,standard_gnn,67,2,1.0
S4_weak_campaign,S4,fcgnn,67,2,1.0
S4_weak_campaign,S4,local_ids,67,5,0.75
S4_weak_campaign,S4,descriptor_clustering,67,5,0.75
S4_weak_campaign,S4,standard_gnn,67,5,0.75
S4_weak_campaign,S4,fcgnn,67,5,0.75
S4_weak_campaign,S4,local_ids,67,5,1.0
S4_weak_campaign,S4,descriptor_clustering,67,5,1.0
S4_weak_campaign,S4,standard_gnn,67,5,1.0
S4_weak_campaign,S4,fcgnn,67,5,1.0
S4_weak_campaign,S4,local_ids,67,10,0.75
S4_weak_campaign,S4,descriptor_clustering,67,10,0.75
S4_weak_campaign,S4,standard_gnn,67,10,0.75
S4_weak_campaign,S4,fcgnn,67,10,0.75
S4_weak_campaign,S4,local_ids,67,10,1.0
S4_weak_campaign,S4,descriptor_clustering,67,10,1.0
S4_weak_campaign,S4,standard_gnn,67,10,1.0
S4_weak_campaign,S4,fcgnn,67,10,1.0
S4_weak_campaign,S4,local_ids,71,2,0.75
S4_weak_campaign,S4,descriptor_clustering,71,2,0.75
S4_weak_campaign,S4,standard_gnn,71,2,0.75
S4_weak_campaign,S4,fcgnn,71,2,0.75
S4_weak_campaign,S4,local_ids,71,2,1.0
S4_weak_campaign,S4,descriptor_clustering,71,2,1.0
S4_weak_campaign,S4,standard_gnn,71,2,1.0
S4_weak_campaign,S4,fcgnn,71,2,1.0
S4_weak_campaign,S4,local_ids,71,5,0.75
S4_weak_campaign,S4,descriptor_clustering,71,5,0.75
S4_weak_campaign,S4,standard_gnn,71,5,0.75
S4_weak_campaign,S4,fcgnn,71,5,0.75
S4_weak_campaign,S4,local_ids,71,5,1.0
S4_weak_campaign,S4,descriptor_clustering,71,5,1.0
S4_weak_campaign,S4,standard_gnn,71,5,1.0
S4_weak_campaign,S4,fcgnn,71,5,1.0
S4_weak_campaign,S4,local_ids,71,10,0.75
S4_weak_campaign,S4,descriptor_clustering,71,10,0.75
S4_weak_campaign,S4,standard_gnn,71,10,0.75
S4_weak_campaign,S4,fcgnn,71,10,0.75
S4_weak_campaign,S4,local_ids,71,10,1.0
S4_weak_campaign,S4,descriptor_clustering,71,10,1.0
S4_weak_campaign,S4,standard_gnn,71,10,1.0
S4_weak_campaign,S4,fcgnn,71,10,1.0
S4_weak_campaign,S4,local_ids,83,2,0.75
S4_weak_campaign,S4,descriptor_clustering,83,2,0.75
S4_weak_campaign,S4,standard_gnn,83,2,0.75
S4_weak_campaign,S4,fcgnn,83,2,0.75
S4_weak_campaign,S4,local_ids,83,2,1.0
S4_weak_campaign,S4,descriptor_clustering,83,2,1.0
S4_weak_campaign,S4,standard_gnn,83,2,1.0
S4_weak_campaign,S4,fcgnn,83,2,1.0
S4_weak_campaign,S4,local_ids,83,5,0.75
S4_weak_campaign,S4,descriptor_clustering,83,5,0.75
S4_weak_campaign,S4,standard_gnn,83,5,0.75
S4_weak_campaign,S4,fcgnn,83,5,0.75
S4_weak_campaign,S4,local_ids,83,5,1.0
S4_weak_campaign,S4,descriptor_clustering,83,5,1.0
S4_weak_campaign,S4,standard_gnn,83,5,1.0
S4_weak_campaign,S4,fcgnn,83,5,1.0
S4_weak_campaign,S4,local_ids,83,10,0.75
S4_weak_campaign,S4,descriptor_clustering,83,10,0.75
S4_weak_campaign,S4,standard_gnn,83,10,0.75
S4_weak_campaign,S4,fcgnn,83,10,0.75
S4_weak_campaign,S4,local_ids,83,10,1.0
S4_weak_campaign,S4,descriptor_clustering,83,10,1.0
S4_weak_campaign,S4,standard_gnn,83,10,1.0
S4_weak_campaign,S4,fcgnn,83,10,1.0
S4_weak_campaign,S4,local_ids,97,2,0.75
S4_weak_campaign,S4,descriptor_clustering,97,2,0.75
S4_weak_campaign,S4,standard_gnn,97,2,0.75
S4_weak_campaign,S4,fcgnn,97,2,0.75
S4_weak_campaign,S4,local_ids,97,2,1.0
S4_weak_campaign,S4,descriptor_clustering,97,2,1.0
S4_weak_campaign,S4,standard_gnn,97,2,1.0
S4_weak_campaign,S4,fcgnn,97,2,1.0
S4_weak_campaign,S4,local_ids,97,5,0.75
S4_weak_campaign,S4,descriptor_clustering,97,5,0.75
S4_weak_campaign,S4,standard_gnn,97,5,0.75
S4_weak_campaign,S4,fcgnn,97,5,0.75
S4_weak_campaign,S4,local_ids,97,5,1.0
S4_weak_campaign,S4,descriptor_clustering,97,5,1.0
S4_weak_campaign,S4,standard_gnn,97,5,1.0
S4_weak_campaign,S4,fcgnn,97,5,1.0
S4_weak_campaign,S4,local_ids,97,10,0.75
S4_weak_campaign,S4,descriptor_clustering,97,10,0.75
S4_weak_campaign,S4,standard_gnn,97,10,0.75
S4_weak_campaign,S4,fcgnn,97,10,0.75
S4_weak_campaign,S4,local_ids,97,10,1.0
S4_weak_campaign,S4,descriptor_clustering,97,10,1.0
S4_weak_campaign,S4,standard_gnn,97,10,1.0
S4_weak_campaign,S4,fcgnn,97,10,1.0
S4_weak_campaign,S4,local_ids,101,2,0.75
S4_weak_campaign,S4,descriptor_clustering,101,2,0.75
S4_weak_campaign,S4,standard_gnn,101,2,0.75
S4_weak_campaign,S4,fcgnn,101,2,0.75
S4_weak_campaign,S4,local_ids,101,2,1.0
S4_weak_campaign,S4,descriptor_clustering,101,2,1.0
S4_weak_campaign,S4,standard_gnn,101,2,1.0
S4_weak_campaign,S4,fcgnn,101,2,1.0
S4_weak_campaign,S4,local_ids,101,5,0.75
S4_weak_campaign,S4,descriptor_clustering,101,5,0.75
S4_weak_campaign,S4,standard_gnn,101,5,0.75
S4_weak_campaign,S4,fcgnn,101,5,0.75
S4_weak_campaign,S4,local_ids,101,5,1.0
S4_weak_campaign,S4,descriptor_clustering,101,5,1.0
S4_weak_campaign,S4,standard_gnn,101,5,1.0
S4_weak_campaign,S4,fcgnn,101,5,1.0
S4_weak_campaign,S4,local_ids,101,10,0.75
S4_weak_campaign,S4,descriptor_clustering,101,10,0.75
S4_weak_campaign,S4,standard_gnn,101,10,0.75
S4_weak_campaign,S4,fcgnn,101,10,0.75
S4_weak_campaign,S4,local_ids,101,10,1.0
S4_weak_campaign,S4,descriptor_clustering,101,10,1.0
S4_weak_campaign,S4,standard_gnn,101,10,1.0
S4_weak_campaign,S4,fcgnn,101,10,1.0
