run_id,run_dir,scenario_key,scenario_id,method,seed,campaign_size,coordination_strength,scenario_hash,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,weak_malicious_recovered,weak_benign_promoted,vehicle_precision,vehicle_recall,vehicle_f1,attacked_vehicles_recovered,benign_vehicles_incorrectly_included,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_alert_rate,n_detected_campaign_clusters,n_ground_truth_campaigns,incorrect_campaign_merging,coordinated_events,runtime_graph_construction_sec,runtime_gnn_inference_sec,runtime_clustering_sec,runtime_total_sec,runtime_local_ids_sec
S4_weak_campaign_local_ids_n5_cs0p75_seed11_20260610T141740_e1880f8d,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_local_ids_n5_cs0p75_seed11_20260610T141740_e1880f8d,S4_weak_campaign,S4,local_ids,11,5,0.75,1892f8b56481328b,2,1,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.3106840277777778,0.485332068746185,480,191,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.505327374994522,0.0
S4_weak_campaign_descriptor_clustering_n10_cs1p00_seed11_20260610T141809_6aead5b9,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_descriptor_clustering_n10_cs1p00_seed11_20260610T141809_6aead5b9,S4_weak_campaign,S4,descriptor_clustering,11,10,1.0,10ac18c8fc7e7a14,2,1,0,0,0.7368421052631579,1.0,0.8484848484848485,1.0,0.0,0.365640873015873,0.6345007597489283,840,173,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0871060000208672,,0.0055478329886682,3.011475791980047,
S4_weak_campaign_local_ids_n2_cs1p00_seed11_20260610T141737_0ac8206a,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_local_ids_n2_cs1p00_seed11_20260610T141737_0ac8206a,S4_weak_campaign,S4,local_ids,11,2,1.0,e4f48b5df2e63948,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.3192708333333333,0.3336347326870423,240,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.6777709160232916,0.0
S4_weak_campaign_fcgnn_n10_cs1p00_seed11_20260610T141815_6e307665,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_fcgnn_n10_cs1p00_seed11_20260610T141815_6e307665,S4_weak_campaign,S4,fcgnn,11,10,1.0,10ac18c8fc7e7a14,2,1,0,0,0.7368421052631579,1.0,0.8484848484848485,1.0,0.0,0.365640873015873,0.6345007597489283,840,173,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0910164999950211,0.0957403749926015,0.0050525419937912,3.2117202920198906,
S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed11_20260610T141734_c9f4488f,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_descriptor_clustering_n2_cs0p75_seed11_20260610T141734_c9f4488f,S4_weak_campaign,S4,descriptor_clustering,11,2,0.75,e4f48b5df2e63948,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.3927847222222222,0.3628639232696899,240,190,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,32,0.051489915989805,,0.0026702920149546,0.771436957991682,
S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed11_20260610T141756_7aa74b0f,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_descriptor_clustering_n10_cs0p75_seed11_20260610T141756_7aa74b0f,S4_weak_campaign,S4,descriptor_clustering,11,10,0.75,10ac18c8fc7e7a14,2,1,0,0,0.7368421052631579,1.0,0.8484848484848485,1.0,0.0,0.365640873015873,0.6345007597489283,840,173,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,18,0.0876895840046927,,0.0050565419951453,3.1071120840206277,
S4_weak_campaign_fcgnn_n5_cs1p00_seed11_20260610T141752_383468cd,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_fcgnn_n5_cs1p00_seed11_20260610T141752_383468cd,S4_weak_campaign,S4,fcgnn,11,5,1.0,1892f8b56481328b,2,1,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.3780034722222222,0.5189445580217775,480,191,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0712251249933615,0.0905346670188009,0.004436417017132,1.8112488750193736,
S4_weak_campaign_fcgnn_n2_cs1p00_seed23_20260610T141614_1c59b8f4,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_fcgnn_n2_cs1p00_seed23_20260610T141614_1c59b8f4,S4_weak_campaign,S4,fcgnn,23,2,1.0,168f4ebebb7c5393,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.3954861111111111,0.3624478689352106,240,174,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0851676669844891,0.0260059579741209,0.0038431670109275,0.7841173330089077,
S4_weak_campaign_standard_gnn_n10_cs1p00_seed11_20260610T141812_5051f923,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_standard_gnn_n10_cs1p00_seed11_20260610T141812_5051f923,S4_weak_campaign,S4,standard_gnn,11,10,1.0,10ac18c8fc7e7a14,2,1,0,0,0.7368421052631579,1.0,0.8484848484848485,1.0,0.0,0.365640873015873,0.6345007597489283,840,173,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0897289580025244,0.0798115840007085,0.0053929999994579,3.171407540998189,
S4_weak_campaign_local_ids_n2_cs0p75_seed11_20260610T141734_f8d35138,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_local_ids_n2_cs0p75_seed11_20260610T141734_f8d35138,S4_weak_campaign,S4,local_ids,11,2,0.75,e4f48b5df2e63948,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.3192708333333333,0.3336347326870423,240,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.6462337909906637,0.0
S4_weak_campaign_local_ids_n2_cs1p00_seed23_20260610T141613_a3c5b36f,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_local_ids_n2_cs1p00_seed23_20260610T141613_a3c5b36f,S4_weak_campaign,S4,local_ids,23,2,1.0,168f4ebebb7c5393,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.3139305555555556,0.3318777204826557,240,174,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.6486171249998733,0.0
S4_weak_campaign_descriptor_clustering_n2_cs1p00_seed11_20260610T141737_447a8b22,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_descriptor_clustering_n2_cs1p00_seed11_20260610T141737_447a8b22,S4_weak_campaign,S4,descriptor_clustering,11,2,1.0,e4f48b5df2e63948,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.3927847222222222,0.3628639232696899,240,190,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,14,0.0549628339940682,,0.0026418330089654,0.8382816250086762,
S4_weak_campaign_standard_gnn_n5_cs1p00_seed11_20260610T141750_113844c6,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_standard_gnn_n5_cs1p00_seed11_20260610T141750_113844c6,S4_weak_campaign,S4,standard_gnn,11,5,1.0,1892f8b56481328b,2,1,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.3780034722222222,0.5189445580217775,480,191,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,10,0.0709378749888856,0.0678884999942965,0.0048163330066017,1.957992458017543,
S4_weak_campaign_local_ids_n10_cs0p75_seed11_20260610T141753_750bf42e,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_local_ids_n10_cs0p75_seed11_20260610T141753_750bf42e,S4_weak_campaign,S4,local_ids,11,10,0.75,10ac18c8fc7e7a14,2,1,0,0,0.7368421052631579,1.0,0.8484848484848485,1.0,0.0,0.3072023809523809,0.6086084841291762,840,173,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.9321072080056183,0.0
S4_weak_campaign_local_ids_n10_cs1p00_seed11_20260610T141806_b7772c3a,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_local_ids_n10_cs1p00_seed11_20260610T141806_b7772c3a,S4_weak_campaign,S4,local_ids,11,10,1.0,10ac18c8fc7e7a14,2,1,0,0,0.7368421052631579,1.0,0.8484848484848485,1.0,0.0,0.3072023809523809,0.6086084841291762,840,173,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,3.0121542910055723,0.0
S4_weak_campaign_fcgnn_n5_cs0p75_seed11_20260610T141745_29d2ba41,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_fcgnn_n5_cs0p75_seed11_20260610T141745_29d2ba41,S4_weak_campaign,S4,fcgnn,11,5,0.75,1892f8b56481328b,2,1,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.3780034722222222,0.5189445580217775,480,191,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,13,0.0662532080023083,0.0651945409772452,0.0042076249956153,1.6715873340144751,
S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed11_20260610T141741_bb79f0a4,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_descriptor_clustering_n5_cs0p75_seed11_20260610T141741_bb79f0a4,S4_weak_campaign,S4,descriptor_clustering,11,5,0.75,1892f8b56481328b,2,1,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.3780034722222222,0.5189445580217775,480,191,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0669762080069631,,0.0038058339850977,1.638991125015309,
S4_weak_campaign_standard_gnn_n2_cs1p00_seed11_20260610T141738_95f1555d,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_standard_gnn_n2_cs1p00_seed11_20260610T141738_95f1555d,S4_weak_campaign,S4,standard_gnn,11,2,1.0,e4f48b5df2e63948,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.3927847222222222,0.3628639232696899,240,190,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,4,1,0,63,0.0504582089779432,0.0543220830149948,0.0046339999826159,0.7712724999873899,
S4_weak_campaign_standard_gnn_n5_cs0p75_seed11_20260610T141743_61f34225,new_experiments/results/S4_weak_campaign/runs/S4_weak_campaign_standard_gnn_n5_cs0p75_seed11_20260610T141743_61f34225,S4_weak_campaign,S4,standard_gnn,11,5,0.75,1892f8b56481328b,2,1,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.3780034722222222,0.5189445580217775,480,191,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0668318329844623,0.0553938749944791,0.0034379580174572,1.6246996250119992,
S2_non_coordinated_fcgnn_n5_cs0p25_seed11_20260610T141649_6e381424,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_fcgnn_n5_cs0p25_seed11_20260610T141649_6e381424,S2_non_coordinated,S2,fcgnn,11,5,0.25,2b592588a2efac1b,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,2,0,68,0.0555513330036774,0.0756166669889353,0.0036614589917007,0.4906397089944221,
S2_non_coordinated_fcgnn_n10_cs0p00_seed11_20260610T141651_34b28bf3,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_fcgnn_n10_cs0p00_seed11_20260610T141651_34b28bf3,S2_non_coordinated,S2,fcgnn,11,10,0.0,44d760589d52f389,3,0,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.8442604166666667,0.9053741425179508,0,191,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.75,3,4,0,90,0.0742157079803291,0.076997541997116,0.004637875012122,0.7030528330069501,
S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed11_20260610T141650_5c279d5f,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_descriptor_clustering_n10_cs0p00_seed11_20260610T141650_5c279d5f,S2_non_coordinated,S2,descriptor_clustering,11,10,0.0,44d760589d52f389,3,0,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.8442604166666667,0.9053741425179508,0,191,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.6666666666666666,2,4,0,214,0.0743881669768598,,0.0039768339775037,0.6294534170010593,
S2_non_coordinated_fcgnn_n5_cs0p00_seed11_20260610T141647_2907bc46,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_fcgnn_n5_cs0p00_seed11_20260610T141647_2907bc46,S2_non_coordinated,S2,fcgnn,11,5,0.0,2b592588a2efac1b,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,2,0,68,0.0597544999909587,0.076801291987067,0.0039089169877115,0.4493611250072717,
S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed11_20260610T141646_0d9167da,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_descriptor_clustering_n5_cs0p00_seed11_20260610T141646_0d9167da,S2_non_coordinated,S2,descriptor_clustering,11,5,0.0,2b592588a2efac1b,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,2,0,210,0.0544762499921489,,0.0028987500118091,0.3694087919720914,
S2_non_coordinated_standard_gnn_n10_cs0p25_seed11_20260610T141653_3b57cfa3,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_standard_gnn_n10_cs0p25_seed11_20260610T141653_3b57cfa3,S2_non_coordinated,S2,standard_gnn,11,10,0.25,44d760589d52f389,3,0,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.8442604166666667,0.9053741425179508,0,191,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.6666666666666666,2,4,0,30,0.0783979169791564,0.0859923750103917,0.004660208011046,0.7116931669879705,
S2_non_coordinated_standard_gnn_n5_cs0p00_seed11_20260610T141647_94d1b06b,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_standard_gnn_n5_cs0p00_seed11_20260610T141647_94d1b06b,S2_non_coordinated,S2,standard_gnn,11,5,0.0,2b592588a2efac1b,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.75,3,2,0,75,0.054691166995326,0.0642278749728575,0.0046914170088712,0.428307665977627,
S2_non_coordinated_standard_gnn_n5_cs0p25_seed11_20260610T141648_e5983116,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_standard_gnn_n5_cs0p25_seed11_20260610T141648_e5983116,S2_non_coordinated,S2,standard_gnn,11,5,0.25,2b592588a2efac1b,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.75,3,2,0,75,0.053048250003485,0.0621702090138569,0.0039637919981032,0.4227893750066869,
S2_non_coordinated_local_ids_n10_cs0p25_seed11_20260610T141652_c6016883,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_local_ids_n10_cs0p25_seed11_20260610T141652_c6016883,S2_non_coordinated,S2,local_ids,11,10,0.25,44d760589d52f389,3,0,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.9689583333333334,0.9803673471876811,0,191,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0,4,0,0,,,,0.5201673329866026,0.0
S2_non_coordinated_local_ids_n5_cs0p25_seed11_20260610T141648_a0edcd61,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_local_ids_n5_cs0p25_seed11_20260610T141648_a0edcd61,S2_non_coordinated,S2,local_ids,11,5,0.25,2b592588a2efac1b,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9444027777777776,0.9394668658466336,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.2880296660005115,0.0
S2_non_coordinated_local_ids_n10_cs0p00_seed11_20260610T141649_b4f5acb5,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_local_ids_n10_cs0p00_seed11_20260610T141649_b4f5acb5,S2_non_coordinated,S2,local_ids,11,10,0.0,44d760589d52f389,3,0,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.9689583333333334,0.9803673471876811,0,191,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0,4,0,0,,,,0.5255944159871433,0.0
S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed11_20260610T141653_9bef0299,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_descriptor_clustering_n10_cs0p25_seed11_20260610T141653_9bef0299,S2_non_coordinated,S2,descriptor_clustering,11,10,0.25,44d760589d52f389,3,0,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.8442604166666667,0.9053741425179508,0,191,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.6666666666666666,2,4,0,214,0.0737134170194622,,0.0039115829858928,0.6336570830026176,
S2_non_coordinated_standard_gnn_n10_cs0p00_seed11_20260610T141650_b375a17f,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_standard_gnn_n10_cs0p00_seed11_20260610T141650_b375a17f,S2_non_coordinated,S2,standard_gnn,11,10,0.0,44d760589d52f389,3,0,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.8442604166666667,0.9053741425179508,0,191,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.6666666666666666,2,4,0,30,0.073735417012358,0.0699348330090288,0.0044619999825954,0.6941619169956539,
S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed11_20260610T141648_499b3295,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_descriptor_clustering_n5_cs0p25_seed11_20260610T141648_499b3295,S2_non_coordinated,S2,descriptor_clustering,11,5,0.25,2b592588a2efac1b,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,2,2,0,210,0.0540443749923724,,0.0028461249894462,0.3696936250198632,
S2_non_coordinated_local_ids_n5_cs0p00_seed11_20260610T141646_7848e859,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_local_ids_n5_cs0p00_seed11_20260610T141646_7848e859,S2_non_coordinated,S2,local_ids,11,5,0.0,2b592588a2efac1b,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9444027777777776,0.9394668658466336,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,0.0,0,2,0,0,,,,0.3001647499913815,0.0
S2_non_coordinated_fcgnn_n10_cs0p25_seed11_20260610T141654_eee5a46c,new_experiments/results/S2_non_coordinated/runs/S2_non_coordinated_fcgnn_n10_cs0p25_seed11_20260610T141654_eee5a46c,S2_non_coordinated,S2,fcgnn,11,10,0.25,44d760589d52f389,3,0,0,0,0.6153846153846154,1.0,0.7619047619047619,1.0,0.0,0.8442604166666667,0.9053741425179508,0,191,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.75,3,4,0,90,0.0736812920076772,0.0804373330029193,0.0045898749958723,0.7519477499881759,
