scenario_type,campaign_detected,false_campaign,campaign_precision,campaign_recall,campaign_f1,best_cluster,n_clusters,fragmentation,scenario,seed
benign_fleet_control,0,0,0.0,0.0,0.0,-1,1,27,benign_fleet_control,11
